HS 1988/92 Product Code,HS 1988/92 Product Description,SITC Revision 4 Product Code,SITC Revision 4 Product Description
010111,Live pure bred breeding horses,0015,"Horses, asses, mules & hinnies, live"
010119,"Live horses, other than for pure-bred breeding",0015,"Horses, asses, mules & hinnies, live"
010120,Live asses mules and hinnies,0015,"Horses, asses, mules & hinnies, live"
010210,Live pure-bred breeding bovine animals,00111,"Pure-bred bovine breeding animals, live"
010290,"Live bovine animals, other than pure-bred breed",00119,"Bovine animals, live, other than pure-bred breeding stock"
010310,Live pure-bred breeding swine,00131,"Swine, pure-bred breeding animals"
010391,Live swine weighing <50kg (excl. pure-bred bree,00139,"Swine, live, other than pure-bred breeding animals"
010392,Live swine weighing >=50kg (excl. pure-bred bre,00139,"Swine, live, other than pure-bred breeding animals"
010410,Live sheep,00121,"Sheep, live"
010420,Live goats,00122,"Goats, live"
010511,"Live fowls of species Gallus domesticus, weighi",00141,"Poultry, live weight < 185 grams"
010519,"Live ducks, geese, turkeys and guinea fowls, we",00141,"Poultry, live weight < 185 grams"
010591,Live fowls of species Gallus domesticus (chicke,00149,"Poultry, live weight > 185 grams"
010599,"Live ducks, geese, turkeys and guinea fowls, we",00149,"Poultry, live weight > 185 grams"
010600,"Other live animals, nes",0019,"Live animals, n.e.s."
020110,Fresh or chilled bovine carcasses and half carc,01111,"Meat of bovine animals, fresh/chilled, with bone in"
020120,Fresh or chilled unboned bovine meat (excl. car,01111,"Meat of bovine animals, fresh/chilled, with bone in"
020130,Fresh or chilled boneless bovine meat,01112,"Meat of bovine animals, fresh/chilled, boneless"
020210,Frozen bovine carcasses and half carcasses,01121,"Meat of bovine animals, frozen, with bone in"
020220,Frozen unboned bovine meat (excl. carcasses),01121,"Meat of bovine animals, frozen, with bone in"
020230,Frozen boneless bovine meat,01122,"Meat of bovine animals, frozen, boneless"
020311,Fresh or chilled swine carcasses and half carca,01221,"Meat of swine, fresh/chilled"
020312,"Fresh or chilled unboned hams, shoulders and cu",01221,"Meat of swine, fresh/chilled"
020319,"Fresh or chilled swine meat, nes (unboned)",01221,"Meat of swine, fresh/chilled"
020321,Frozen swine carcasses and half carcasses,01222,"Meat of swine, frozen"
020322,"Frozen unboned hams, shoulders and cuts thereof",01222,"Meat of swine, frozen"
020329,"Frozen swine meat, nes",01222,"Meat of swine, frozen"
020410,Fresh or chilled lamb carcasses and half carcas,01211,"Meat of sheep, fresh/chilled"
020421,Fresh or chilled sheep carcasses and half carca,01211,"Meat of sheep, fresh/chilled"
020422,Fresh or chilled unboned meat of sheep,01211,"Meat of sheep, fresh/chilled"
020423,Fresh or chilled boneless meat of sheep,01211,"Meat of sheep, fresh/chilled"
020430,Frozen lamb carcasses and half carcasses,01212,"Meat of sheep, frozen"
020441,Frozen sheep carcasses and half carcasses (excl,01212,"Meat of sheep, frozen"
020442,Frozen unboned meat of sheep,01212,"Meat of sheep, frozen"
020443,Frozen boned meat of sheep,01212,"Meat of sheep, frozen"
020450,"Fresh, chilled or frozen goat meat",01213,"Meat of goats, fresh, chilled/frozen"
020500,"Meat of horses, asses, mules or hinnies, fresh,",0124,"Meat of horses, asses, mules/hinnies, fresh, chilled/frozen"
020610,Fresh or chilled edible bovine offal,01251,"Edible offal of bovine animals, fresh/chilled"
020621,Frozen bovine tongues,01252,"Edible offal of bovine animals, frozen"
020622,Frozen bovine livers,01252,"Edible offal of bovine animals, frozen"
020629,Frozen edible bovine offal (excl. tongues and l,01252,"Edible offal of bovine animals, frozen"
020630,Fresh or chilled edible swine offal,01253,"Edible offal of swine, fresh/chilled"
020641,Frozen swine livers,01254,"Edible offal of swine, frozen"
020649,Frozen edible swine offal (excl. livers),01254,"Edible offal of swine, frozen"
020680,"Fresh or chilled edible offal of sheep, goats,",01255,"Edible offal of sheep, goats, horses, asses, mules/hinnies, fresh/chilled"
020690,"Frozen edible offal of sheep, goats, horses...",01256,"Edible offal of sheep, goats, horses, asses, mules/hinnies, frozen"
020710,Fresh or chilled whole poultry,01231,"Poultry not cut in pieces, fresh/chilled"
020721,Frozen whole chickens,01232,"Poultry not cut in pieces, frozen"
020722,Frozen whole turkeys,01232,"Poultry not cut in pieces, frozen"
020723,"Frozen whole ducks, geese and guinea fowls",01232,"Poultry not cut in pieces, frozen"
020731,Fresh or chilled fatty livers of geese or ducks,01233,"Fatty livers of geese/ducks, fresh/chilled"
020739,Fresh or chilled poultry cuts and offal (excl.,01234,"Poultry cuts & other offal, fresh/chilled"
020741,Frozen cuts and offal of chicken (excl. livers),01235,"Poultry cuts & offal, frozen"
020742,Frozen cuts and offal of turkey (excl. livers),01235,"Poultry cuts & offal, frozen"
020743,"Frozen cuts and offal of geese, ducks and guine",01235,"Poultry cuts & offal, frozen"
020750,Frozen poultry livers,01235,"Poultry cuts & offal, frozen"
020810,"Fresh, chilled or frozen meat and edible offal",01291,"Meat & edible meat offal of rabbits/hares, fresh, chilled/frozen"
020820,"Fresh, chilled or frozen frogs' legs",01299,"Meat & edible meat offal other than headings 012.91 & 012.93, n.e.s., fresh, chilled/frozen"
020890,"Fresh, chilled or frozen meat and edible offal,",01299,"Meat & edible meat offal other than headings 012.91 & 012.93, n.e.s., fresh, chilled/frozen"
020900,"Pig and poultry fat, fresh, chilled, frozen, sa",41131,"Pig fat free of lean meat & poultry fat (not rendered), fresh, chilled, frozen, salted, in brine, dried/smoked"
021011,"Unboned swine hams, shoulders and cuts thereof,",01611,"Hams, shoulders & cuts thereof, of swine, with bone in, salted, dried/smoked"
021012,"Bellies and cuts thereof of swine, salted... or",01612,Bellies (streaky) of swine & cuts thereof
021019,"Meat of swine, salted... or smoked, nes",01619,"Other salted, dried/smoked meat of swine"
021020,"Meat of bovine animals, salted... or smoked",01681,"Meat of bovine animals, salted, in brine, dried/smoked"
021090,"Other meat, nes, salted... or smoked; flours an",01689,"Other meat & edible meat offal salted, in brine, dried/smoked; edible flours & meals of meat/meat offal"
030110,Live ornamental fish,03411,"Fish, live"
030191,Live trout,03411,"Fish, live"
030192,Live eels,03411,"Fish, live"
030193,Live carp,03411,"Fish, live"
030199,Other live fish,03411,"Fish, live"
030211,Fresh or chilled trout,03412,"Salmonidae, fresh/chilled (excluding livers & roes)"
030212,"Fresh or chilled Pacific, Atlantic and Danube s",03412,"Salmonidae, fresh/chilled (excluding livers & roes)"
030219,Fresh or chilled salmonidae (excl. 0302.11 and,03412,"Salmonidae, fresh/chilled (excluding livers & roes)"
030221,Fresh or chilled halibut,03413,"Flat-fish, fresh/chilled (excluding livers & roes)"
030222,Fresh or chilled plaice,03413,"Flat-fish, fresh/chilled (excluding livers & roes)"
030223,Fresh or chilled sole,03413,"Flat-fish, fresh/chilled (excluding livers & roes)"
030229,"Fresh or chilled flat fish (excl. halibut, plai",03413,"Flat-fish, fresh/chilled (excluding livers & roes)"
030231,Fresh or chilled albacore or longfinned tunas,03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030232,Fresh or chilled yellowfin tunas,03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030233,Fresh or chilled skipjack or stripe-bellied bon,03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030239,"Fresh or chilled tunas, nes",03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030240,Fresh or chilled herrings (excl. livers and roe,03415,"Herrings, sardines, sardinella, brislings/sprats, fresh/chilled (excluding livers & roes)"
030250,Fresh or chilled cod (excl. livers and roes),03416,"Cod, fresh/chilled (excluding livers & roes)"
030261,"Fresh or chilled sardines, brisling or sparts",03415,"Herrings, sardines, sardinella, brislings/sprats, fresh/chilled (excluding livers & roes)"
030262,Fresh or chilled haddock,03418,"Other fish, fresh/chilled (excluding livers & roes)"
030263,Fresh or chilled coalfish,03418,"Other fish, fresh/chilled (excluding livers & roes)"
030264,Fresh or chilled mackerel,03417,"Mackerel (scombrids), fresh/chilled (excluding livers & roes)"
030265,Fresh or chilled dogfish and other sharks,03418,"Other fish, fresh/chilled (excluding livers & roes)"
030266,Fresh or chilled eels,03418,"Other fish, fresh/chilled (excluding livers & roes)"
030269,"Fresh or chilled fish, nes",03418,"Other fish, fresh/chilled (excluding livers & roes)"
030270,Fresh or chilled fish livers and roes,03419,"Fish livers & roes, fresh/chilled"
030310,Frozen Pacific salmon,03421,"Salmonidae, frozen (excluding livers & roes)"
030321,Frozen trout,03421,"Salmonidae, frozen (excluding livers & roes)"
030322,Frozen Atlantic and Danube salmon,03421,"Salmonidae, frozen (excluding livers & roes)"
030329,"Frozen salmonidae (excl. Pacific, Atlantic, Dan",03421,"Salmonidae, frozen (excluding livers & roes)"
030331,Frozen halibut,03422,"Flat-fish, frozen (excluding livers & roes)"
030332,Frozen plaice,03422,"Flat-fish, frozen (excluding livers & roes)"
030333,Frozen sole,03422,"Flat-fish, frozen (excluding livers & roes)"
030339,"Frozen flat fish (excl. halibut, plaice and sol",03422,"Flat-fish, frozen (excluding livers & roes)"
030341,Frozen albacore or longfinned tunas,03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030342,Frozen yellowfin tunas,03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030343,Frozen skipjack or stripe-bellied bonito,03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030349,"Frozen tunas, nes",03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030350,Frozen herrings (excl. livers and roes),03424,"Herrings, sardines, sardinella, brislings/sprats, frozen (excluding livers & roes)"
030360,Frozen cod (excl. livers and roes),03425,"Cod, frozen (excluding livers & roes)"
030371,"Frozen sardines, brisling or sprats",03424,"Herrings, sardines, sardinella, brislings/sprats, frozen (excluding livers & roes)"
030372,Frozen haddock,03428,"Other fish, frozen (excluding livers & roes)"
030373,Frozen coalfish,03428,"Other fish, frozen (excluding livers & roes)"
030374,Frozen mackerel,03426,"Mackerel (scombrids), frozen (excluding livers & roes)"
030375,Frozen dogfish and sharks,03428,"Other fish, frozen (excluding livers & roes)"
030376,Frozen eels,03428,"Other fish, frozen (excluding livers & roes)"
030377,Frozen sea-bass,03428,"Other fish, frozen (excluding livers & roes)"
030378,Frozen hake,03427,"Hake, frozen (excluding livers & roes)"
030379,"Frozen fish, nes",03428,"Other fish, frozen (excluding livers & roes)"
030380,Frozen fish livers and roes,03429,"Fish livers & roes, frozen"
030410,Fresh or chilled fish fillets,03451,"Fish fillets & other fish meat, fresh/chilled"
030420,Frozen fish fillets,0344,"Fish fillets, frozen"
030490,Frozen fish meat (excl. fillets),03455,"Fish meat (other than fillets), frozen"
030510,"Flours, meals and pellets of fish, fit for huma",0355,"Flours, meals & pellets of fish, fit for human consumption"
030520,"Livers and roes, dried, smoked, salted or in br",0354,"Fish liver & roes, dried, smoked, salted/in brine"
030530,"Fish fillets, dried, salted or in brine, but no",03512,"Fish fillets, dried, salted/in brine, but not smoked"
030541,"Smoked Pacific, Atlantic and Danube salmon (inc",0353,"Fish (including fillets), smoked, whether/not cooked before/during the smoking process."
030542,Smoked herrings (incl. fillets),0353,"Fish (including fillets), smoked, whether/not cooked before/during the smoking process."
030549,Smoked fish (excl. salmon and herrings),0353,"Fish (including fillets), smoked, whether/not cooked before/during the smoking process."
030551,"Dried cod, not smoked",03511,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), not in fillets, dried, whether/not salted"
030559,"Dried fish, not smoked (excl. cod)",03513,"Fish (excluding fillets), dried, whether/not salted, but not smoked, n.e.s."
030561,Herrings salted or in brine but not dried or sm,03529,"Other fish, salted (but not dried/smoked)/in brine"
030562,Cod salted or in brine but not dried or smoked,03521,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), salted (but not dried/smoked) & fish in brine"
030563,Anchovies salted or in brine but not dried or s,03522,"Anchovies, salted (but not dried/smoked)/in brine"
030569,Other fish salted or in brine but not dried or,03529,"Other fish, salted (but not dried/smoked)/in brine"
030611,Frozen rock lobster and other sea crawfish,03619,"Other crustaceans, frozen, including flours, meals & pellets of crustaceans, fit for human consumption."
030612,Frozen lobsters,03619,"Other crustaceans, frozen, including flours, meals & pellets of crustaceans, fit for human consumption."
030613,Frozen shrimps and prawns,03611,"Shrimps & prawns, frozen"
030614,Frozen crabs,03619,"Other crustaceans, frozen, including flours, meals & pellets of crustaceans, fit for human consumption."
030619,"Frozen crustaceans,nes,including flours,meals &",03619,"Other crustaceans, frozen, including flours, meals & pellets of crustaceans, fit for human consumption."
030621,Rock lobster and other sea crawfish (excl. froz,0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030622,Lobsters (excl.frozen),0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030623,Shrimps and prawns (excl. frozen),0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030624,Crabs (excl.frozen),0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030629,"Crustaceans not frozen,nes,includ.flours,meals,",0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030710,Oysters,03631,"Oysters, fresh, chilled, frozen, dried, salted/in brine"
030721,"Scallops, live, fresh or chilled",03635,"Other molluscs & aquatic invertebrates, fresh/chilled"
030729,"Scallops (excl. live, fresh or chilled)",03639,"Other molluscs & aquatic invertebrates, frozen, dried, salted/in brine, including flours, meals & pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030731,"Mussels, live, fresh or chilled",03635,"Other molluscs & aquatic invertebrates, fresh/chilled"
030739,"Mussels (excl. live, fresh or chilled)",03639,"Other molluscs & aquatic invertebrates, frozen, dried, salted/in brine, including flours, meals & pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030741,"Cuttle fish and squid, live, fresh or chilled",03633,"Cuttlefish, octopus & squid, fresh/chilled"
030749,"Cuttle fish and squid (excl. live, fresh or chi",03637,"Cuttlefish, octopus & squid, frozen, dried, salted/in brine; flours, meals & pellets thereof, fit for human consumption"
030751,"Octopus live, fresh or chilled",03633,"Cuttlefish, octopus & squid, fresh/chilled"
030759,"Octopus (excl. live, fresh or chilled)",03637,"Cuttlefish, octopus & squid, frozen, dried, salted/in brine; flours, meals & pellets thereof, fit for human consumption"
030760,Snails other than sea snails,01293,Snails (other than sea snails)
030791,"Aquatic invertebrates, nes, live, fresh or chil",03635,"Other molluscs & aquatic invertebrates, fresh/chilled"
030799,"Aquatic invertebrates,nes,includ.flours,meals,p",03639,"Other molluscs & aquatic invertebrates, frozen, dried, salted/in brine, including flours, meals & pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
040110,"Milk and cream of =<1% fat, not concentrated or",02211,"Milk, not concentrated/sweetened, of a fat content, by weight, not > 1%"
040120,"Milk and cream of >1% but =<6% fat, not concent",02212,"Milk & cream, not concentrated/sweetened, of a fat content, by weight, exceeding 1% but not > 6%"
040130,"Milk and cream of >6% fat, not concentrated or",02213,"Cream, not concentrated/sweetened, of a fat content, by weight, exceeding 6%"
040210,Milk and cream in solid forms of =<1.5% fat,02221,"Milk, concentrated/sweetened, in solid form, of a fat content, by weight, not > 1.5%"
040221,"Milk and cream in solid forms of >1.5% fat, uns",02222,"Milk & cream, concentrated/sweetened, in solid form, of a fat content, by weight, exceeding 1.5%"
040229,"Milk and cream in solid forms of >1.5% fat, swe",02222,"Milk & cream, concentrated/sweetened, in solid form, of a fat content, by weight, exceeding 1.5%"
040291,"Concentrated milk and cream, unsweetened (excl.",02223,"Milk & cream, concentrated, not in solid form, not sweetened"
040299,Sweetened milk and cream (excl. in solid form),02224,"Milk & cream, concentrated, not in solid form, sweetened"
040310,Yogurt,02231,"Yogurt, whether/not concentrated/containing added sugar/other sweetening matter/flavoured/containing added fruit, nuts/cocoa"
040390,"Buttermilk, curdled milk and cream, etc (excl.",02232,"Buttermilk, curdled milk & cream, kephir & other fermented/acidified milk/cream, whether/not concentrated/containing added sugar/other sweetening matter/flavoured/containing added fruit, nuts/cocoa"
040410,"Whey & modified whey, concentrated or not, or c",02241,"Whey & modified whey, whether/not concentrated/containing added sugar/other sweetening matter"
040490,Products consisting of natural milk constituent,02249,"Products consisting of natural milk constituents, n.e.s."
040500,Butter and other fats and oils derived from mil,0230,Butter & other fats & oils derived from milk
040610,"Fresh (unripened or uncured) cheese, including",02491,"Fresh cheese, including whey cheese, & curd"
040620,Grated or powdered cheese,0241,"Grated/powdered cheese, of all kinds"
040630,"Processed cheese, not grated or powdered",0242,"Processed cheese, not grated/powdered"
040640,Blue-veined cheese,0243,Blue-veined cheese
040690,"Cheese, nes",02499,Other cheese
040700,"Birds' eggs, in shell, fresh, preserved or cook",0251,"Birds' eggs, in shell, fresh, preserved/cooked"
040811,Dried egg yolks,02521,"Birds' eggs, not in shell, & egg yolks, dried"
040819,Egg yolks (excl. dried),02522,"Birds' eggs, not in shell, & egg yolks, other than dried"
040891,"Dried birds' eggs, not in shell",02521,"Birds' eggs, not in shell, & egg yolks, dried"
040899,"Birds' eggs, not in shell (excl. dried)",02522,"Birds' eggs, not in shell, & egg yolks, other than dried"
040900,Natural honey,0616,Natural honey
041000,"Edible products of animal origin, nes",09892,"Edible products of animal origin, n.e.s."
050100,"Human hair and waste, unworked",29191,"Human hair, unworked, whether/not washed/scoured; waste of human hair"
050210,"Pigs', hogs', or boars' bristles or hair",29192,"PigsÆ, hogsÆ/boarsÆ bristles & hair; badger hair & other brush-making hair; waste of such bristles/hair"
050290,Badger and other brush making hair,29192,"PigsÆ, hogsÆ/boarsÆ bristles & hair; badger hair & other brush-making hair; waste of such bristles/hair"
050300,Horsehair and waste,29199,"Animal products, n.e.s."
050400,"Guts, bladders and stomachs of animals (excl. f",29193,"Guts, bladders & stomachs of animals (other than fish), whole & pieces thereof"
050510,Raw feathers for stuffing; down,29195,"Skins & other parts of birds, with their feathers/down, feathers & parts of feathers (whether/not with trimmed edges) & down, not further worked than cleaned, disinfected/treated for preservation; powder & waste of feathers/parts of feathers"
050590,Skins and parts of birds (excl. feathers for st,29195,"Skins & other parts of birds, with their feathers/down, feathers & parts of feathers (whether/not with trimmed edges) & down, not further worked than cleaned, disinfected/treated for preservation; powder & waste of feathers/parts of feathers"
050610,Ossein and bones treated with acid,29111,"Bones (including bones of whales, of seals & of other airbreathing aquatic vertebrates) & horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid/degelatinized; powder & waste of these products"
050690,Bones and horn-cores (excl. ossein...),29111,"Bones (including bones of whales, of seals & of other airbreathing aquatic vertebrates) & horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid/degelatinized; powder & waste of these products"
050710,"Ivory, its powder and waste, unworked",29116,"Ivory, tortoiseshell, whalebone & whalebone hair, horns, antlers, hooves, nails, claws & beaks, unworked/simply prepared but not cut to shape; waste & powder of these products"
050790,"Tortoise-shell, whalebone and whalebone-hair, e",29116,"Ivory, tortoiseshell, whalebone & whalebone hair, horns, antlers, hooves, nails, claws & beaks, unworked/simply prepared but not cut to shape; waste & powder of these products"
050800,"Coral; shells of molluscs, crustaceans, unworke",29115,"Coral & similar materials, unworked/simply prepared but not othw. worked; shells & cuttle-bone, unworked/simply prepared but not cut to shape; powder & waste thereof"
050900,Natural sponges of animal origin,29199,"Animal products, n.e.s."
051000,"Ambergris, castoreum, civet and musk; cantharid",29198,"Ambergris, castoreum, civet & musk; cantharides; bile, whether/not dried; glands & other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen/othw. provisionally preserved"
051110,Bovine semen,29194,Bovine semen
051191,"Products of fish, etc; dead animals of Chapter",29196,"Products of fish/crustaceans, molluscs/other aquatic invertebrates; dead animals of division 03, unfit for human consumption"
051199,"Animal products, nes; dead animals of Chapter 1",29199,"Animal products, n.e.s."
060110,"Dormant bulbs, tubers... rhizomes",29261,"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, dormant, in growth/in flower; chicory plants & roots (other than roots of subgroup 054.8)"
060120,"Bulbs, tubers... rhizomes in growth or flower;",29261,"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, dormant, in growth/in flower; chicory plants & roots (other than roots of subgroup 054.8)"
060210,Unrooted cuttings and slips,29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060220,"Trees,shrubs,bushes,grafted or not,of kinds whi",29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060230,Rhododendrons and azaleas,29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060240,Roses,29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060291,Mushroom spawn,29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060299,"Other live plants, nes",29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060310,Fresh cut flowers and buds,29271,"Cut flowers & flower buds of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
060390,"Dried, dyed, bleached or otherwise prepared cut",29271,"Cut flowers & flower buds of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
060410,"Moses and lichens for ornamental purposes, fres",29272,"Foliage, branches & other parts of plants, without flowers/flower buds, & grasses, mosses & lichens, being goods of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
060491,"Fresh parts of plants, without flowers or buds,",29272,"Foliage, branches & other parts of plants, without flowers/flower buds, & grasses, mosses & lichens, being goods of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
060499,"Parts of plants, without flowers or buds, for o",29272,"Foliage, branches & other parts of plants, without flowers/flower buds, & grasses, mosses & lichens, being goods of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
070110,Seed potatoes,0541,"Potatoes, fresh/chilled (not including sweet potatoes)"
070190,"Other potatoes, fresh or chilled",0541,"Potatoes, fresh/chilled (not including sweet potatoes)"
070200,"Tomatoes, fresh or chilled",0544,"Tomatoes, fresh/chilled"
070310,"Onions and shallots, fresh or chilled",05451,"Onions & shallots, fresh/chilled"
070320,"Garlic, fresh or chilled",05452,"Garlic, leeks & other alliaceous vegetables"
070390,"Leeks and other alliaceous vegetables, nes",05452,"Garlic, leeks & other alliaceous vegetables"
070410,"Cauliflowers and headed broccoli, fresh or chil",05453,"Cabbage & similar edible brassicas, fresh/chilled"
070420,"Brussels sprouts, fresh or chilled",05453,"Cabbage & similar edible brassicas, fresh/chilled"
070490,"White and red cabbages, kohlrabi, kale...etc, f",05453,"Cabbage & similar edible brassicas, fresh/chilled"
070511,"Cabbage lettuce, fresh or chilled",05454,"Lettuce & chicory (including endive), fresh/chilled"
070519,"Lettuce, fresh or chilled, (excl. cabbage lettu",05454,"Lettuce & chicory (including endive), fresh/chilled"
070521,"Witloof chicory, fresh or chilled",05454,"Lettuce & chicory (including endive), fresh/chilled"
070529,"Chicory, fresh or chilled, (excl. witloof)",05454,"Lettuce & chicory (including endive), fresh/chilled"
070610,"Carrots and turnips, fresh or chilled",05455,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes & similar edible roots, fresh/chilled"
070690,Beetroot...radishes and other similar edible ro,05455,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes & similar edible roots, fresh/chilled"
070700,"Cucumbers and gherkins, fresh or chilled",05456,"Cucumbers & gherkins, fresh/chilled"
070810,"Peas, fresh or chilled",05457,"Leguminous vegetables, fresh/chilled"
070820,"Beans, fresh or chilled",05457,"Leguminous vegetables, fresh/chilled"
070890,"Leguminous vegetables, fresh or chilled, nes",05457,"Leguminous vegetables, fresh/chilled"
070910,"Globe artichokes, fresh or chilled",05459,"Other vegetables, fresh/chilled"
070920,"Asparagus, fresh or chilled",05459,"Other vegetables, fresh/chilled"
070930,"Aubergines, fresh or chilled",05459,"Other vegetables, fresh/chilled"
070940,"Celery, fresh or chilled",05459,"Other vegetables, fresh/chilled"
070951,"Mushrooms, fresh or chilled",05458,"Mushrooms & truffles, fresh/chilled"
070952,"Truffles, fresh or chilled",05458,"Mushrooms & truffles, fresh/chilled"
070960,"Fruits of genus Capiscum or Pimenta, fresh or c",05459,"Other vegetables, fresh/chilled"
070970,"Spinach, fresh or chilled",05459,"Other vegetables, fresh/chilled"
070990,"Other vegetables, fresh or chilled, nes",05459,"Other vegetables, fresh/chilled"
071010,"Potatoes, frozen",05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071021,"Shelled or unshelled peas, frozen",05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071022,"Shelled or unshelled beans, frozen",05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071029,"Leguminous vegetables, shelled or unshelled, fr",05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071030,"Spinach, frozen",05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071040,"Sweet corn, frozen",05461,"Sweet corn (uncooked/cooked by steaming/boiling in water), frozen"
071080,"Vegetables, frozen, nes",05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071090,"Mixtures of vegetables, frozen",05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071110,"Onions provisionally preserved, not for immedia",0547,"Vegetables provisionally preserved (e.g., by sulphur dioxide gas, in brine, in sulphur water/in other preservative solutions), but unsuitable in that state for immediate consumption"
071120,"Olives provisionally preserved, not for immedia",0547,"Vegetables provisionally preserved (e.g., by sulphur dioxide gas, in brine, in sulphur water/in other preservative solutions), but unsuitable in that state for immediate consumption"
071130,"Capers provisionally preserved, not for immedia",0547,"Vegetables provisionally preserved (e.g., by sulphur dioxide gas, in brine, in sulphur water/in other preservative solutions), but unsuitable in that state for immediate consumption"
071140,Cucumbers and gherkins provisionally preserved,0547,"Vegetables provisionally preserved (e.g., by sulphur dioxide gas, in brine, in sulphur water/in other preservative solutions), but unsuitable in that state for immediate consumption"
071190,Other vegetables and  mixture of vegetables pro,0547,"Vegetables provisionally preserved (e.g., by sulphur dioxide gas, in brine, in sulphur water/in other preservative solutions), but unsuitable in that state for immediate consumption"
071210,Dried potatoes,05619,"Dried vegetables, n.e.s.; mixtures of dried vegetables, whole/cut/sliced/broken/in powder but not further prepared"
071220,Dried onions,05612,"Onions, dried (excluding leguminous vegetables), whole, cut, sliced, broken/in powder, but not further prepared"
071230,Dried mushrooms and truffles,05613,"Mushrooms, wood ears, jelly fungi & truffles, dried (excluding leguminous vegetables), whole, cut, sliced, broken/in powder, but not further prepared"
071290,"Dried vegetables, nes",05619,"Dried vegetables, n.e.s.; mixtures of dried vegetables, whole/cut/sliced/broken/in powder but not further prepared"
071310,"Dried peas, shelled",05421,"Peas, dried, shelled, whether/not skinned/split"
071320,"Dried chickpeas, shelled",05422,"Chick-peas, dried, shelled, whether/not skinned/split"
071331,"Dried beans, shelled",05423,"Beans, other than broad beans & horse beans, dried, shelled, whether/not skinned/split"
071332,"Dried adzuki beans, shelled",05423,"Beans, other than broad beans & horse beans, dried, shelled, whether/not skinned/split"
071333,"Dried kidney beans, incl. white pea beans, shel",05423,"Beans, other than broad beans & horse beans, dried, shelled, whether/not skinned/split"
071339,"Dried beans, shelled, nes",05423,"Beans, other than broad beans & horse beans, dried, shelled, whether/not skinned/split"
071340,"Dried lentils, shelled",05424,"Lentils, dried, shelled, whether/not skinned/split"
071350,"Dried broad beans and horse beans, shelled",05425,"Broad beans & horse beans, dried, shelled, whether/not skinned/split"
071390,"Dried leguminous vegetables, shelled, nes",05429,Other dried leguminous vegetables
