HS 2002 Product Code,HS 2002 Product Description,SITC Revision 4 Product Code,SITC Revision 4 Product Description
010110,Purebred breeding animals,0015,"Horses, asses, mules & hinnies, live"
010190,Other,0015,"Horses, asses, mules & hinnies, live"
010210,Purebred breeding animals,00111,"Pure-bred bovine breeding animals, live"
010290,Other,00119,"Bovine animals, live, other than pure-bred breeding stock"
010310,Purebred breeding animals,00131,"Swine, pure-bred breeding animals"
010391,Weighing less than 50 kg,00139,"Swine, live, other than pure-bred breeding animals"
010392,Weighing 50 kg or more,00139,"Swine, live, other than pure-bred breeding animals"
010410,Sheep,00121,"Sheep, live"
010420,Goats,00122,"Goats, live"
010511,Fowls of the species Gallus domesticus,00141,"Poultry, live weight < 185 grams"
010512,Turkeys,00141,"Poultry, live weight < 185 grams"
010519,Other,00141,"Poultry, live weight < 185 grams"
010592,"Fowls of the species Gallus domesticus, weighing not more than 2,000 g",00149,"Poultry, live weight > 185 grams"
010593,"Fowls of the species Gallus domesticus, weighing more than 2,000 g",00149,"Poultry, live weight > 185 grams"
010599,Other,00149,"Poultry, live weight > 185 grams"
010611,Primates,0019,"Live animals, n.e.s."
010612,"Whales, dolphins and porpoises (mammals of the order       Cetacea); manatees and dugongs (mammals of the order  Sirenia)",0019,"Live animals, n.e.s."
010619,Other,0019,"Live animals, n.e.s."
010620,Reptiles (including snakes and turtles),0019,"Live animals, n.e.s."
010631,Birds of prey,0019,"Live animals, n.e.s."
010632,"Psittaciformes (including parrots, parakeets, macaws and cockatoos)",0019,"Live animals, n.e.s."
010639,Other,0019,"Live animals, n.e.s."
010690,Other,0019,"Live animals, n.e.s."
020110,Carcasses and halfcarcasses,01111,"Meat of bovine animals, fresh/chilled, with bone in"
020120,Other cuts with bone in,01111,"Meat of bovine animals, fresh/chilled, with bone in"
020130,Boneless,01112,"Meat of bovine animals, fresh/chilled, boneless"
020210,Carcasses and halfcarcasses,01121,"Meat of bovine animals, frozen, with bone in"
020220,Other cuts with bone in,01121,"Meat of bovine animals, frozen, with bone in"
020230,Boneless,01122,"Meat of bovine animals, frozen, boneless"
020311,Carcasses and halfcarcasses,01221,"Meat of swine, fresh/chilled"
020312,"Hams, shoulders and cuts thereof, with bone in",01221,"Meat of swine, fresh/chilled"
020319,Other,01221,"Meat of swine, fresh/chilled"
020321,Carcasses and halfcarcasses,01222,"Meat of swine, frozen"
020322,"Hams, shoulders and cuts thereof, with bone in",01222,"Meat of swine, frozen"
020329,Other,01222,"Meat of swine, frozen"
020410,"Carcasses and halfcarcasses of lamb, fresh or chilled",01211,"Meat of sheep, fresh/chilled"
020421,Carcasses and halfcarcasses,01211,"Meat of sheep, fresh/chilled"
020422,Other cuts with bone in,01211,"Meat of sheep, fresh/chilled"
020423,Boneless,01211,"Meat of sheep, fresh/chilled"
020430,"Carcasses and halfcarcasses of lamb, frozen",01212,"Meat of sheep, frozen"
020441,Carcasses and halfcarcasses,01212,"Meat of sheep, frozen"
020442,Other cuts with bone in,01212,"Meat of sheep, frozen"
020443,Boneless,01212,"Meat of sheep, frozen"
020450,Meat of goats,01213,"Meat of goats, fresh, chilled/frozen"
020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",0124,"Meat of horses, asses, mules/hinnies, fresh, chilled/frozen"
020610,"Of bovine animals, fresh or chilled",01251,"Edible offal of bovine animals, fresh/chilled"
020621,Tongues,01252,"Edible offal of bovine animals, frozen"
020622,Livers,01252,"Edible offal of bovine animals, frozen"
020629,Other,01252,"Edible offal of bovine animals, frozen"
020630,"Of swine, fresh or chilled",01253,"Edible offal of swine, fresh/chilled"
020641,Livers,01254,"Edible offal of swine, frozen"
020649,Other,01254,"Edible offal of swine, frozen"
020680,"Other, fresh or chilled",01255,"Edible offal of sheep, goats, horses, asses, mules/hinnies, fresh/chilled"
020690,"Other, frozen",01256,"Edible offal of sheep, goats, horses, asses, mules/hinnies, frozen"
020711,"Not cut in pieces, fresh or chilled",01231,"Poultry not cut in pieces, fresh/chilled"
020712,"Not cut in pieces, frozen",01232,"Poultry not cut in pieces, frozen"
020713,"Cuts and offal, fresh or chilled",01234,"Poultry cuts & other offal, fresh/chilled"
020714,"Cuts and offal, frozen",01235,"Poultry cuts & offal, frozen"
020724,"Not cut in pieces, fresh or chilled",01231,"Poultry not cut in pieces, fresh/chilled"
020725,"Not cut in pieces, frozen",01232,"Poultry not cut in pieces, frozen"
020726,"Cuts and offal, fresh or chilled",01234,"Poultry cuts & other offal, fresh/chilled"
020727,"Cuts and offal, frozen",01235,"Poultry cuts & offal, frozen"
020732,"Not cut in pieces, fresh or chilled",01231,"Poultry not cut in pieces, fresh/chilled"
020733,"Not cut in pieces, frozen",01232,"Poultry not cut in pieces, frozen"
020734,"Fatty livers, fresh or chilled",01233,"Fatty livers of geese/ducks, fresh/chilled"
020735,"Other, fresh or chilled",01234,"Poultry cuts & other offal, fresh/chilled"
020736,"Other, frozen",01235,"Poultry cuts & offal, frozen"
020810,Of rabbits or hares,01291,"Meat & edible meat offal of rabbits/hares, fresh, chilled/frozen"
020820,Frogs' legs,01299,"Meat & edible meat offal other than headings 012.91 & 012.93, n.e.s., fresh, chilled/frozen"
020830,Of primates,01299,"Meat & edible meat offal other than headings 012.91 & 012.93, n.e.s., fresh, chilled/frozen"
020840,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",01299,"Meat & edible meat offal other than headings 012.91 & 012.93, n.e.s., fresh, chilled/frozen"
020850,Of reptiles (including snakes and turtles),01299,"Meat & edible meat offal other than headings 012.91 & 012.93, n.e.s., fresh, chilled/frozen"
020890,Other,01299,"Meat & edible meat offal other than headings 012.91 & 012.93, n.e.s., fresh, chilled/frozen"
020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",41131,"Pig fat free of lean meat & poultry fat (not rendered), fresh, chilled, frozen, salted, in brine, dried/smoked"
021011,"Hams, shoulders and cuts thereof, with bone in",01611,"Hams, shoulders & cuts thereof, of swine, with bone in, salted, dried/smoked"
021012,Bellies (streaky) and cuts thereof,01612,Bellies (streaky) of swine & cuts thereof
021019,Other,01619,"Other salted, dried/smoked meat of swine"
021020,Meat of bovine animals,01681,"Meat of bovine animals, salted, in brine, dried/smoked"
021091,Of primates,01689,"Other meat & edible meat offal salted, in brine, dried/smoked; edible flours & meals of meat/meat offal"
021092,"Of whales, dolphins and porpoises (mammals of the order Cetacea); of  manatees and dugongs (mammals of the order Sirenia)",01689,"Other meat & edible meat offal salted, in brine, dried/smoked; edible flours & meals of meat/meat offal"
021093,Of reptiles (including snakes and turtles),01689,"Other meat & edible meat offal salted, in brine, dried/smoked; edible flours & meals of meat/meat offal"
021099,Other,01689,"Other meat & edible meat offal salted, in brine, dried/smoked; edible flours & meals of meat/meat offal"
030110,Ornamental fish,03411,"Fish, live"
030191,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",03411,"Fish, live"
030192,Eels (Anguilla spp.),03411,"Fish, live"
030193,Carp,03411,"Fish, live"
030199,Other,03411,"Fish, live"
030211,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",03412,"Salmonidae, fresh/chilled (excluding livers & roes)"
030212,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",03412,"Salmonidae, fresh/chilled (excluding livers & roes)"
030219,Other,03412,"Salmonidae, fresh/chilled (excluding livers & roes)"
030221,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",03413,"Flat-fish, fresh/chilled (excluding livers & roes)"
030222,Plaice (Pleuronectes platessa),03413,"Flat-fish, fresh/chilled (excluding livers & roes)"
030223,Sole (Solea spp.),03413,"Flat-fish, fresh/chilled (excluding livers & roes)"
030229,Other,03413,"Flat-fish, fresh/chilled (excluding livers & roes)"
030231,Albacore or longfinned tunas (Thunnus alalunga),03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030232,Yellowfin tunas (Thunnus albacares),03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030233,Skipjack or stripebellied bonito,03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030234,Bigeye tunas (Thunnus obesus),03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030235,Bluefin tunas (Thunnus thynnus),03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030236,Southern bluefin tunas (Thunnus maccoyii),03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030239,Other,03414,"Tunas, skipjack/stripe-bellied bonito, fresh/chilled (excluding livers & roes)"
030240,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",03415,"Herrings, sardines, sardinella, brislings/sprats, fresh/chilled (excluding livers & roes)"
030250,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",03416,"Cod, fresh/chilled (excluding livers & roes)"
030261,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",03415,"Herrings, sardines, sardinella, brislings/sprats, fresh/chilled (excluding livers & roes)"
030262,Haddock (Melanogrammus aeglefinus),03418,"Other fish, fresh/chilled (excluding livers & roes)"
030263,Coalfish (Pollachius virens),03418,"Other fish, fresh/chilled (excluding livers & roes)"
030264,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",03417,"Mackerel (scombrids), fresh/chilled (excluding livers & roes)"
030265,Dogfish and other sharks,03418,"Other fish, fresh/chilled (excluding livers & roes)"
030266,Eels (Anguilla spp.),03418,"Other fish, fresh/chilled (excluding livers & roes)"
030269,Other,03418,"Other fish, fresh/chilled (excluding livers & roes)"
030270,Livers and roes,03419,"Fish livers & roes, fresh/chilled"
030311,Sockeye salmon (red salmon) (Oncorhynchus nerka),03421,"Salmonidae, frozen (excluding livers & roes)"
030319,Other,03421,"Salmonidae, frozen (excluding livers & roes)"
030321,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",03421,"Salmonidae, frozen (excluding livers & roes)"
030322,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),03421,"Salmonidae, frozen (excluding livers & roes)"
030329,Other,03421,"Salmonidae, frozen (excluding livers & roes)"
030331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",03422,"Flat-fish, frozen (excluding livers & roes)"
030332,Plaice (Pleuronectes platessa),03422,"Flat-fish, frozen (excluding livers & roes)"
030333,Sole (Solea spp.),03422,"Flat-fish, frozen (excluding livers & roes)"
030339,Other,03422,"Flat-fish, frozen (excluding livers & roes)"
030341,Albacore or longfinned tunas (Thunnus alalunga),03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030342,Yellowfin tunas (Thunnus albacares),03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030343,Skipjack or stripbellied bonito,03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030344,Bigeye tunas (Thunnus obesus),03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030345,Bluefin tunas (Thunnus thynnus),03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030346,Southern bluefin tunas (Thunnus maccoyii),03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030349,Other,03423,"Tunas, skipjack/stripe-bellied bonito, frozen (excluding livers & roes)"
030350,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",03424,"Herrings, sardines, sardinella, brislings/sprats, frozen (excluding livers & roes)"
030360,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",03425,"Cod, frozen (excluding livers & roes)"
030371,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",03424,"Herrings, sardines, sardinella, brislings/sprats, frozen (excluding livers & roes)"
030372,Haddock (Melanogrammus aeglefinus),03428,"Other fish, frozen (excluding livers & roes)"
030373,Coalfish (Pollachius virens),03428,"Other fish, frozen (excluding livers & roes)"
030374,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",03426,"Mackerel (scombrids), frozen (excluding livers & roes)"
030375,Dogfish and other sharks,03428,"Other fish, frozen (excluding livers & roes)"
030376,Eels (Anguilla spp.),03428,"Other fish, frozen (excluding livers & roes)"
030377,"Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",03428,"Other fish, frozen (excluding livers & roes)"
030378,"Hake (Merluccius spp., Urophycis spp.)",03427,"Hake, frozen (excluding livers & roes)"
030379,Other,03428,"Other fish, frozen (excluding livers & roes)"
030380,Livers and roes,03429,"Fish livers & roes, frozen"
030410,Fresh or chilled,03451,"Fish fillets & other fish meat, fresh/chilled"
030420,Frozen fillets,0344,"Fish fillets, frozen"
030490,Other,03455,"Fish meat (other than fillets), frozen"
030510,"Flours, meals and pellets of fish, fit for human consumption",0355,"Flours, meals & pellets of fish, fit for human consumption"
030520,"Livers and roes of fish, dried, smoked, salted or in brine",0354,"Fish liver & roes, dried, smoked, salted/in brine"
030530,"Fish fillets, dried, salted or in brine, but not smoked",03512,"Fish fillets, dried, salted/in brine, but not smoked"
030541,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",0353,"Fish (including fillets), smoked, whether/not cooked before/during the smoking process."
030542,"Herrings (Clupea harengus, Clupea pallasii)",0353,"Fish (including fillets), smoked, whether/not cooked before/during the smoking process."
030549,Other,0353,"Fish (including fillets), smoked, whether/not cooked before/during the smoking process."
030551,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",03511,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), not in fillets, dried, whether/not salted"
030559,Other,03513,"Fish (excluding fillets), dried, whether/not salted, but not smoked, n.e.s."
030561,"Herrings (Clupea harengus, Clupea pallasii)",03529,"Other fish, salted (but not dried/smoked)/in brine"
030562,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",03521,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), salted (but not dried/smoked) & fish in brine"
030563,Anchovies (Engraulis spp.),03522,"Anchovies, salted (but not dried/smoked)/in brine"
030569,Other,03529,"Other fish, salted (but not dried/smoked)/in brine"
030611,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",03619,"Other crustaceans, frozen, including flours, meals & pellets of crustaceans, fit for human consumption."
030612,Lobsters (Homarus spp.),03619,"Other crustaceans, frozen, including flours, meals & pellets of crustaceans, fit for human consumption."
030613,Shrimps and prawns,03611,"Shrimps & prawns, frozen"
030614,Crabs,03619,"Other crustaceans, frozen, including flours, meals & pellets of crustaceans, fit for human consumption."
030619,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",03619,"Other crustaceans, frozen, including flours, meals & pellets of crustaceans, fit for human consumption."
030621,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030622,Lobsters (Homarus spp.),0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030623,Shrimps and prawns,0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030624,Crabs,0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030629,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",0362,"Crustaceans, other than frozen, including flours, meals & pellets of crustaceans, fit for human consumption"
030710,Oysters,03631,"Oysters, fresh, chilled, frozen, dried, salted/in brine"
030721,"Live, fresh or chilled",03635,"Other molluscs & aquatic invertebrates, fresh/chilled"
030729,Other,03639,"Other molluscs & aquatic invertebrates, frozen, dried, salted/in brine, including flours, meals & pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030731,"Live, fresh or chilled",03635,"Other molluscs & aquatic invertebrates, fresh/chilled"
030739,Other,03639,"Other molluscs & aquatic invertebrates, frozen, dried, salted/in brine, including flours, meals & pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030741,"Live, fresh or chilled",03633,"Cuttlefish, octopus & squid, fresh/chilled"
030749,Other,03637,"Cuttlefish, octopus & squid, frozen, dried, salted/in brine; flours, meals & pellets thereof, fit for human consumption"
030751,"Live, fresh or chilled",03633,"Cuttlefish, octopus & squid, fresh/chilled"
030759,Other,03637,"Cuttlefish, octopus & squid, frozen, dried, salted/in brine; flours, meals & pellets thereof, fit for human consumption"
030760,"Snails, other than sea snails",01293,Snails (other than sea snails)
030791,"Live, fresh or chilled",03635,"Other molluscs & aquatic invertebrates, fresh/chilled"
030799,Other,03639,"Other molluscs & aquatic invertebrates, frozen, dried, salted/in brine, including flours, meals & pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
040110,"Of a fat content, by weight, not exceeding 1 %",02211,"Milk, not concentrated/sweetened, of a fat content, by weight, not > 1%"
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding     6 %",02212,"Milk & cream, not concentrated/sweetened, of a fat content, by weight, exceeding 1% but not > 6%"
040130,"Of a fat content, by weight, exceeding 6 %",02213,"Cream, not concentrated/sweetened, of a fat content, by weight, exceeding 6%"
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",02221,"Milk, concentrated/sweetened, in solid form, of a fat content, by weight, not > 1.5%"
040221,Not containing added sugar or other sweetening matter,02222,"Milk & cream, concentrated/sweetened, in solid form, of a fat content, by weight, exceeding 1.5%"
040229,Other,02222,"Milk & cream, concentrated/sweetened, in solid form, of a fat content, by weight, exceeding 1.5%"
040291,Not containing added sugar or other sweetening matter,02223,"Milk & cream, concentrated, not in solid form, not sweetened"
040299,Other,02224,"Milk & cream, concentrated, not in solid form, sweetened"
040310,Yogurt,02231,"Yogurt, whether/not concentrated/containing added sugar/other sweetening matter/flavoured/containing added fruit, nuts/cocoa"
040390,Other,02232,"Buttermilk, curdled milk & cream, kephir & other fermented/acidified milk/cream, whether/not concentrated/containing added sugar/other sweetening matter/flavoured/containing added fruit, nuts/cocoa"
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",02241,"Whey & modified whey, whether/not concentrated/containing added sugar/other sweetening matter"
040490,Other,02249,"Products consisting of natural milk constituents, n.e.s."
040510,Butter,0230,Butter & other fats & oils derived from milk
040520,Dairy spreads,0230,Butter & other fats & oils derived from milk
040590,Other,0230,Butter & other fats & oils derived from milk
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",02491,"Fresh cheese, including whey cheese, & curd"
040620,"Grated or powdered cheese, of all kinds",0241,"Grated/powdered cheese, of all kinds"
040630,"Processed cheese, not grated or powdered",0242,"Processed cheese, not grated/powdered"
040640,Blueveined cheese,0243,Blue-veined cheese
040690,Other cheese,02499,Other cheese
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",0251,"Birds' eggs, in shell, fresh, preserved/cooked"
040811,Dried,02521,"Birds' eggs, not in shell, & egg yolks, dried"
040819,Other,02522,"Birds' eggs, not in shell, & egg yolks, other than dried"
040891,Dried,02521,"Birds' eggs, not in shell, & egg yolks, dried"
040899,Other,02522,"Birds' eggs, not in shell, & egg yolks, other than dried"
040900,Natural honey.,0616,Natural honey
041000,"Edible products of animal origin, not elsewhere specified or included.",09892,"Edible products of animal origin, n.e.s."
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",29191,"Human hair, unworked, whether/not washed/scoured; waste of human hair"
050210,"Pigs', hogs' or boars' bristles and hair and waste thereof",29192,"PigsÆ, hogsÆ/boarsÆ bristles & hair; badger hair & other brush-making hair; waste of such bristles/hair"
050290,Other,29192,"PigsÆ, hogsÆ/boarsÆ bristles & hair; badger hair & other brush-making hair; waste of such bristles/hair"
050300,"Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material.",29199,"Animal products, n.e.s."
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",29193,"Guts, bladders & stomachs of animals (other than fish), whole & pieces thereof"
050510,Feathers of a kind used for stuffing; down,29195,"Skins & other parts of birds, with their feathers/down, feathers & parts of feathers (whether/not with trimmed edges) & down, not further worked than cleaned, disinfected/treated for preservation; powder & waste of feathers/parts of feathers"
050590,Other,29195,"Skins & other parts of birds, with their feathers/down, feathers & parts of feathers (whether/not with trimmed edges) & down, not further worked than cleaned, disinfected/treated for preservation; powder & waste of feathers/parts of feathers"
050610,Ossein and bones treated with acid,29111,"Bones (including bones of whales, of seals & of other airbreathing aquatic vertebrates) & horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid/degelatinized; powder & waste of these products"
050690,Other,29111,"Bones (including bones of whales, of seals & of other airbreathing aquatic vertebrates) & horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid/degelatinized; powder & waste of these products"
050710,Ivory; ivory powder and waste,29116,"Ivory, tortoiseshell, whalebone & whalebone hair, horns, antlers, hooves, nails, claws & beaks, unworked/simply prepared but not cut to shape; waste & powder of these products"
050790,Other,29116,"Ivory, tortoiseshell, whalebone & whalebone hair, horns, antlers, hooves, nails, claws & beaks, unworked/simply prepared but not cut to shape; waste & powder of these products"
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof.",29115,"Coral & similar materials, unworked/simply prepared but not othw. worked; shells & cuttle-bone, unworked/simply prepared but not cut to shape; powder & waste thereof"
050900,Natural sponges of animal origin.,29199,"Animal products, n.e.s."
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.",29198,"Ambergris, castoreum, civet & musk; cantharides; bile, whether/not dried; glands & other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen/othw. provisionally preserved"
051110,Bovine semen,29194,Bovine semen
051191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",29196,"Products of fish/crustaceans, molluscs/other aquatic invertebrates; dead animals of division 03, unfit for human consumption"
051199,Other,29199,"Animal products, n.e.s."
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",29261,"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, dormant, in growth/in flower; chicory plants & roots (other than roots of subgroup 054.8)"
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",29261,"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, dormant, in growth/in flower; chicory plants & roots (other than roots of subgroup 054.8)"
060210,Unrooted cuttings and slips,29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060230,"Rhododendrons and azaleas, grafted or not",29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060240,"Roses, grafted or not",29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060290,Other,29269,"Other live plants (including their roots), cuttings & slips; mushroom spawn"
060310,Fresh,29271,"Cut flowers & flower buds of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
060390,Other,29271,"Cut flowers & flower buds of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
060410,Mosses and lichens,29272,"Foliage, branches & other parts of plants, without flowers/flower buds, & grasses, mosses & lichens, being goods of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
060491,Fresh,29272,"Foliage, branches & other parts of plants, without flowers/flower buds, & grasses, mosses & lichens, being goods of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
060499,Other,29272,"Foliage, branches & other parts of plants, without flowers/flower buds, & grasses, mosses & lichens, being goods of a kind suitable for bouquets/for ornamental purposes, fresh, dried, dyed, bleached, impregnated/othw. prepared"
070110,Seed,0541,"Potatoes, fresh/chilled (not including sweet potatoes)"
070190,Other,0541,"Potatoes, fresh/chilled (not including sweet potatoes)"
070200,"Tomatoes, fresh or chilled.",0544,"Tomatoes, fresh/chilled"
070310,Onions and shallots,05451,"Onions & shallots, fresh/chilled"
070320,Garlic,05452,"Garlic, leeks & other alliaceous vegetables"
070390,Leeks and other alliaceous vegetables,05452,"Garlic, leeks & other alliaceous vegetables"
070410,Cauliflowers and headed broccoli,05453,"Cabbage & similar edible brassicas, fresh/chilled"
070420,Brussels sprouts,05453,"Cabbage & similar edible brassicas, fresh/chilled"
070490,Other,05453,"Cabbage & similar edible brassicas, fresh/chilled"
070511,Cabbage lettuce (head lettuce),05454,"Lettuce & chicory (including endive), fresh/chilled"
070519,Other,05454,"Lettuce & chicory (including endive), fresh/chilled"
070521,Witloof chicory (Cichorium intybus var. foliosum),05454,"Lettuce & chicory (including endive), fresh/chilled"
070529,Other,05454,"Lettuce & chicory (including endive), fresh/chilled"
070610,Carrots and turnips,05455,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes & similar edible roots, fresh/chilled"
070690,Other,05455,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes & similar edible roots, fresh/chilled"
070700,"Cucumbers and gherkins, fresh or chilled.",05456,"Cucumbers & gherkins, fresh/chilled"
070810,Peas (Pisum sativum),05457,"Leguminous vegetables, fresh/chilled"
070820,"Beans (Vigna spp., Phaseolus spp.)",05457,"Leguminous vegetables, fresh/chilled"
070890,Other leguminous vegetables,05457,"Leguminous vegetables, fresh/chilled"
070910,Globe artichokes,05459,"Other vegetables, fresh/chilled"
070920,Asparagus,05459,"Other vegetables, fresh/chilled"
070930,Aubergines (eggplants),05459,"Other vegetables, fresh/chilled"
070940,Celery other than celeriac,05459,"Other vegetables, fresh/chilled"
070951,Mushrooms of the genus Agaricus,05458,"Mushrooms & truffles, fresh/chilled"
070952,Truffles,05458,"Mushrooms & truffles, fresh/chilled"
070959,Other,05458,"Mushrooms & truffles, fresh/chilled"
070960,Fruits of the genus Capsicum or of the genus Pimenta,05459,"Other vegetables, fresh/chilled"
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",05459,"Other vegetables, fresh/chilled"
070990,Other,05459,"Other vegetables, fresh/chilled"
071010,Potatoes,05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071021,Peas (Pisum sativum),05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071022,"Beans (Vigna spp., Phaseolus spp.)",05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
071029,Other,05469,"Other vegetables & mixtures of vegetables (uncooked/cooked by steaming/boiling in water), frozen"
