HS 1988/92 Product Code,HS 1988/92 Product Description,SITC Revision 1 Product Code,SITC Revision 1 Product Description
010111,Live pure bred breeding horses,0015,"Horses, asses, mules and hinnies"
010119,"Live horses, other than for pure-bred breeding",0015,"Horses, asses, mules and hinnies"
010120,Live asses mules and hinnies,0015,"Horses, asses, mules and hinnies"
010210,Live pure-bred breeding bovine animals,0011,Bovine cattle including buffaloes
010290,"Live bovine animals, other than pure-bred breed",0011,Bovine cattle including buffaloes
010310,Live pure-bred breeding swine,0013,Swine
010391,Live swine weighing <50kg (excl. pure-bred bree,0013,Swine
010392,Live swine weighing >=50kg (excl. pure-bred bre,0013,Swine
010410,Live sheep,0012,"Sheep, lambs and goats"
010420,Live goats,0012,"Sheep, lambs and goats"
010511,"Live fowls of species Gallus domesticus, weighi",0014,"Poultry ,live"
010519,"Live ducks, geese, turkeys and guinea fowls, we",0014,"Poultry ,live"
010591,Live fowls of species Gallus domesticus (chicke,0014,"Poultry ,live"
010599,"Live ducks, geese, turkeys and guinea fowls, we",0014,"Poultry ,live"
010600,"Other live animals, nes",9410,"Animals, n.e.s."
020110,Fresh or chilled bovine carcasses and half carc,0111,"Meat of bovine animals, fresh, chilled or frozen"
020120,Fresh or chilled unboned bovine meat (excl. car,0111,"Meat of bovine animals, fresh, chilled or frozen"
020130,Fresh or chilled boneless bovine meat,0111,"Meat of bovine animals, fresh, chilled or frozen"
020210,Frozen bovine carcasses and half carcasses,0111,"Meat of bovine animals, fresh, chilled or frozen"
020220,Frozen unboned bovine meat (excl. carcasses),0111,"Meat of bovine animals, fresh, chilled or frozen"
020230,Frozen boneless bovine meat,0111,"Meat of bovine animals, fresh, chilled or frozen"
020311,Fresh or chilled swine carcasses and half carca,0113,"Meat of swine, fresh, chilled or frozen"
020312,"Fresh or chilled unboned hams, shoulders and cu",0113,"Meat of swine, fresh, chilled or frozen"
020319,"Fresh or chilled swine meat, nes (unboned)",0113,"Meat of swine, fresh, chilled or frozen"
020321,Frozen swine carcasses and half carcasses,0113,"Meat of swine, fresh, chilled or frozen"
020322,"Frozen unboned hams, shoulders and cuts thereof",0113,"Meat of swine, fresh, chilled or frozen"
020329,"Frozen swine meat, nes",0113,"Meat of swine, fresh, chilled or frozen"
020410,Fresh or chilled lamb carcasses and half carcas,0112,"Meat of sheep & goats, fresh, chilled or frozen"
020421,Fresh or chilled sheep carcasses and half carca,0112,"Meat of sheep & goats, fresh, chilled or frozen"
020422,Fresh or chilled unboned meat of sheep,0112,"Meat of sheep & goats, fresh, chilled or frozen"
020423,Fresh or chilled boneless meat of sheep,0112,"Meat of sheep & goats, fresh, chilled or frozen"
020430,Frozen lamb carcasses and half carcasses,0112,"Meat of sheep & goats, fresh, chilled or frozen"
020441,Frozen sheep carcasses and half carcasses (excl,0112,"Meat of sheep & goats, fresh, chilled or frozen"
020442,Frozen unboned meat of sheep,0112,"Meat of sheep & goats, fresh, chilled or frozen"
020443,Frozen boned meat of sheep,0112,"Meat of sheep & goats, fresh, chilled or frozen"
020450,"Fresh, chilled or frozen goat meat",0112,"Meat of sheep & goats, fresh, chilled or frozen"
020500,"Meat of horses, asses, mules or hinnies, fresh,",0115,"Meat of horses, asses, mules & hinnies, fr.ch.fro."
020610,Fresh or chilled edible bovine offal,0116,"Edible offals of animals, fresh, chilled, frozen"
020621,Frozen bovine tongues,0116,"Edible offals of animals, fresh, chilled, frozen"
020622,Frozen bovine livers,0116,"Edible offals of animals, fresh, chilled, frozen"
020629,Frozen edible bovine offal (excl. tongues and l,0116,"Edible offals of animals, fresh, chilled, frozen"
020630,Fresh or chilled edible swine offal,0116,"Edible offals of animals, fresh, chilled, frozen"
020641,Frozen swine livers,0116,"Edible offals of animals, fresh, chilled, frozen"
020649,Frozen edible swine offal (excl. livers),0116,"Edible offals of animals, fresh, chilled, frozen"
020680,"Fresh or chilled edible offal of sheep, goats,",0116,"Edible offals of animals, fresh, chilled, frozen"
020690,"Frozen edible offal of sheep, goats, horses...",0116,"Edible offals of animals, fresh, chilled, frozen"
020710,Fresh or chilled whole poultry,0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020721,Frozen whole chickens,0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020722,Frozen whole turkeys,0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020723,"Frozen whole ducks, geese and guinea fowls",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020731,Fresh or chilled fatty livers of geese or ducks,01181,"Poultry liver, fresh, chilled, frozen salted"
020739,Fresh or chilled poultry cuts and offal (excl.,0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020741,Frozen cuts and offal of chicken (excl. livers),0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020742,Frozen cuts and offal of turkey (excl. livers),0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020743,"Frozen cuts and offal of geese, ducks and guine",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020750,Frozen poultry livers,01181,"Poultry liver, fresh, chilled, frozen salted"
020810,"Fresh, chilled or frozen meat and edible offal",01189,"Meat & edible offals, n.e.s."
020820,"Fresh, chilled or frozen frogs' legs",01189,"Meat & edible offals, n.e.s."
020890,"Fresh, chilled or frozen meat and edible offal,",01189,"Meat & edible offals, n.e.s."
020900,"Pig and poultry fat, fresh, chilled, frozen, sa",41131,"Pig and poultry fat, unrendered"
021011,"Unboned swine hams, shoulders and cuts thereof,",0121,"Bacon, ham & other dried, salted, smoked pig meat"
021012,"Bellies and cuts thereof of swine, salted... or",0121,"Bacon, ham & other dried, salted, smoked pig meat"
021019,"Meat of swine, salted... or smoked, nes",0121,"Bacon, ham & other dried, salted, smoked pig meat"
021020,"Meat of bovine animals, salted... or smoked",0129,"Meat & edible offals, n.e.s. Dried, salted, smoked"
021090,"Other meat, nes, salted... or smoked; flours an",0138,Other prepared or preserved meat
030110,Live ornamental fish,0311,"Fish, fresh, chilled or frozen"
030191,Live trout,0311,"Fish, fresh, chilled or frozen"
030192,Live eels,0311,"Fish, fresh, chilled or frozen"
030193,Live carp,0311,"Fish, fresh, chilled or frozen"
030199,Other live fish,0311,"Fish, fresh, chilled or frozen"
030211,Fresh or chilled trout,0311,"Fish, fresh, chilled or frozen"
030212,"Fresh or chilled Pacific, Atlantic and Danube s",0311,"Fish, fresh, chilled or frozen"
030219,Fresh or chilled salmonidae (excl. 0302.11 and,0311,"Fish, fresh, chilled or frozen"
030221,Fresh or chilled halibut,0311,"Fish, fresh, chilled or frozen"
030222,Fresh or chilled plaice,0311,"Fish, fresh, chilled or frozen"
030223,Fresh or chilled sole,0311,"Fish, fresh, chilled or frozen"
030229,"Fresh or chilled flat fish (excl. halibut, plai",0311,"Fish, fresh, chilled or frozen"
030231,Fresh or chilled albacore or longfinned tunas,0311,"Fish, fresh, chilled or frozen"
030232,Fresh or chilled yellowfin tunas,0311,"Fish, fresh, chilled or frozen"
030233,Fresh or chilled skipjack or stripe-bellied bon,0311,"Fish, fresh, chilled or frozen"
030239,"Fresh or chilled tunas, nes",0311,"Fish, fresh, chilled or frozen"
030240,Fresh or chilled herrings (excl. livers and roe,0311,"Fish, fresh, chilled or frozen"
030250,Fresh or chilled cod (excl. livers and roes),0311,"Fish, fresh, chilled or frozen"
030261,"Fresh or chilled sardines, brisling or sparts",0311,"Fish, fresh, chilled or frozen"
030262,Fresh or chilled haddock,0311,"Fish, fresh, chilled or frozen"
030263,Fresh or chilled coalfish,0311,"Fish, fresh, chilled or frozen"
030264,Fresh or chilled mackerel,0311,"Fish, fresh, chilled or frozen"
030265,Fresh or chilled dogfish and other sharks,0311,"Fish, fresh, chilled or frozen"
030266,Fresh or chilled eels,0311,"Fish, fresh, chilled or frozen"
030269,"Fresh or chilled fish, nes",0311,"Fish, fresh, chilled or frozen"
030270,Fresh or chilled fish livers and roes,0311,"Fish, fresh, chilled or frozen"
030310,Frozen Pacific salmon,0311,"Fish, fresh, chilled or frozen"
030321,Frozen trout,0311,"Fish, fresh, chilled or frozen"
030322,Frozen Atlantic and Danube salmon,0311,"Fish, fresh, chilled or frozen"
030329,"Frozen salmonidae (excl. Pacific, Atlantic, Dan",0311,"Fish, fresh, chilled or frozen"
030331,Frozen halibut,0311,"Fish, fresh, chilled or frozen"
030332,Frozen plaice,0311,"Fish, fresh, chilled or frozen"
030333,Frozen sole,0311,"Fish, fresh, chilled or frozen"
030339,"Frozen flat fish (excl. halibut, plaice and sol",0311,"Fish, fresh, chilled or frozen"
030341,Frozen albacore or longfinned tunas,0311,"Fish, fresh, chilled or frozen"
030342,Frozen yellowfin tunas,0311,"Fish, fresh, chilled or frozen"
030343,Frozen skipjack or stripe-bellied bonito,0311,"Fish, fresh, chilled or frozen"
030349,"Frozen tunas, nes",0311,"Fish, fresh, chilled or frozen"
030350,Frozen herrings (excl. livers and roes),0311,"Fish, fresh, chilled or frozen"
030360,Frozen cod (excl. livers and roes),0311,"Fish, fresh, chilled or frozen"
030371,"Frozen sardines, brisling or sprats",0311,"Fish, fresh, chilled or frozen"
030372,Frozen haddock,0311,"Fish, fresh, chilled or frozen"
030373,Frozen coalfish,0311,"Fish, fresh, chilled or frozen"
030374,Frozen mackerel,0311,"Fish, fresh, chilled or frozen"
030375,Frozen dogfish and sharks,0311,"Fish, fresh, chilled or frozen"
030376,Frozen eels,0311,"Fish, fresh, chilled or frozen"
030377,Frozen sea-bass,0311,"Fish, fresh, chilled or frozen"
030378,Frozen hake,0311,"Fish, fresh, chilled or frozen"
030379,"Frozen fish, nes",0311,"Fish, fresh, chilled or frozen"
030380,Frozen fish livers and roes,0311,"Fish, fresh, chilled or frozen"
030410,Fresh or chilled fish fillets,0311,"Fish, fresh, chilled or frozen"
030420,Frozen fish fillets,0311,"Fish, fresh, chilled or frozen"
030490,Frozen fish meat (excl. fillets),0311,"Fish, fresh, chilled or frozen"
030510,"Flours, meals and pellets of fish, fit for huma",0312,"Fish, salted, dried or smoked"
030520,"Livers and roes, dried, smoked, salted or in br",0312,"Fish, salted, dried or smoked"
030530,"Fish fillets, dried, salted or in brine, but no",0312,"Fish, salted, dried or smoked"
030541,"Smoked Pacific, Atlantic and Danube salmon (inc",0312,"Fish, salted, dried or smoked"
030542,Smoked herrings (incl. fillets),0312,"Fish, salted, dried or smoked"
030549,Smoked fish (excl. salmon and herrings),0312,"Fish, salted, dried or smoked"
030551,"Dried cod, not smoked",0312,"Fish, salted, dried or smoked"
030559,"Dried fish, not smoked (excl. cod)",0312,"Fish, salted, dried or smoked"
030561,Herrings salted or in brine but not dried or sm,0312,"Fish, salted, dried or smoked"
030562,Cod salted or in brine but not dried or smoked,0312,"Fish, salted, dried or smoked"
030563,Anchovies salted or in brine but not dried or s,0312,"Fish, salted, dried or smoked"
030569,Other fish salted or in brine but not dried or,0312,"Fish, salted, dried or smoked"
030611,Frozen rock lobster and other sea crawfish,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030612,Frozen lobsters,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030613,Frozen shrimps and prawns,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030614,Frozen crabs,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030619,"Frozen crustaceans,nes,including flours,meals &",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030621,Rock lobster and other sea crawfish (excl. froz,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030622,Lobsters (excl.frozen),0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030623,Shrimps and prawns (excl. frozen),0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030624,Crabs (excl.frozen),0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030629,"Crustaceans not frozen,nes,includ.flours,meals,",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030710,Oysters,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030721,"Scallops, live, fresh or chilled",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030729,"Scallops (excl. live, fresh or chilled)",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030731,"Mussels, live, fresh or chilled",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030739,"Mussels (excl. live, fresh or chilled)",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030741,"Cuttle fish and squid, live, fresh or chilled",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030749,"Cuttle fish and squid (excl. live, fresh or chi",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030751,"Octopus live, fresh or chilled",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030759,"Octopus (excl. live, fresh or chilled)",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030760,Snails other than sea snails,01189,"Meat & edible offals, n.e.s."
030791,"Aquatic invertebrates, nes, live, fresh or chil",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030799,"Aquatic invertebrates,nes,includ.flours,meals,p",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
040110,"Milk and cream of =<1% fat, not concentrated or",0223,Milk & cream fresh
040120,"Milk and cream of >1% but =<6% fat, not concent",0223,Milk & cream fresh
040130,"Milk and cream of >6% fat, not concentrated or",0223,Milk & cream fresh
040210,Milk and cream in solid forms of =<1.5% fat,0222,"Milk & cream in solid form, blocks or powder"
040221,"Milk and cream in solid forms of >1.5% fat, uns",0222,"Milk & cream in solid form, blocks or powder"
040229,"Milk and cream in solid forms of >1.5% fat, swe",0222,"Milk & cream in solid form, blocks or powder"
040291,"Concentrated milk and cream, unsweetened (excl.",0221,Milk & cream evaporated or condensed
040299,Sweetened milk and cream (excl. in solid form),0221,Milk & cream evaporated or condensed
040310,Yogurt,0223,Milk & cream fresh
040390,"Buttermilk, curdled milk and cream, etc (excl.",0223,Milk & cream fresh
040410,"Whey & modified whey, concentrated or not, or c",0221,Milk & cream evaporated or condensed
040490,Products consisting of natural milk constituent,0221,Milk & cream evaporated or condensed
040500,Butter and other fats and oils derived from mil,0230,Butter
040610,"Fresh (unripened or uncured) cheese, including",0240,Cheese and curd
040620,Grated or powdered cheese,0240,Cheese and curd
040630,"Processed cheese, not grated or powdered",0240,Cheese and curd
040640,Blue-veined cheese,0240,Cheese and curd
040690,"Cheese, nes",0240,Cheese and curd
040700,"Birds' eggs, in shell, fresh, preserved or cook",0250,Eggs
040811,Dried egg yolks,0250,Eggs
040819,Egg yolks (excl. dried),0250,Eggs
040891,"Dried birds' eggs, not in shell",0250,Eggs
040899,"Birds' eggs, not in shell (excl. dried)",0250,Eggs
040900,Natural honey,0616,Natural honey
041000,"Edible products of animal origin, nes",0250,Eggs
050100,"Human hair and waste, unworked",29191,"Human hair, unworked; waste of human hair"
050210,"Pigs', hogs', or boars' bristles or hair",29192,Bristles and brush making hair & their wastes
050290,Badger and other brush making hair,29192,Bristles and brush making hair & their wastes
050300,Horsehair and waste,26251,"Horsehair & other coarse hair, not carded/combed"
050400,"Guts, bladders and stomachs of animals (excl. f",29193,"Guts, bladders & stomachs of animals(non fish)"
050510,Raw feathers for stuffing; down,29196,"Birds"" feathers, etc."
050590,Skins and parts of birds (excl. feathers for st,29196,"Birds"" feathers, etc."
050610,Ossein and bones treated with acid,29111,Bones and horn cores and their wastes
050690,Bones and horn-cores (excl. ossein...),29111,Bones and horn cores and their wastes
050710,"Ivory, its powder and waste, unworked",29112,"Horn, antlers, whalebone, etc. and their wastes"
050790,"Tortoise-shell, whalebone and whalebone-hair, e",29112,"Horn, antlers, whalebone, etc. and their wastes"
050800,"Coral; shells of molluscs, crustaceans, unworke",29115,Coral and shells and their wastes
050900,Natural sponges of animal origin,29197,Natural sponges
051000,"Ambergris, castoreum, civet and musk; cantharid",29198,"Ambergris, civet, musk, etc."
051110,Bovine semen,29199,"Other materials of animal origin, n.e.s."
051191,"Products of fish, etc; dead animals of Chapter",29194,Fish waste
051199,"Animal products, nes; dead animals of Chapter 1",29199,"Other materials of animal origin, n.e.s."
060110,"Dormant bulbs, tubers... rhizomes",29261,"Bulbs, tubers, corms, crowns and rhizomes"
060120,"Bulbs, tubers... rhizomes in growth or flower;",29261,"Bulbs, tubers, corms, crowns and rhizomes"
060210,Unrooted cuttings and slips,29269,"Live plants, n.e.s."
060220,"Trees,shrubs,bushes,grafted or not,of kinds whi",29269,"Live plants, n.e.s."
060230,Rhododendrons and azaleas,29269,"Live plants, n.e.s."
060240,Roses,29269,"Live plants, n.e.s."
060291,Mushroom spawn,29269,"Live plants, n.e.s."
060299,"Other live plants, nes",29269,"Live plants, n.e.s."
060310,Fresh cut flowers and buds,29271,Cut flowers and buds for ornamental purposes
060390,"Dried, dyed, bleached or otherwise prepared cut",29271,Cut flowers and buds for ornamental purposes
060410,"Moses and lichens for ornamental purposes, fres",29272,"Foliage, branches, etc. for ornamental purposes"
060491,"Fresh parts of plants, without flowers or buds,",29272,"Foliage, branches, etc. for ornamental purposes"
060499,"Parts of plants, without flowers or buds, for o",29272,"Foliage, branches, etc. for ornamental purposes"
070110,Seed potatoes,0541,"Potatoes, fresh, not including sweet potatoes"
070190,"Other potatoes, fresh or chilled",0541,"Potatoes, fresh, not including sweet potatoes"
070200,"Tomatoes, fresh or chilled",0544,"Tomatoes, fresh"
070310,"Onions and shallots, fresh or chilled",0545,Other fresh vegetables
070320,"Garlic, fresh or chilled",0545,Other fresh vegetables
070390,"Leeks and other alliaceous vegetables, nes",0545,Other fresh vegetables
070410,"Cauliflowers and headed broccoli, fresh or chil",0545,Other fresh vegetables
070420,"Brussels sprouts, fresh or chilled",0545,Other fresh vegetables
070490,"White and red cabbages, kohlrabi, kale...etc, f",0545,Other fresh vegetables
070511,"Cabbage lettuce, fresh or chilled",0545,Other fresh vegetables
070519,"Lettuce, fresh or chilled, (excl. cabbage lettu",0545,Other fresh vegetables
070521,"Witloof chicory, fresh or chilled",0545,Other fresh vegetables
070529,"Chicory, fresh or chilled, (excl. witloof)",0545,Other fresh vegetables
070610,"Carrots and turnips, fresh or chilled",0545,Other fresh vegetables
070690,Beetroot...radishes and other similar edible ro,0545,Other fresh vegetables
070700,"Cucumbers and gherkins, fresh or chilled",0545,Other fresh vegetables
070810,"Peas, fresh or chilled",0545,Other fresh vegetables
070820,"Beans, fresh or chilled",0545,Other fresh vegetables
070890,"Leguminous vegetables, fresh or chilled, nes",0545,Other fresh vegetables
070910,"Globe artichokes, fresh or chilled",0545,Other fresh vegetables
070920,"Asparagus, fresh or chilled",0545,Other fresh vegetables
070930,"Aubergines, fresh or chilled",0545,Other fresh vegetables
070940,"Celery, fresh or chilled",0545,Other fresh vegetables
070951,"Mushrooms, fresh or chilled",0545,Other fresh vegetables
070952,"Truffles, fresh or chilled",0545,Other fresh vegetables
070960,"Fruits of genus Capiscum or Pimenta, fresh or c",0545,Other fresh vegetables
070970,"Spinach, fresh or chilled",0545,Other fresh vegetables
070990,"Other vegetables, fresh or chilled, nes",0545,Other fresh vegetables
071010,"Potatoes, frozen",05461,"Vegetables, frozen"
071021,"Shelled or unshelled peas, frozen",05461,"Vegetables, frozen"
071022,"Shelled or unshelled beans, frozen",05461,"Vegetables, frozen"
071029,"Leguminous vegetables, shelled or unshelled, fr",05461,"Vegetables, frozen"
071030,"Spinach, frozen",05461,"Vegetables, frozen"
071040,"Sweet corn, frozen",09909,Other miscellaneous food preparations
071080,"Vegetables, frozen, nes",05461,"Vegetables, frozen"
071090,"Mixtures of vegetables, frozen",05461,"Vegetables, frozen"
071110,"Onions provisionally preserved, not for immedia",05462,Vegetables in temporary preservative
071120,"Olives provisionally preserved, not for immedia",05462,Vegetables in temporary preservative
071130,"Capers provisionally preserved, not for immedia",05462,Vegetables in temporary preservative
071140,Cucumbers and gherkins provisionally preserved,05462,Vegetables in temporary preservative
071190,Other vegetables and  mixture of vegetables pro,05462,Vegetables in temporary preservative
071210,Dried potatoes,0551,"Vegetables, dehydrated excl. leguminous vegetable."
071220,Dried onions,0551,"Vegetables, dehydrated excl. leguminous vegetable."
071230,Dried mushrooms and truffles,0551,"Vegetables, dehydrated excl. leguminous vegetable."
071290,"Dried vegetables, nes",0551,"Vegetables, dehydrated excl. leguminous vegetable."
071310,"Dried peas, shelled",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071320,"Dried chickpeas, shelled",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071331,"Dried beans, shelled",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071332,"Dried adzuki beans, shelled",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071333,"Dried kidney beans, incl. white pea beans, shel",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071339,"Dried beans, shelled, nes",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071340,"Dried lentils, shelled",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071350,"Dried broad beans and horse beans, shelled",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071390,"Dried leguminous vegetables, shelled, nes",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071410,"Manioc, fresh or dried",05481,"Roots & tubers, fresh or dried, sago pith"
071420,"Sweet potatoes, fresh or dried",05481,"Roots & tubers, fresh or dried, sago pith"
071490,"Roots and tubers with high starch content, fres",05481,"Roots & tubers, fresh or dried, sago pith"
080110,"Coconuts, fresh or dried",05171,"Coconuts, brazil cashew nuts, fresh/dried"
080120,"Brazil nuts, fresh or dried",05171,"Coconuts, brazil cashew nuts, fresh/dried"
080130,"Cashew nuts, fresh or dried",05171,"Coconuts, brazil cashew nuts, fresh/dried"
080211,"Almonds in shell, fresh or dried",05172,"Other edible nuts, fresh or dried"
080212,"Almonds without shells, fresh or dried",05172,"Other edible nuts, fresh or dried"
080221,"Hazlenuts in shell, fresh or dried",05172,"Other edible nuts, fresh or dried"
080222,"Hazlenuts without shells, fresh or dried",05172,"Other edible nuts, fresh or dried"
080231,"Walnuts in shell, fresh or dried",05172,"Other edible nuts, fresh or dried"
080232,"Walnuts without shells, fresh or dried",05172,"Other edible nuts, fresh or dried"
080240,"Chestnuts, fresh or dried",05172,"Other edible nuts, fresh or dried"
080250,"Pistachio, fresh or dried",05172,"Other edible nuts, fresh or dried"
080290,"Other nuts, fresh or dried, nes",05172,"Other edible nuts, fresh or dried"
080300,"Bananas, including plantains, fresh or dried",0513,"Bananas including plantains ,fresh"
080410,"Dates, fresh or dried",05201,"Tropical fruit, dried"
080420,"Figs, fresh or dried",05202,"Figs, dried"
080430,"Pineapples, fresh or dried",05195,"Tropical fruit other than bananas, fresh"
080440,"Avocados, fresh or dried",05195,"Tropical fruit other than bananas, fresh"
080450,"Guavas, mangoes and mangosteens, fresh or dried",05195,"Tropical fruit other than bananas, fresh"
080510,"Oranges, fresh or dried",0511,"Oranges, tangerines and clementines"
080520,"Mandarins, clementines, wilkings...etc, fresh o",0511,"Oranges, tangerines and clementines"
080530,"Lemons and limes, fresh or dried",0512,Other citrus fruit
080540,"Grapefruit, fresh or dried",0512,Other citrus fruit
080590,"Citrus fruit, fresh or dried, nes",0512,Other citrus fruit
080610,Fresh grapes,0515,"Grapes, fresh"
080620,Dried grapes,05203,"Grapes, dried (raisins)"
080710,"Melons and watermelons, fresh",05199,Other fresh fruit
080720,"Papaws (papayas), fresh",05199,Other fresh fruit
080810,"Apples, fresh",0514,"Apples, fresh"
080820,"Pears and quinces, fresh",05192,"Pears & quinces, fresh"
080910,"Apricots, fresh",05193,"Stone fruit, fresh"
080920,"Cherries, fresh",05193,"Stone fruit, fresh"
080930,"Peaches, including nectarines, fresh",05193,"Stone fruit, fresh"
080940,"Plums and sloes, fresh",05193,"Stone fruit, fresh"
081010,"Strawberries, fresh",05194,"Berries, fresh"
081020,"Raspberries, blackberries, mulberries and logan",05194,"Berries, fresh"
081030,"Black, white or red currants and gooseberries,",05194,"Berries, fresh"
081040,"Cranberries, milberries...etc, fresh",05194,"Berries, fresh"
081090,"Other fruit, fresh, nes",05199,Other fresh fruit
081110,"Strawberries, frozen",05361,"Fruit pres. By freezing, not cont. Added sugar"
081120,"Raspberries, blackberries...etc, frozen",05361,"Fruit pres. By freezing, not cont. Added sugar"
081190,"Other fruit and nuts, frozen, nes",05361,"Fruit pres. By freezing, not cont. Added sugar"
081210,"Cherries, provisionally preserved, not for imme",05363,Fruit in temporary preservative
081220,"Strawberries, provisionally preserved, not for",05363,Fruit in temporary preservative
081290,"Fruit and nuts, provisionally preserved, not fo",05363,Fruit in temporary preservative
081310,Dried apricots,05209,Other dried fruit
081320,Dried prunes,05209,Other dried fruit
081330,Dried apples,05209,Other dried fruit
081340,"Other dried fruit, nes",05209,Other dried fruit
081350,"Mixtures of dried fruit and nuts, nes",05209,Other dried fruit
081400,"Peel of citrus fruit or melons, fresh, frozen,",05364,Peel of melons & citrus fruit not pres by sugar
090111,"Coffee, not roasted or decaffeinated",0711,"Coffee, green or roasted"
090112,"Decaffeinated coffee, not roasted",0711,"Coffee, green or roasted"
090121,"Roasted coffee, not decaffeinated",0711,"Coffee, green or roasted"
090122,"Roasted, decaffeinated coffee",0711,"Coffee, green or roasted"
090130,Coffee husks and skins,0711,"Coffee, green or roasted"
090140,Coffee substitutes containing coffee,0711,"Coffee, green or roasted"
090210,Green tea in immediate packings,0741,Tea
090220,"Green tea, nes",0741,Tea
090230,Black tea (fermented) and partly fermented tea,0741,Tea
090240,"Black tea (fermented) and partly fermented tea,",0741,Tea
090300,Mate,0742,Mate
090411,Dried pepper (excl. crushed or ground),0751,"Pepper & pimento, whether or not ground"
090412,"Pepper, crushed or ground",0751,"Pepper & pimento, whether or not ground"
090420,"Fruits of genus Capiscum or Pimenta, dried, cru",0751,"Pepper & pimento, whether or not ground"
090500,Vanilla,07521,Vanilla
090610,"Cinnamon and cinnamon-tree flowers, neither cru",07522,Cinnamon & cinnamon tree flowers
090620,"Cinnamon and cinnamon-tree flowers, crushed or",07522,Cinnamon & cinnamon tree flowers
090700,"Cloves (whole fruit, cloves and stems)",07523,"Cloves (whole fruit, cloves & stems)"
090810,Nutmeg,07524,"Nutmeg, mace & cardamoms"
090820,Mace,07524,"Nutmeg, mace & cardamoms"
090830,Cardamoms,07524,"Nutmeg, mace & cardamoms"
090910,Seeds of anise or badian,07525,"Seeds of anise, badian, fennel, coriander, cumin et"
090920,Seeds of coriander,07525,"Seeds of anise, badian, fennel, coriander, cumin et"
090930,Seeds of cumin,07525,"Seeds of anise, badian, fennel, coriander, cumin et"
090940,Seeds of caraway,07525,"Seeds of anise, badian, fennel, coriander, cumin et"
090950,Seeds of fennel; juniper berries,07525,"Seeds of anise, badian, fennel, coriander, cumin et"
091010,Ginger,07529,"Thyme, saffron, bay leaves & other spices"
091020,Saffron,07529,"Thyme, saffron, bay leaves & other spices"
091030,Turmeric (curcuma),07529,"Thyme, saffron, bay leaves & other spices"
091040,"Thyme, bay leaves",07529,"Thyme, saffron, bay leaves & other spices"
091050,Curry,07529,"Thyme, saffron, bay leaves & other spices"
091091,Spice mixtures,07529,"Thyme, saffron, bay leaves & other spices"
091099,"Other spices, nes",07529,"Thyme, saffron, bay leaves & other spices"
100110,Durum wheat,0410,"Wheat and meslin, unmilled"
100190,"Spelt, common wheat and meslin",0410,"Wheat and meslin, unmilled"
100200,Rye,0451,"Rye, unmilled"
100300,Barley,0430,"Barley, unmilled"
100400,Oats,0452,"Oats, unmilled"
100510,Maize seed,0440,"Maize (corn), unmilled"
100590,Maize (excl. seed),0440,"Maize (corn), unmilled"
100610,Rice in the husk (paddy or rough),0421,"Rice in the husk or not, not further prepared"
100620,Husked (brown) rice,0421,"Rice in the husk or not, not further prepared"
100630,Semi-milled or wholly milled rice,0422,"Rice, glazed or polished, not further prepared"
100640,Broken rice,0422,"Rice, glazed or polished, not further prepared"
100700,Grain sorghum,0459,"Cereals, unmilled, n.e.s"
