"ISIC REV. 3 - SITC REV. 3",,
"Source","Target"
"2519","629.19"
"2519","629.2"
"2519","629.21"
"2519","629.29"
"2519","629.91"
"2519","629.92"
"2519","629.99"
"2519","657.33"
"2519","848.22"
"2519","848.29"
"2520","581.1"
"2520","581.2"
"2520","581.3"
"2520","581.4"
"2520","581.5"
"2520","581.6"
"2520","581.7"
"2520","582.11"
"2520","582.19"
"2520","582.21"
"2520","582.22"
"2520","582.23"
"2520","582.24"
"2520","582.25"
"2520","582.26"
"2520","582.27"
"2520","582.28"
"2520","582.29"
"2520","582.91"
"2520","582.99"
"2520","583.1"
"2520","583.2"
"2520","583.9"
"2520","773.28"
"2520","813.92"
"2520","848.21"
"2520","848.44"
"2520","848.45"
"2520","893.11"
"2520","893.19"
"2520","893.21"
"2520","893.29"
"2520","893.31"
"2520","893.32"
"2520","893.94"
"2520","893.95"
"2520","893.99"
"2610","651.95"
"2610","654.6"
"2610","664.11"
"2610","664.12"
"2610","664.31"
"2610","664.39"
"2610","664.41"
"2610","664.42"
"2610","664.51"
"2610","664.52"
"2610","664.53"
"2610","664.71"
"2610","664.72"
"2610","664.81"
"2610","664.89"
"2610","664.91"
"2610","664.92"
"2610","664.93"
"2610","664.94"
"2610","664.95"
"2610","664.96"
"2610","665.11"
"2610","665.12"
"2610","665.21"
"2610","665.22"
"2610","665.23"
"2610","665.29"
"2610","665.91"
"2610","665.92"
"2610","665.93"
"2610","665.94"
"2610","665.95"
"2610","665.99"
"2610","773.22"
"2610","813.91"
"2691","663.91"
"2691","663.99"
"2691","666.11"
"2691","666.12"
"2691","666.13"
"2691","666.21"
"2691","666.29"
"2691","773.23"
"2691","773.26"
"2691","812.21"
"2691","812.29"
"2692","662.31"
"2692","662.32"
"2692","662.33"
"2692","663.38"
"2692","663.7"
"2693","662.41"
"2693","662.42"
"2693","662.43"
"2693","662.44"
"2693","662.45"
"2694","273.24"
"2694","661.11"
"2694","661.12"
"2694","661.13"
"2694","661.21"
"2694","661.22"
"2694","661.23"
"2694","661.29"
"2695","598.98"
"2695","661.82"
"2695","661.83"
"2695","663.31"
"2695","663.32"
"2695","663.33"
"2695","663.34"
"2696","661.31"
"2696","661.32"
"2696","661.33"
"2696","661.34"
"2696","661.35"
"2696","661.36"
"2696","661.39"
"2699","335.43"
"2699","522.67"
"2699","598.61"
"2699","661.81"
"2699","663.11"
"2699","663.12"
"2699","663.13"
"2699","663.21"
"2699","663.22"
"2699","663.29"
"2699","663.35"
"2699","663.36"
"2699","663.37"
"2699","663.39"
"2699","663.51"
"2699","663.52"
"2699","663.53"
"2699","663.81"
"2699","663.82"
"2710","671.21"
"2710","671.22"
"2710","671.23"
"2710","671.31"
"2710","671.32"
"2710","671.33"
"2710","671.41"
"2710","671.49"
"2710","671.51"
"2710","671.52"
"2710","671.53"
"2710","671.54"
"2710","671.55"
"2710","671.59"
"2710","672.41"
"2710","672.45"
"2710","672.47"
"2710","672.49"
"2710","672.61"
"2710","672.62"
"2710","672.69"
"2710","672.7"
"2710","672.81"
"2710","672.82"
"2710","673"
"2710","673.11"
"2710","673.12"
"2710","673.13"
"2710","673.14"
"2710","673.15"
"2710","673.16"
"2710","673.17"
"2710","673.19"
"2710","673.21"
"2710","673.22"
"2710","673.23"
"2710","673.24"
"2710","673.25"
"2710","673.26"
"2710","673.27"
"2710","673.29"
"2710","673.31"
"2710","673.32"
"2710","673.33"
"2710","673.34"
"2710","673.35"
"2710","673.36"
"2710","673.37"
"2710","673.38"
"2710","673.39"
"2710","673.41"
"2710","673.42"
"2710","673.43"
"2710","673.44"
"2710","673.45"
"2710","673.46"
"2710","673.47"
"2710","673.48"
"2710","673.49"
"2710","673.51"
"2710","673.52"
"2710","673.53"
"2710","674.11"
"2710","674.12"
"2710","674.13"
"2710","674.14"
"2710","674.21"
"2710","674.22"
"2710","674.31"
"2710","674.32"
"2710","674.41"
"2710","674.42"
"2710","674.43"
"2710","674.44"
"2710","674.51"
"2710","674.52"
"2710","675.11"
"2710","675.12"
"2710","675.21"
"2710","675.22"
"2710","675.31"
"2710","675.32"
"2710","675.33"
"2710","675.34"
"2710","675.35"
"2710","675.36"
"2710","675.37"
"2710","675.38"
"2710","675.41"
"2710","675.42"
"2710","675.43"
"2710","675.51"
"2710","675.52"
"2710","675.53"
"2710","675.54"
"2710","675.55"
"2710","675.56"
"2710","675.61"
"2710","675.62"
"2710","675.71"
"2710","675.72"
"2710","675.73"
"2710","675.74"
"2710","676"
"2710","676.1"
"2710","676.11"
"2710","676.12"
"2710","676.13"
"2710","676.14"
"2710","676.15"
"2710","676.17"
"2710","676.19"
"2710","676.2"
"2710","676.21"
"2710","676.22"
"2710","676.23"
"2710","676.24"
"2710","676.25"
"2710","676.29"
"2710","676.31"
"2710","676.32"
"2710","676.33"
"2710","676.34"
"2710","676.39"
"2710","676.41"
"2710","676.42"
"2710","676.43"
"2710","676.44"
"2710","676.45"
"2710","676.46"
"2710","676.47"
"2710","676.48"
"2710","676.81"
"2710","676.82"
"2710","676.83"
"2710","676.84"
"2710","676.85"
"2710","676.86"
"2710","676.87"
"2710","676.88"
"2710","677.01"
"2710","677.09"
"2710","678.1"
"2710","678.11"
"2710","678.12"
"2710","678.13"
"2710","678.21"
"2710","678.29"
"2710","679.11"
"2710","679.12"
"2710","679.13"
"2710","679.14"
"2710","679.15"
"2710","679.16"
"2710","679.17"
"2710","679.31"
"2710","679.32"
"2710","679.33"
"2710","679.39"
"2710","679.41"
"2710","679.42"
"2710","679.43"
"2710","679.44"
"2710","679.49"
"2710","679.51"
"2710","679.52"
"2710","679.53"
"2710","679.54"
"2710","679.55"
"2710","679.56"
"2710","679.59"
"2720","283.21"
"2720","283.22"
"2720","284.21"
"2720","284.22"
"2720","285.2"
"2720","681.12"
"2720","681.13"
"2720","681.14"
"2720","681.22"
"2720","681.23"
"2720","681.24"
"2720","681.25"
"2720","682.11"
"2720","682.12"
"2720","682.13"
"2720","682.14"
"2720","682.31"
"2720","682.32"
"2720","682.41"
"2720","682.42"
"2720","682.51"
"2720","682.52"
"2720","682.61"
"2720","682.62"
"2720","682.71"
"2720","682.72"
"2720","683.11"
"2720","683.12"
"2720","683.21"
"2720","683.22"
"2720","683.23"
"2720","683.24"
"2720","684.11"
"2720","684.12"
"2720","684.21"
"2720","684.22"
"2720","684.23"
"2720","684.24"
"2720","684.25"
"2720","684.26"
"2720","684.27"
"2720","685.11"
"2720","685.12"
"2720","685.21"
"2720","685.22"
"2720","685.24"
"2720","686.11"
"2720","686.12"
"2720","686.31"
"2720","686.32"
"2720","686.33"
"2720","686.34"
"2720","687.11"
"2720","687.12"
"2720","687.21"
"2720","687.22"
"2720","687.23"
"2720","687.24"
"2720","689.11"
"2720","689.12"
"2720","689.13"
"2720","689.14"
"2720","689.15"
"2720","689.81"
"2720","689.82"
"2720","689.83"
"2720","689.84"
"2720","689.91"
"2720","689.92"
"2720","689.93"
"2720","689.94"
"2720","689.95"
"2720","689.96"
"2720","689.97"
"2720","689.98"
"2720","689.99"
"2720","699.81"
"2720","699.83"
"2720","699.85"
"2720","699.87"
"2720","699.91"
"2720","699.92"
"2720","699.93"
"2720","699.94"
"2720","699.95"
"2720","699.99"
"2720","971.01"
"2720","971.02"
"2811","691.11"
"2811","691.12"
"2811","691.13"
"2811","691.14"
"2811","691.19"
"2811","691.21"
"2811","691.29"
"2811","811.0"
"2812","692.11"
"2812","692.12"
"2812","692.43"
"2812","692.44"
"2812","812.11"
"2813","711.11"
"2813","711.12"
"2813","711.21"
"2813","711.22"
"2813","711.91"
"2813","711.92"
"2813","718.71"
"2813","718.78"
"2893","695.1"
"2893","695.21"
"2893","695.22"
"2893","695.23"
"2893","695.3"
"2893","695.41"
"2893","695.42"
"2893","695.43"
"2893","695.44"
"2893","695.45"
"2893","695.46"
"2893","695.47"
"2893","695.48"
"2893","695.49"
"2893","695.5"
"2893","695.51"
"2893","695.52"
"2893","695.53"
"2893","695.54"
"2893","695.55"
"2893","695.59"
"2893","695.61"
"2893","695.62"
"2893","695.63"
"2893","695.64"
"2893","695.7"
"2893","696.31"
"2893","696.35"
"2893","696.38"
"2893","696.4"
"2893","696.51"
"2893","696.55"
"2893","696.59"
"2893","696.61"
"2893","696.62"
"2893","696.63"
"2893","696.69"
"2893","696.8"
"2893","699.11"
"2899","692.41"
"2899","692.42"
"2899","693.11"
"2899","693.12"
"2899","693.13"
"2899","693.2"
"2899","693.51"
"2899","693.52"
"2899","694.1"
"2899","694.21"
"2899","694.22"
"2899","694.31"
"2899","694.32"
"2899","694.33"
"2899","694.4"
"2899","697.41"
"2899","697.42"
"2899","697.43"
"2899","697.44"
"2899","697.51"
"2899","697.52"
"2899","697.53"
"2899","697.81"
"2899","697.82"
"2899","699.12"
"2899","699.13"
"2899","699.14"
"2899","699.15"
"2899","699.16"
"2899","699.17"
"2899","699.19"
"2899","699.21"
"2899","699.22"
"2899","699.31"
"2899","699.32"
"2899","699.33"
"2899","699.41"
"2899","699.42"
"2899","699.51"
"2899","699.52"
"2899","699.53"
"2899","699.54"
"2899","699.55"
"2899","699.61"
"2899","699.62"
"2899","699.63"
"2899","699.65"
"2899","699.67"
"2899","699.69"
"2899","699.71"
"2899","699.73"
"2899","699.75"
"2899","699.76"
"2899","699.77"
"2899","699.78"
"2899","699.79"
"2899","749.91"
"2899","891.13"
"2899","895.11"
"2899","895.12"
"2911","712.11"
"2911","712.19"
"2911","712.8"
"2911","713.31"
"2911","713.32"
"2911","713.33"
"2911","713.81"
"2911","713.82"
"2911","714.89"
"2911","714.99"
"2911","718.11"
"2911","718.19"
"2912","718.91"
"2912","718.92"
"2912","718.93"
"2912","718.99"
"2912","742.11"
"2912","742.19"
"2912","742.2"
"2912","742.3"
"2912","742.4"
"2912","742.5"
"2912","742.6"
"2912","742.71"
"2912","742.75"
"2912","742.91"
"2912","742.95"
"2912","743.11"
"2912","743.13"
"2912","743.15"
"2912","743.17"
"2912","743.19"
"2912","743.8"
"2912","747.1"
"2912","747.2"
"2912","747.3"
"2912","747.4"
"2912","747.8"
"2912","747.9"
"2913","746.1"
"2913","746.2"
"2913","746.3"
"2913","746.4"
"2913","746.5"
"2913","746.8"
"2913","746.91"
"2913","746.99"
"2913","748.1"
"2913","748.21"
"2913","748.22"
"2913","748.31"
"2913","748.32"
"2913","748.39"
"2913","748.4"
"2913","748.5"
"2913","748.6"
"2913","748.9"
"2914","741.21"
"2914","741.23"
"2914","741.25"
"2914","741.28"
"2914","741.31"
"2914","741.32"
"2914","741.33"
"2914","741.34"
"2914","741.35"
"2914","741.36"
"2914","741.38"
"2914","741.39"
"2915","723.91"
"2915","744.11"
"2915","744.12"
"2915","744.13"
"2915","744.14"
"2915","744.15"
"2915","744.19"
"2915","744.21"
"2915","744.23"
"2915","744.25"
"2915","744.31"
"2915","744.32"
"2915","744.33"
"2915","744.34"
"2915","744.35"
"2915","744.37"
"2915","744.39"
"2915","744.41"
"2915","744.43"
"2915","744.49"
"2915","744.71"
"2915","744.73"
"2915","744.74"
"2915","744.79"
"2915","744.81"
"2915","744.85"
"2915","744.89"
"2915","744.91"
"2915","744.92"
"2915","744.93"
"2915","744.94"
"2919","741.43"
"2919","741.45"
"2919","741.49"
"2919","741.51"
"2919","741.55"
"2919","741.59"
"2919","741.71"
"2919","741.72"
"2919","741.73"
"2919","741.74"
"2919","741.75"
"2919","741.89"
"2919","741.9"
"2919","743.43"
"2919","743.59"
"2919","743.61"
"2919","743.62"
"2919","743.63"
"2919","743.64"
"2919","743.67"
"2919","743.69"
"2919","743.91"
"2919","743.95"
"2919","745.23"
"2919","745.27"
"2919","745.31"
"2919","745.32"
"2919","745.39"
"2919","745.61"
"2919","745.62"
"2919","745.63"
"2919","745.65"
"2919","745.68"
"2919","745.91"
"2919","745.93"
"2919","745.95"
"2919","745.97"
"2919","749.2"
"2919","749.99"
"2921","721.11"
"2921","721.12"
"2921","721.13"
"2921","721.18"
"2921","721.19"
"2921","721.21"
"2921","721.22"
"2921","721.23"
"2921","721.26"
"2921","721.27"
"2921","721.29"
"2921","721.31"
"2921","721.95"
"2921","721.96"
"2921","721.99"
"2921","722.41"
"2921","722.49"
"2921","745.64"
"2921","786.21"
"2922","728.11"
"2922","728.12"
"2922","728.19"
"2922","728.44"
"2922","731.11"
"2922","731.12"
"2922","731.13"
"2922","731.14"
"2922","731.21"
"2922","731.22"
"2922","731.23"
"2922","731.31"
"2922","731.35"
"2922","731.37"
"2922","731.39"
"2922","731.41"
"2922","731.42"
"2922","731.43"
"2922","731.44"
"2922","731.45"
"2922","731.46"
"2922","731.51"
"2922","731.52"
"2922","731.53"
"2922","731.54"
"2922","731.57"
"2922","731.61"
"2922","731.62"
"2922","731.63"
"2922","731.64"
"2922","731.65"
"2922","731.66"
"2922","731.67"
"2922","731.69"
"2922","731.71"
"2922","731.73"
"2922","731.75"
"2922","731.77"
"2922","731.78"
"2922","731.79"
"2922","733.11"
"2922","733.12"
"2922","733.13"
"2922","733.14"
"2922","733.15"
"2922","733.16"
"2922","733.17"
"2922","733.18"
"2922","733.91"
"2922","733.93"
"2922","733.95"
"2922","733.99"
"2922","735.11"
"2922","735.13"
"2922","735.15"
"2922","735.91"
"2922","735.95"
"2922","737.31"
"2922","737.32"
"2922","737.33"
"2922","737.34"
"2922","737.35"
"2922","737.36"
"2922","737.37"
"2922","737.39"
"2922","737.41"
"2922","737.42"
"2922","737.43"
"2922","737.49"
"2922","745.11"
"2922","745.12"
"2922","745.19"
"2922","778.41"
"2922","778.43"
"2922","778.45"
"2922","778.48"
"2923","737.11"
"2923","737.12"
"2923","737.19"
"2923","737.21"
"2923","737.29"
"2924","722.3"
"2924","723.11"
"2924","723.12"
"2924","723.21"
"2924","723.22"
"2924","723.29"
"2924","723.31"
"2924","723.33"
"2924","723.35"
"2924","723.37"
"2924","723.39"
"2924","723.41"
"2924","723.42"
"2924","723.43"
"2924","723.44"
"2924","723.45"
"2924","723.46"
"2924","723.47"
"2924","723.48"
"2924","723.92"
"2924","723.93"
"2924","723.99"
"2924","728.31"
"2924","728.32"
"2924","728.33"
"2924","728.34"
"2924","728.39"
"2924","744.72"
"2925","721.38"
"2925","721.39"
"2925","721.91"
"2925","721.98"
"2925","727.11"
"2925","727.19"
"2925","727.21"
"2925","727.22"
"2925","727.29"
"2925","728.43"
"2925","728.53"
"2925","741.37"
"2925","741.84"
"2925","741.87"
"2925","743.51"
"2926","724.33"
"2926","724.35"
"2926","724.39"
"2926","724.41"
"2926","724.42"
"2926","724.43"
"2926","724.49"
"2926","724.51"
"2926","724.52"
"2926","724.53"
"2926","724.54"
"2926","724.55"
"2926","724.61"
"2926","724.67"
"2926","724.68"
"2926","724.71"
"2926","724.72"
"2926","724.73"
"2926","724.74"
"2926","724.81"
"2926","724.83"
"2926","724.85"
"2926","724.88"
"2926","724.91"
"2926","724.92"
"2927","891.11"
"2927","891.12"
"2927","891.14"
"2927","891.21"
"2927","891.22"
"2927","891.23"
"2927","891.24"
"2927","891.29"
"2927","891.31"
"2927","891.39"
"2927","891.91"
"2927","891.93"
"2927","891.95"
"2927","891.99"
"2929","725.11"
"2929","725.12"
"2929","725.21"
"2929","725.23"
"2929","725.25"
"2929","725.27"
"2929","725.29"
"2929","725.91"
"2929","725.99"
"2929","726.31"
"2929","726.51"
"2929","726.59"
"2929","726.61"
"2929","726.63"
"2929","726.65"
"2929","726.67"
"2929","726.68"
"2929","726.81"
"2929","726.89"
"2929","726.91"
"2929","726.99"
"2929","728.41"
"2929","728.42"
"2929","728.46"
"2929","728.47"
"2929","728.49"
"2929","728.51"
"2929","728.52"
"2929","728.55"
"2929","741.85"
"2929","741.86"
"2929","743.55"
"2929","745.29"
"2929","745.65"
"2929","749.11"
"2929","749.12"
"2929","749.13"
"2929","749.14"
"2929","749.15"
"2929","749.16"
"2929","749.17"
"2929","749.18"
"2929","749.19"
"2930","697.31"
"2930","697.32"
"2930","697.33"
"2930","697.34"
"2930","741.81"
"2930","741.82"
"2930","743.41"
"2930","743.45"
"2930","775.11"
"2930","775.12"
"2930","775.21"
"2930","775.22"
"2930","775.3"
"2930","775.41"
"2930","775.42"
"2930","775.49"
"2930","775.71"
"2930","775.72"
"2930","775.73"
"2930","775.79"
"2930","775.81"
"2930","775.82"
"2930","775.83"
"2930","775.84"
"2930","775.85"
"2930","775.86"
"2930","775.87"
"2930","775.88"
"2930","775.89"
"2930","812.15"
"2930","812.17"
"2930","812.19"
"3000","726.55"
"3000","751.13"
"3000","751.15"
"3000","751.16"
"3000","751.18"
"3000","751.19"
"3000","751.21"
"3000","751.22"
"3000","751.23"
"3000","751.24"
"3000","751.28"
"3000","751.31"
"3000","751.32"
"3000","751.33"
"3000","751.34"
"3000","751.35"
"3000","751.91"
"3000","751.92"
"3000","751.93"
"3000","751.99"
"3000","752.1"
"3000","752.2"
"3000","752.3"
"3000","752.6"
"3000","752.7"
"3000","752.9"
"3000","759.1"
"3000","759.9"
"3000","759.91"
"3000","759.93"
"3000","759.97"
"3110","716.1"
"3110","716.2"
"3110","716.31"
"3110","716.32"
"3110","716.4"
"3110","716.51"
"3110","716.52"
"3110","716.9"
"3110","771.11"
"3110","771.19"
"3110","771.21"
"3110","771.23"
"3110","771.25"
"3110","771.29"
"3120","772.41"
"3120","772.42"
"3120","772.43"
"3120","772.44"
"3120","772.45"
"3120","772.49"
"3120","772.51"
"3120","772.52"
"3120","772.53"
"3120","772.54"
"3120","772.55"
"3120","772.57"
"3120","772.58"
"3120","772.59"
"3120","772.61"
"3120","772.62"
"3120","772.81"
"3120","772.82"
"3130","773.11"
"3130","773.12"
"3130","773.14"
"3130","773.15"
"3130","773.17"
"3130","773.18"
"3140","778.11"
"3140","778.12"
"3140","778.17"
"3140","778.19"
"3150","778.21"
"3150","778.22"
"3150","778.23"
"3150","778.24"
"3150","778.29"
"3150","813.11"
"3150","813.12"
"3150","813.13"
"3150","813.15"
"3150","813.17"
"3150","813.2"
"3150","813.8"
"3150","813.99"
"3150","881.12"
"3150","898.41"
"3190","745.21"
"3190","773.13"
"3190","773.24"
"3190","773.29"
"3190","778.12"
"3190","778.31"
"3190","778.33"
"3190","778.34"
"3190","778.35"
"3190","778.71"
"3190","778.78"
"3190","778.79"
"3190","778.81"
"3190","778.82"
"3190","778.83"
"3190","778.84"
"3190","778.85"
"3190","778.86"
"3190","778.89"
"32","764.93"
"3210","772.2"
"3210","772.31"
"3210","772.32"
"3210","772.33"
"3210","772.35"
"3210","772.38"
"3210","776.11"
"3210","776.12"
"3210","776.21"
"3210","776.23"
"3210","776.25"
"3210","776.27"
"3210","776.29"
"3210","776.31"
"3210","776.32"
"3210","776.33"
"3210","776.35"
"3210","776.37"
"3210","776.39"
"3210","776.41"
"3210","776.43"
"3210","776.45"
"3210","776.49"
"3210","776.81"
"3210","776.88"
"3210","776.89"
"3210","778.61"
"3210","778.62"
"3210","778.63"
"3210","778.64"
"3210","778.65"
"3210","778.66"
"3210","778.67"
"3210","778.68"
"3210","778.69"
"3220","763.81"
"3220","764.1"
"3220","764.11"
"3220","764.13"
"3220","764.15"
"3220","764.17"
"3220","764.19"
"3220","764.31"
"3220","764.32"
"3220","764.82"
"3220","764.91"
"3230","761.1"
"3230","761.2"
"3230","762.11"
"3230","762.12"
"3230","762.21"
"3230","762.22"
"3230","762.81"
"3230","762.82"
"3230","762.89"
"3230","763.31"
"3230","763.33"
"3230","763.35"
"3230","763.81"
"3230","763.82"
"3230","763.83"
"3230","763.84"
"3230","764.21"
"3230","764.22"
"3230","764.23"
"3230","764.24"
"3230","764.25"
"3230","764.26"
"3230","764.81"
"3230","764.92"
"3230","764.99"
"3311","741.83"
"3311","774.11"
"3311","774.12"
"3311","774.13"
"3311","774.21"
"3311","774.22"
"3311","774.23"
"3311","774.29"
"3311","872.11"
"3311","872.19"
"3311","872.21"
"3311","872.25"
"3311","872.29"
"3311","872.31"
"3311","872.33"
"3311","872.35"
"3311","872.4"
"3311","899.61"
"3311","899.63"
"3311","899.65"
"3311","899.66"
"3311","899.67"
"3311","899.69"
"3312","764.83"
"3312","871.31"
"3312","871.39"
"3312","873.11"
"3312","873.13"
"3312","873.15"
"3312","873.19"
"3312","873.21"
"3312","873.25"
"3312","873.29"
"3312","874.11"
"3312","874.12"
"3312","874.13"
"3312","874.14"
"3312","874.22"
"3312","874.23"
"3312","874.24"
"3312","874.25"
"3312","874.26"
"3312","874.31"
"3312","874.35"
"3312","874.37"
"3312","874.39"
"3312","874.41"
"3312","874.42"
"3312","874.43"
"3312","874.44"
"3312","874.45"
"3312","874.46"
"3312","874.49"
"3312","874.51"
"3312","874.53"
"3312","874.54"
"3312","874.55"
"3312","874.56"
"3312","874.61"
"3312","874.63"
"3312","874.65"
"3312","874.71"
"3312","874.73"
"3312","874.75"
"3312","874.77"
"3312","874.78"
"3312","874.79"
"3312","874.9"
"3313","874.69"
"3320","871.11"
"3320","871.15"
"3320","871.19"
"3320","871.41"
"3320","871.43"
"3320","871.45"
"3320","871.49"
"3320","871.91"
"3320","871.92"
"3320","871.93"
"3320","871.99"
"3320","881.11"
"3320","881.13"
"3320","881.14"
"3320","881.15"
"3320","881.21"
"3320","881.22"
"3320","881.23"
"3320","881.24"
"3320","881.31"
"3320","881.32"
"3320","881.33"
"3320","881.34"
"3320","881.35"
"3320","881.36"
"3320","884.11"
"3320","884.15"
"3320","884.17"
"3320","884.19"
"3320","884.21"
"3320","884.22"
"3320","884.23"
"3320","884.31"
"3320","884.32"
"3320","884.33"
"3320","884.39"
"3330","885.31"
"3330","885.32"
"3330","885.39"
"3330","885.41"
"3330","885.42"
"3330","885.49"
"3330","885.51"
"3330","885.52"
"3330","885.71"
"3330","885.72"
"3330","885.73"
"3330","885.74"
"3330","885.75"
"3330","885.76"
"3330","885.77"
"3330","885.78"
"3330","885.79"
"3330","885.91"
"3330","885.92"
"3330","885.94"
"3330","885.95"
"3330","885.96"
"3330","885.97"
"3330","885.98"
"3330","885.99"
"3410","713.21"
"3410","713.22"
"3410","713.23"
"3410","781.1"
"3410","781.2"
"3410","782.11"
"3410","782.19"
"3410","782.21"
"3410","782.23"
"3410","782.25"
"3410","782.27"
"3410","782.29"
"3410","783.11"
"3410","783.19"
"3410","783.2"
"3410","784.1"
"3420","784.21"
"3420","784.25"
"3420","786.1"
"3420","786.22"
"3420","786.29"
"3420","786.3"
"3420","786.83"
"3420","786.89"
"3430","713.91"
"3430","713.92"
"3430","784.31"
"3430","784.32"
"3430","784.33"
"3430","784.34"
"3430","784.35"
"3430","784.36"
"3430","784.39"
"3511","793.22"
"3511","793.24"
"3511","793.26"
"3511","793.27"
"3511","793.28"
"3511","793.29"
"3511","793.51"
"3511","793.55"
"3511","793.59"
"3511","793.7"
"3511","793.91"
"3511","793.99"
"3512","793.11"
"3512","793.12"
"3512","793.19"
"3520","791.11"
"3520","791.15"
"3520","791.21"
"3520","791.29"
"3520","791.6"
"3520","791.7"
"3520","791.81"
"3520","791.82"
"3520","791.91"
"3520","791.99"
"3530","713.11"
"3530","713.19"
"3530","714.41"
"3530","714.49"
"3530","714.81"
"3530","714.91"
"3530","792.11"
"3530","792.15"
"3530","792.2"
"3530","792.3"
"3530","792.4"
"3530","792.5"
"3530","792.81"
"3530","792.82"
"3530","792.83"
"3530","792.91"
"3530","792.93"
"3530","792.95"
"3530","792.97"
"3591","785.11"
"3591","785.13"
"3591","785.15"
"3591","785.16"
"3591","785.17"
"3591","785.19"
"3591","785.35"
"3592","785.2"
"3592","785.31"
"3592","785.36"
"3592","785.37"
"3599","786.85"
"3610","821.11"
"3610","821.12"
"3610","821.13"
"3610","821.14"
"3610","821.15"
"3610","821.16"
"3610","821.17"
"3610","821.18"
"3610","821.19"
"3610","821.21"
"3610","821.23"
"3610","821.25"
"3610","821.31"
"3610","821.39"
"3610","821.51"
"3610","821.53"
"3610","821.55"
"3610","821.59"
"3610","821.71"
"3610","821.79"
"3610","821.8"
"3691","277.19"
"3691","277.21"
"3691","667.13"
"3691","667.29"
"3691","667.39"
"3691","667.49"
"3691","897.31"
"3691","897.32"
"3691","897.33"
"3691","897.41"
"3691","897.49"
"3691","961.0"
"3692","898.13"
"3692","898.15"
"3692","898.21"
"3692","898.22"
"3692","898.23"
"3692","898.24"
"3692","898.25"
"3692","898.26"
"3692","898.29"
"3692","898.9"
"3693","894.71"
"3693","894.72"
"3693","894.73"
"3693","894.74"
"3693","894.75"
"3693","894.76"
"3693","894.77"
"3693","894.78"
"3693","894.79"
"3694","894.21"
"3694","894.22"
"3694","894.23"
"3694","894.24"
"3694","894.25"
"3694","894.26"
"3694","894.27"
"3694","894.29"
"3694","894.31"
"3694","894.33"
"3694","894.35"
"3694","894.37"
"3694","894.39"
"3699","269.01"
"3699","269.02"
"3699","659.12"
"3699","874.52"
"3699","894.1"
"3699","894.45"
"3699","894.49"
"3699","894.6"
"3699","895.21"
"3699","895.22"
"3699","895.23"
"3699","895.92"
"3699","895.93"
"3699","895.94"
"3699","897.21"
"3699","897.29"
"3699","899.11"
"3699","899.19"
"3699","899.21"
"3699","899.29"
"3699","899.31"
"3699","899.32"
"3699","899.33"
"3699","899.34"
"3699","899.35"
"3699","899.36"
"3699","899.37"
"3699","899.39"
"3699","899.41"
"3699","899.42"
"3699","899.49"
"3699","899.72"
"3699","899.81"
"3699","899.82"
"3699","899.83"
"3699","899.84"
"3699","899.85"
"3699","899.86"
"3699","899.87"
"3699","899.88"
"3699","899.89"
"3699","899.91"
"3699","899.92"
"3699","899.94"
"3699","899.95"
"3699","899.97"
"4010","351.0"
"4010","525.17"
"4020","345.0"
"7421","892.82"
"7494","882.5"
"7494","882.6"
"9211","883.1"
"9211","883.9"
"9214","896.11"
"9214","896.12"
"9214","896.2"
"9214","896.3"
"9214","896.4"
"9214","896.5"
"9214","896.6"
"9302","291.91"
