HS 2017,BEC,Relationship
610230,62,n:1
610290,62,n:1
610310,62,n:1
610322,62,n:1
610323,62,n:1
610329,62,n:1
610331,62,n:1
610332,62,n:1
610333,62,n:1
610339,62,n:1
610341,62,n:1
610342,62,n:1
610343,62,n:1
610349,62,n:1
610413,62,n:1
610419,62,n:1
610422,62,n:1
610423,62,n:1
610429,62,n:1
610431,62,n:1
610432,62,n:1
610433,62,n:1
610439,62,n:1
610441,62,n:1
610442,62,n:1
610443,62,n:1
610444,62,n:1
610449,62,n:1
610451,62,n:1
610452,62,n:1
610453,62,n:1
610459,62,n:1
610461,62,n:1
610462,62,n:1
610463,62,n:1
610469,62,n:1
610510,62,n:1
610520,62,n:1
610590,62,n:1
610610,62,n:1
610620,62,n:1
610690,62,n:1
610711,63,n:1
610712,63,n:1
610719,63,n:1
610721,63,n:1
610722,63,n:1
610729,63,n:1
610791,63,n:1
610799,63,n:1
610811,63,n:1
610819,63,n:1
610821,63,n:1
610822,63,n:1
610829,63,n:1
610831,63,n:1
610832,63,n:1
610839,63,n:1
610891,63,n:1
610892,63,n:1
610899,63,n:1
610910,63,n:1
610990,63,n:1
611011,62,n:1
611012,62,n:1
611019,62,n:1
611020,62,n:1
611030,62,n:1
611090,62,n:1
611120,62,n:1
611130,62,n:1
611190,62,n:1
611211,62,n:1
611212,62,n:1
611219,62,n:1
611220,62,n:1
611231,62,n:1
611239,62,n:1
611241,62,n:1
611249,62,n:1
611300,62,n:1
611420,62,n:1
611430,62,n:1
611490,62,n:1
611510,63,n:1
611521,63,n:1
611522,63,n:1
611529,63,n:1
611530,63,n:1
611594,63,n:1
611595,63,n:1
611596,63,n:1
611599,63,n:1
611610,63,n:1
611691,63,n:1
611692,63,n:1
611693,63,n:1
611699,63,n:1
611710,62,n:1
611780,62,n:n
611780,63,n:n
611790,63,n:1
620111,62,n:1
620112,62,n:1
620113,62,n:1
620119,62,n:1
620191,62,n:1
620192,62,n:1
620193,62,n:1
620199,62,n:1
620211,62,n:1
620212,62,n:1
620213,62,n:1
620219,62,n:1
620291,62,n:1
620292,62,n:1
620293,62,n:1
620299,62,n:1
620311,62,n:1
620312,62,n:1
620319,62,n:1
620322,62,n:1
620323,62,n:1
620329,62,n:1
620331,62,n:1
620332,62,n:1
620333,62,n:1
620339,62,n:1
620341,62,n:1
620342,62,n:1
620343,62,n:1
620349,62,n:1
620411,62,n:1
620412,62,n:1
620413,62,n:1
620419,62,n:1
620421,62,n:1
620422,62,n:1
620423,62,n:1
620429,62,n:1
620431,62,n:1
620432,62,n:1
620433,62,n:1
620439,62,n:1
620441,62,n:1
620442,62,n:1
620443,62,n:1
620444,62,n:1
620449,62,n:1
620451,62,n:1
620452,62,n:1
620453,62,n:1
620459,62,n:1
620461,62,n:1
620462,62,n:1
620463,62,n:1
620469,62,n:1
620520,62,n:1
620530,62,n:1
620590,62,n:1
620610,62,n:1
620620,62,n:1
620630,62,n:1
620640,62,n:1
620690,62,n:1
620711,63,n:1
620719,63,n:1
620721,63,n:1
620722,63,n:1
620729,63,n:1
620791,63,n:1
620799,63,n:1
620811,63,n:1
620819,63,n:1
620821,63,n:1
620822,63,n:1
620829,63,n:1
620891,63,n:1
620892,63,n:1
620899,63,n:1
620920,62,n:1
620930,62,n:1
620990,62,n:1
621010,62,n:1
621020,62,n:1
621030,62,n:1
621040,62,n:1
621050,62,n:1
621111,62,n:1
621112,62,n:1
621120,62,n:1
621132,62,n:1
621133,62,n:1
621139,62,n:1
621142,62,n:1
621143,62,n:1
621149,62,n:1
621210,63,n:1
621220,63,n:1
621230,63,n:1
621290,63,n:1
621320,63,n:1
621390,63,n:1
621410,63,n:1
621420,63,n:1
621430,63,n:1
621440,63,n:1
621490,63,n:1
621510,63,n:1
621520,63,n:1
621590,63,n:1
621600,63,n:1
621710,63,n:1
621790,63,n:1
630110,62,n:1
630120,62,n:1
630130,62,n:1
630140,62,n:1
630190,62,n:1
630210,62,n:1
630221,62,n:1
630222,62,n:1
630229,62,n:1
630231,62,n:1
630232,62,n:1
630239,62,n:1
630240,62,n:1
630251,62,n:1
630253,62,n:1
630259,62,n:1
630260,62,n:1
630291,62,n:1
630293,62,n:1
630299,62,n:1
630312,62,n:1
630319,62,n:1
630391,62,n:1
630392,62,n:1
630399,62,n:1
630411,62,n:1
630419,62,n:1
630420,62,n:1
630491,62,n:1
630492,62,n:1
630493,62,n:1
630499,62,n:1
630510,22,n:1
630520,22,n:1
630532,22,n:1
630533,22,n:1
630539,22,n:1
630590,22,n:1
630612,22,n:1
630619,22,n:1
630622,62,n:1
630629,62,n:1
630630,62,n:1
630640,62,n:1
630690,62,n:1
630710,62,n:1
630720,62,n:1
630790,62,n:1
630800,62,n:1
630900,21,n:1
631010,21,n:1
631090,21,n:1
640110,62,n:1
640192,62,n:1
640199,62,n:1
640212,62,n:1
640219,62,n:1
640220,62,n:1
640291,62,n:1
640299,62,n:1
640312,62,n:1
640319,62,n:1
640320,62,n:1
640340,62,n:1
640351,62,n:1
640359,62,n:1
640391,62,n:1
640399,62,n:1
640411,62,n:1
640419,62,n:1
640420,62,n:1
640510,62,n:1
640520,62,n:1
640590,62,n:1
640610,62,n:1
640620,62,n:1
640690,62,n:1
650100,22,n:1
650200,22,n:1
650400,62,n:1
650500,62,n:1
650610,62,n:1
650691,62,n:1
650699,62,n:1
650700,22,n:1
660110,62,n:1
660191,62,n:1
660199,62,n:1
660200,62,n:1
660320,22,n:1
660390,22,n:1
670100,22,n:1
670210,22,n:1
670290,22,n:1
670300,22,n:1
670411,62,n:1
670419,62,n:1
670420,62,n:1
670490,62,n:1
680100,22,n:1
680210,22,n:1
680221,22,n:1
680223,22,n:1
680229,22,n:1
680291,22,n:1
680292,22,n:1
680293,22,n:1
680299,22,n:1
680300,22,n:1
680410,22,n:1
680421,22,n:1
680422,22,n:1
680423,22,n:1
680430,63,n:1
680510,22,n:1
680520,22,n:1
680530,22,n:1
680610,22,n:1
680620,22,n:1
680690,22,n:1
680710,22,n:1
680790,22,n:1
680800,22,n:1
680911,22,n:1
680919,22,n:1
680990,22,n:1
681011,22,n:1
681019,22,n:1
681091,22,n:1
681099,22,n:1
681140,22,n:1
681181,22,n:1
681182,22,n:1
681189,22,n:1
681280,22,n:1
681291,22,n:1
681292,22,n:1
681293,22,n:1
681299,22,n:1
681320,22,n:1
681381,22,n:1
681389,22,n:1
681410,22,n:1
681490,22,n:1
681510,22,n:1
681520,22,n:1
681591,22,n:1
681599,22,n:1
690100,22,n:1
690210,22,n:1
690220,22,n:1
690290,22,n:1
690310,22,n:1
690320,22,n:1
690390,22,n:1
690410,22,n:1
690490,22,n:1
690510,22,n:1
690590,22,n:1
690600,22,n:1
690721,22,n:1
690722,22,n:1
690723,22,n:1
690730,22,n:1
690740,22,n:1
690911,22,n:1
690912,22,n:1
690919,22,n:1
690990,22,n:1
691010,22,n:1
691090,22,n:1
691110,62,n:1
691190,62,n:1
691200,62,n:1
691310,62,n:1
691390,62,n:1
691410,22,n:1
691490,22,n:1
700100,21,n:1
700210,22,n:1
700220,22,n:1
700231,22,n:1
700232,22,n:1
700239,22,n:1
700312,22,n:1
700319,22,n:1
700320,22,n:1
700330,22,n:1
700420,22,n:1
700490,22,n:1
700510,22,n:1
700521,22,n:1
700529,22,n:1
700530,22,n:1
700600,22,n:1
700711,22,n:1
700719,22,n:1
700721,22,n:1
700729,22,n:1
700800,22,n:1
700910,22,n:1
700991,22,n:1
700992,22,n:1
701010,22,n:1
701020,22,n:1
701090,22,n:1
701110,22,n:1
701120,22,n:1
701190,22,n:1
701310,62,n:1
701322,62,n:1
701328,62,n:1
701333,62,n:1
701337,62,n:1
701341,62,n:1
701342,62,n:1
701349,62,n:1
701391,62,n:1
701399,62,n:1
701400,22,n:1
701510,22,n:1
701590,22,n:1
701610,22,n:1
701690,22,n:1
701710,22,n:1
701720,22,n:1
701790,22,n:1
701810,22,n:1
701820,22,n:1
701890,22,n:1
701911,22,n:1
701912,22,n:1
701919,22,n:1
701931,22,n:1
701932,22,n:1
701939,22,n:1
701940,22,n:1
701951,22,n:1
701952,22,n:1
701959,22,n:1
701990,22,n:1
702000,22,n:1
710110,21,n:1
710121,21,n:1
710122,22,n:1
710210,21,n:1
710221,21,n:1
710229,22,n:1
710231,21,n:1
710239,22,n:1
710310,21,n:1
710391,22,n:1
710399,22,n:1
710410,22,n:1
710420,22,n:1
710490,22,n:1
710510,21,n:1
710590,21,n:1
710610,22,n:1
710691,22,n:1
710692,22,n:1
710700,22,n:1
710811,22,n:1
710812,22,n:1
710813,22,n:1
710900,22,n:1
711011,22,n:1
711019,22,n:1
711021,22,n:1
711029,22,n:1
711031,22,n:1
711039,22,n:1
711041,22,n:1
711049,22,n:1
711100,22,n:1
711230,21,n:1
711291,21,n:1
711292,21,n:1
711299,21,n:1
711311,61,n:1
711319,61,n:1
711320,61,n:1
711411,61,n:1
711419,61,n:1
711420,61,n:1
711510,41,n:1
711590,41,n:1
711610,61,n:1
711620,61,n:1
711711,62,n:1
711719,62,n:1
711790,62,n:1
711810,7,n:1
720110,22,n:1
720120,22,n:1
720150,22,n:1
720211,22,n:1
720219,22,n:1
720221,22,n:1
720229,22,n:1
720230,22,n:1
720241,22,n:1
720249,22,n:1
720250,22,n:1
720260,22,n:1
720270,22,n:1
720280,22,n:1
720291,22,n:1
720292,22,n:1
720293,22,n:1
720299,22,n:1
720310,22,n:1
720390,22,n:1
720410,21,n:1
720421,21,n:1
720429,21,n:1
720430,21,n:1
720441,21,n:1
720449,21,n:1
720450,21,n:1
720510,22,n:1
720521,22,n:1
720529,22,n:1
720610,22,n:1
720690,22,n:1
720711,22,n:1
720712,22,n:1
720719,22,n:1
720720,22,n:1
720810,22,n:1
720825,22,n:1
720826,22,n:1
720827,22,n:1
720836,22,n:1
720837,22,n:1
720838,22,n:1
720839,22,n:1
720840,22,n:1
720851,22,n:1
720852,22,n:1
720853,22,n:1
720854,22,n:1
720890,22,n:1
720915,22,n:1
720916,22,n:1
720917,22,n:1
720918,22,n:1
720925,22,n:1
720926,22,n:1
720927,22,n:1
720928,22,n:1
720990,22,n:1
721011,22,n:1
721012,22,n:1
721020,22,n:1
721030,22,n:1
721041,22,n:1
721049,22,n:1
721050,22,n:1
721061,22,n:1
721069,22,n:1
721070,22,n:1
721090,22,n:1
721113,22,n:1
721114,22,n:1
721119,22,n:1
721123,22,n:1
721129,22,n:1
721190,22,n:1
721210,22,n:1
721220,22,n:1
721230,22,n:1
721240,22,n:1
721250,22,n:1
721260,22,n:1
721310,22,n:1
721320,22,n:1
721391,22,n:1
721399,22,n:1
721410,22,n:1
721420,22,n:1
721430,22,n:1
721491,22,n:1
721499,22,n:1
721510,22,n:1
721550,22,n:1
721590,22,n:1
721610,22,n:1
721621,22,n:1
721622,22,n:1
721631,22,n:1
721632,22,n:1
721633,22,n:1
721640,22,n:1
721650,22,n:1
721661,22,n:1
721669,22,n:1
721691,22,n:1
721699,22,n:1
721710,22,n:1
721720,22,n:1
721730,22,n:1
721790,22,n:1
721810,22,n:1
721891,22,n:1
721899,22,n:1
721911,22,n:1
721912,22,n:1
721913,22,n:1
721914,22,n:1
721921,22,n:1
721922,22,n:1
721923,22,n:1
721924,22,n:1
721931,22,n:1
721932,22,n:1
721933,22,n:1
721934,22,n:1
721935,22,n:1
721990,22,n:1
722011,22,n:1
722012,22,n:1
722020,22,n:1
722090,22,n:1
722100,22,n:1
722211,22,n:1
722219,22,n:1
722220,22,n:1
722230,22,n:1
722240,22,n:1
722300,22,n:1
722410,22,n:1
722490,22,n:1
722511,22,n:1
722519,22,n:1
722530,22,n:1
722540,22,n:1
722550,22,n:1
722591,22,n:1
722592,22,n:1
722599,22,n:1
722611,22,n:1
722619,22,n:1
722620,22,n:1
722691,22,n:1
722692,22,n:1
722699,22,n:1
722710,22,n:1
722720,22,n:1
722790,22,n:1
722810,22,n:1
722820,22,n:1
722830,22,n:1
722840,22,n:1
722850,22,n:1
722860,22,n:1
722870,22,n:1
722880,22,n:1
722920,22,n:1
722990,22,n:1
730110,22,n:1
730120,22,n:1
730210,22,n:1
730230,22,n:1
730240,22,n:1
730290,22,n:1
730300,22,n:1
730411,22,n:1
730419,22,n:1
730422,22,n:1
730423,22,n:1
730424,22,n:1
730429,22,n:1
730431,22,n:1
730439,22,n:1
730441,22,n:1
730449,22,n:1
730451,22,n:1
730459,22,n:1
730490,22,n:1
730511,22,n:1
730512,22,n:1
730519,22,n:1
730520,22,n:1
730531,22,n:1
730539,22,n:1
730590,22,n:1
730611,22,n:1
730619,22,n:1
730621,22,n:1
730629,22,n:1
730630,22,n:1
730640,22,n:1
730650,22,n:1
730661,22,n:1
730669,22,n:1
730690,22,n:1
730711,22,n:1
730719,22,n:1
730721,22,n:1
730722,22,n:1
730723,22,n:1
730729,22,n:1
730791,22,n:1
730792,22,n:1
730793,22,n:1
730799,22,n:1
730810,22,n:1
730820,22,n:1
730830,22,n:1
730840,22,n:1
730890,22,n:1
730900,41,n:1
731010,41,n:1
731021,41,n:1
731029,41,n:1
731100,41,n:1
731210,22,n:1
731290,22,n:1
731300,22,n:1
731412,22,n:1
731414,22,n:1
731419,22,n:1
731420,22,n:1
731431,22,n:1
731439,22,n:1
731441,22,n:1
731442,22,n:1
731449,22,n:1
731450,22,n:1
731511,22,n:1
731512,22,n:1
731519,22,n:1
731520,22,n:1
731581,22,n:1
731582,22,n:1
731589,22,n:1
731590,22,n:1
731600,53,n:1
731700,22,n:1
731811,22,n:1
731812,22,n:1
731813,22,n:1
731814,22,n:1
731815,22,n:1
731816,22,n:1
731819,22,n:1
731821,22,n:1
731822,22,n:1
731823,22,n:1
731824,22,n:1
731829,22,n:1
731940,63,n:1
731990,63,n:1
732010,22,n:1
732020,22,n:1
732090,22,n:1
732111,61,n:1
732112,61,n:1
732119,61,n:1
732181,61,n:1
732182,61,n:1
732189,61,n:1
732190,22,n:1
732211,41,n:1
732219,41,n:1
732290,41,n:1
732310,62,n:1
732391,62,n:1
732392,62,n:1
732393,62,n:1
732394,62,n:1
732399,62,n:1
732410,22,n:1
732421,22,n:1
732429,22,n:1
732490,22,n:1
732510,22,n:1
732591,22,n:1
732599,22,n:1
732611,22,n:1
732619,22,n:1
732620,22,n:1
732690,22,n:1
740100,22,n:1
740200,22,n:1
740311,22,n:1
740312,22,n:1
740313,22,n:1
740319,22,n:1
740321,22,n:1
740322,22,n:1
740329,22,n:1
740400,21,n:1
740500,22,n:1
740610,22,n:1
740620,22,n:1
740710,22,n:1
740721,22,n:1
740729,22,n:1
740811,22,n:1
740819,22,n:1
740821,22,n:1
740822,22,n:1
740829,22,n:1
740911,22,n:1
740919,22,n:1
740921,22,n:1
740929,22,n:1
740931,22,n:1
740939,22,n:1
740940,22,n:1
740990,22,n:1
741011,22,n:1
741012,22,n:1
741021,22,n:1
741022,22,n:1
741110,22,n:1
741121,22,n:1
741122,22,n:1
741129,22,n:1
741210,22,n:1
741220,22,n:1
741300,22,n:1
741510,22,n:1
741521,22,n:1
741529,22,n:1
741533,22,n:1
741539,22,n:1
741810,61,n:n
741810,62,n:n
741820,22,n:1
741910,22,n:1
741991,22,n:1
741999,22,n:n
741999,61,n:n
750110,22,n:1
750120,22,n:1
750210,22,n:1
750220,22,n:1
750300,21,n:1
750400,22,n:1
750511,22,n:1
750512,22,n:1
750521,22,n:1
750522,22,n:1
750610,22,n:1
750620,22,n:1
750711,22,n:1
750712,22,n:1
750720,22,n:1
750810,22,n:1
750890,22,n:1
760110,22,n:1
760120,22,n:1
760200,21,n:1
760310,22,n:1
760320,22,n:1
760410,22,n:1
760421,22,n:1
760429,22,n:1
760511,22,n:1
760519,22,n:1
760521,22,n:1
760529,22,n:1
760611,22,n:1
760612,22,n:1
760691,22,n:1
760692,22,n:1
760711,22,n:1
760719,22,n:1
760720,22,n:1
760810,22,n:1
760820,22,n:1
760900,22,n:1
761010,22,n:1
761090,22,n:1
761100,41,n:1
761210,41,n:1
761290,41,n:1
761300,41,n:1
761410,22,n:1
761490,22,n:1
761510,62,n:1
761520,22,n:1
761610,22,n:1
761691,22,n:1
761699,22,n:1
780110,22,n:1
780191,22,n:1
780199,22,n:1
780200,21,n:1
780411,22,n:1
780419,22,n:1
780420,22,n:1
780600,22,n:1
790111,22,n:1
790112,22,n:1
790120,22,n:1
790200,21,n:1
790310,22,n:1
790390,22,n:1
790400,22,n:1
790500,22,n:1
790700,22,n:1
800110,22,n:1
800120,22,n:1
800200,21,n:1
800300,22,n:1
800700,22,n:1
810110,22,n:1
810194,22,n:1
810196,22,n:1
810197,21,n:1
810199,22,n:1
810210,22,n:1
810294,22,n:1
810295,22,n:1
810296,22,n:1
810297,21,n:1
810299,22,n:1
810320,22,n:1
810330,21,n:1
810390,22,n:1
810411,22,n:1
810419,22,n:1
810420,21,n:1
810430,22,n:1
810490,22,n:1
810520,22,n:1
810530,21,n:1
810590,22,n:1
810600,22,n:1
810720,22,n:1
810730,21,n:1
810790,22,n:1
810820,22,n:1
810830,21,n:1
810890,22,n:1
810920,22,n:1
810930,21,n:1
810990,22,n:1
811010,22,n:1
811020,21,n:1
811090,22,n:1
811100,22,n:1
811212,22,n:1
811213,21,n:1
811219,22,n:1
811221,22,n:1
811222,21,n:1
811229,22,n:1
811251,22,n:1
811252,21,n:1
811259,22,n:1
811292,22,n:1
811299,22,n:1
811300,22,n:1
820110,41,n:1
820130,41,n:1
820140,41,n:1
820150,41,n:1
820160,41,n:1
820190,41,n:1
820210,41,n:1
820220,42,n:1
820231,42,n:1
820239,42,n:1
820240,42,n:1
820291,42,n:1
820299,42,n:1
820310,41,n:1
820320,41,n:1
820330,41,n:1
820340,41,n:1
820411,41,n:1
820412,41,n:1
820420,41,n:1
820510,41,n:1
820520,41,n:1
820530,41,n:1
820540,41,n:1
820551,62,n:1
820559,41,n:1
820560,41,n:1
820570,41,n:1
820590,41,n:1
820600,41,n:1
820713,42,n:1
820719,42,n:1
820720,42,n:1
820730,42,n:1
820740,42,n:1
820750,42,n:1
820760,42,n:1
820770,42,n:1
820780,42,n:1
820790,42,n:1
820810,42,n:1
820820,42,n:1
820830,42,n:1
820840,42,n:1
820890,42,n:1
820900,42,n:1
821000,61,n:1
821110,62,n:1
821191,62,n:1
821192,62,n:1
821193,62,n:1
821194,42,n:1
821195,42,n:1
821210,63,n:1
821220,63,n:1
821290,63,n:1
821300,62,n:1
821410,62,n:1
821420,62,n:1
821490,62,n:1
821510,62,n:1
821520,62,n:1
821591,62,n:1
821599,62,n:1
830110,22,n:1
830120,22,n:1
830130,22,n:1
830140,22,n:1
830150,22,n:1
830160,22,n:1
830170,22,n:1
830210,22,n:1
830220,22,n:1
830230,53,n:1
830241,22,n:1
830242,22,n:1
830249,22,n:1
830250,22,n:1
830260,22,n:1
830300,41,n:1
830400,41,n:1
830510,22,n:1
830520,22,n:1
830590,22,n:1
830610,22,n:1
830621,62,n:1
830629,62,n:1
830630,62,n:1
830710,22,n:1
830790,22,n:1
830810,22,n:1
830820,22,n:1
830890,22,n:1
830910,22,n:1
830990,22,n:1
831000,22,n:1
831110,22,n:1
831120,22,n:1
831130,22,n:1
831190,22,n:1
840110,41,n:1
840120,41,n:1
840130,41,n:1
840140,42,n:1
840211,41,n:1
840212,41,n:1
840219,41,n:1
840220,41,n:1
840290,42,n:1
840310,41,n:1
840390,42,n:1
840410,41,n:1
840420,41,n:1
840490,42,n:1
840510,41,n:1
840590,42,n:1
840610,41,n:1
840681,41,n:1
840682,41,n:1
840690,42,n:1
840710,53,n:1
840721,522,n:1
840729,53,n:1
840731,53,n:1
840732,53,n:1
840733,53,n:1
840734,53,n:1
840790,41,n:1
840810,53,n:1
840820,53,n:1
840890,41,n:1
840910,53,n:1
840991,53,n:1
840999,53,n:1
841011,41,n:1
841012,41,n:1
841013,41,n:1
841090,42,n:1
841111,53,n:1
841112,53,n:1
841121,53,n:1
841122,53,n:1
841181,53,n:1
841182,53,n:1
841191,53,n:1
841199,53,n:1
841210,53,n:1
841221,41,n:1
841229,41,n:1
841231,41,n:1
841239,41,n:1
841280,41,n:1
841290,42,n:1
841311,41,n:1
841319,41,n:1
841320,41,n:1
841330,41,n:1
841340,41,n:1
841350,41,n:1
841360,41,n:1
841370,41,n:1
841381,41,n:1
841382,41,n:1
841391,42,n:1
841392,42,n:1
841410,41,n:1
841420,41,n:1
841430,41,n:1
841440,41,n:1
841451,61,n:1
841459,41,n:1
841460,61,n:1
841480,41,n:1
841490,42,n:1
841510,61,n:1
841520,53,n:1
841581,41,n:1
841582,41,n:1
841583,41,n:1
841590,42,n:1
841610,41,n:1
841620,41,n:1
841630,41,n:1
841690,42,n:1
841710,41,n:1
841720,41,n:1
841780,41,n:1
841790,42,n:1
841810,61,n:1
841821,61,n:1
841829,61,n:1
841830,61,n:1
841840,61,n:1
841850,41,n:1
841861,41,n:1
841869,41,n:1
841891,42,n:1
841899,42,n:1
841911,41,n:1
841919,41,n:1
841920,41,n:1
841931,41,n:1
841932,41,n:1
841939,41,n:1
841940,41,n:1
841950,41,n:1
841960,41,n:1
841981,41,n:1
841989,41,n:1
841990,42,n:1
842010,41,n:1
842091,42,n:1
842099,42,n:1
842111,41,n:1
842112,41,n:1
842119,41,n:1
842121,41,n:1
842122,41,n:1
842123,41,n:1
842129,41,n:1
842131,41,n:1
842139,41,n:1
842191,42,n:1
842199,42,n:1
842211,61,n:1
842219,41,n:1
842220,41,n:1
842230,41,n:1
842240,41,n:1
842290,42,n:1
842310,62,n:1
842320,41,n:1
842330,41,n:1
842381,41,n:1
842382,41,n:1
842389,41,n:1
842390,42,n:1
842410,41,n:1
842420,41,n:1
842430,41,n:1
842441,41,n:1
842449,41,n:1
842482,41,n:1
842489,41,n:1
842490,42,n:1
842511,41,n:1
842519,41,n:1
842531,41,n:1
842539,41,n:1
842541,41,n:1
842542,41,n:1
842549,41,n:1
842611,41,n:1
842612,41,n:1
842619,41,n:1
842620,41,n:1
842630,41,n:1
842641,41,n:1
842649,41,n:1
842691,41,n:1
842699,41,n:1
842710,41,n:1
842720,41,n:1
842790,41,n:1
842810,41,n:1
842820,41,n:1
842831,41,n:1
842832,41,n:1
842833,41,n:1
842839,41,n:1
842840,41,n:1
842860,41,n:1
842890,41,n:1
842911,41,n:1
842919,41,n:1
842920,41,n:1
842930,41,n:1
842940,41,n:1
842951,41,n:1
842952,41,n:1
842959,41,n:1
843010,41,n:1
843020,41,n:1
843031,41,n:1
843039,41,n:1
843041,41,n:1
843049,41,n:1
843050,41,n:1
843061,41,n:1
843069,41,n:1
843110,42,n:1
843120,42,n:1
843131,42,n:1
843139,42,n:1
843141,42,n:1
843142,42,n:1
843143,42,n:1
843149,42,n:1
843210,41,n:1
843221,41,n:1
843229,41,n:1
843231,41,n:1
843239,41,n:1
843241,41,n:1
843242,41,n:1
843280,41,n:1
843290,42,n:1
843311,61,n:1
843319,61,n:1
843320,41,n:1
843330,41,n:1
843340,41,n:1
843351,41,n:1
843352,41,n:1
843353,41,n:1
843359,41,n:1
843360,41,n:1
843390,42,n:1
843410,41,n:1
843420,41,n:1
843490,42,n:1
843510,41,n:1
843590,42,n:1
843610,41,n:1
843621,41,n:1
843629,41,n:1
843680,41,n:1
843691,42,n:1
843699,42,n:1
843710,41,n:1
843780,41,n:1
843790,42,n:1
843810,41,n:1
843820,41,n:1
843830,41,n:1
843840,41,n:1
843850,41,n:1
843860,41,n:1
843880,41,n:1
843890,42,n:1
843910,41,n:1
843920,41,n:1
843930,41,n:1
843991,42,n:1
843999,42,n:1
844010,41,n:1
844090,42,n:1
844110,41,n:1
844120,41,n:1
844130,41,n:1
844140,41,n:1
844180,41,n:1
844190,42,n:1
844230,41,n:1
844240,42,n:1
844250,42,n:1
844311,41,n:1
844312,41,n:1
844313,41,n:1
844314,41,n:1
844315,41,n:1
844316,41,n:1
844317,41,n:1
844319,41,n:1
844331,41,n:1
844332,41,n:1
844339,41,n:1
844391,41,n:n
844391,42,n:n
844399,41,n:n
844399,42,n:n
844400,41,n:1
844511,41,n:1
844512,41,n:1
844513,41,n:1
844519,41,n:1
844520,41,n:1
844530,41,n:1
844540,41,n:1
844590,41,n:1
844610,41,n:1
844621,41,n:1
844629,41,n:1
844630,41,n:1
844711,41,n:1
844712,41,n:1
844720,41,n:1
844790,41,n:1
844811,42,n:1
844819,42,n:1
844820,42,n:1
844831,42,n:1
844832,42,n:1
844833,42,n:1
844839,42,n:1
844842,42,n:1
844849,42,n:1
844851,42,n:1
844859,42,n:1
844900,41,n:1
845011,61,n:1
845012,61,n:1
845019,61,n:1
845020,41,n:1
845090,42,n:1
845110,41,n:1
845121,61,n:1
845129,41,n:1
845130,41,n:1
845140,41,n:1
845150,41,n:1
845180,41,n:1
845190,42,n:1
845210,61,n:1
845221,41,n:1
845229,41,n:1
845230,42,n:1
845290,42,n:1
845310,41,n:1
845320,41,n:1
845380,41,n:1
845390,42,n:1
845410,41,n:1
845420,41,n:1
845430,41,n:1
845490,42,n:1
845510,41,n:1
845521,41,n:1
845522,41,n:1
845530,42,n:1
845590,42,n:1
845611,41,n:1
845612,41,n:1
845620,41,n:1
845630,41,n:1
845640,41,n:1
845650,41,n:1
845690,41,n:1
845710,41,n:1
845720,41,n:1
845730,41,n:1
845811,41,n:1
845819,41,n:1
845891,41,n:1
845899,41,n:1
845910,41,n:1
845921,41,n:1
845929,41,n:1
845931,41,n:1
845939,41,n:1
845941,41,n:1
845949,41,n:1
845951,41,n:1
845959,41,n:1
845961,41,n:1
845969,41,n:1
845970,41,n:1
846012,41,n:1
846019,41,n:1
846022,41,n:1
846023,41,n:1
846024,41,n:1
846029,41,n:1
846031,41,n:1
846039,41,n:1
846040,41,n:1
846090,41,n:1
846120,41,n:1
846130,41,n:1
846140,41,n:1
846150,41,n:1
846190,41,n:1
846210,41,n:1
846221,41,n:1
846229,41,n:1
846231,41,n:1
846239,41,n:1
846241,41,n:1
846249,41,n:1
846291,41,n:1
846299,41,n:1
846310,41,n:1
846320,41,n:1
846330,41,n:1
846390,41,n:1
846410,41,n:1
846420,41,n:1
846490,41,n:1
846510,41,n:1
846520,41,n:1
846591,41,n:1
846592,41,n:1
846593,41,n:1
846594,41,n:1
846595,41,n:1
846596,41,n:1
846599,41,n:1
846610,42,n:1
846620,42,n:1
846630,42,n:1
846691,42,n:1
846692,42,n:1
846693,42,n:1
846694,42,n:1
846711,41,n:1
846719,41,n:1
846721,41,n:1
846722,41,n:1
846729,41,n:1
846781,41,n:1
846789,41,n:1
846791,42,n:1
846792,42,n:1
846799,42,n:1
846810,41,n:1
846820,41,n:1
846880,41,n:1
846890,42,n:1
847010,62,n:1
847021,41,n:1
847029,41,n:1
847030,41,n:1
847050,41,n:1
847090,41,n:1
847130,41,n:1
847141,41,n:1
847149,41,n:1
847150,41,n:1
847160,41,n:1
847170,41,n:1
847180,41,n:1
847190,41,n:1
847210,41,n:1
847230,41,n:1
847290,41,n:1
847321,42,n:1
847329,42,n:1
847330,42,n:1
847340,42,n:1
847350,42,n:1
847410,41,n:1
847420,41,n:1
847431,41,n:1
847432,41,n:1
847439,41,n:1
847480,41,n:1
847490,42,n:1
847510,41,n:1
847521,41,n:1
847529,41,n:1
847590,42,n:1
847621,41,n:1
847629,41,n:1
847681,41,n:1
847689,41,n:1
847690,42,n:1
847710,41,n:1
847720,41,n:1
847730,41,n:1
847740,41,n:1
847751,41,n:1
847759,41,n:1
847780,41,n:1
847790,42,n:1
847810,41,n:1
847890,42,n:1
847910,41,n:1
847920,41,n:1
847930,41,n:1
847940,41,n:1
847950,41,n:1
847960,41,n:1
847971,41,n:1
847979,41,n:1
847981,41,n:1
847982,41,n:1
847989,41,n:1
847990,42,n:1
848010,41,n:1
848020,41,n:1
848030,41,n:1
