"SITC, Rev. 2",BEC,Relationship
67454,22,n to 1
67461,22,n to 1
67462,22,n to 1
67463,22,n to 1
67464,22,n to 1
6747,22,n to 1
67491,22,n to 1
67492,22,n to 1
67493,22,n to 1
67494,22,n to 1
67501,22,n to 1
67502,22,n to 1
67504,22,n to 1
67505,22,n to 1
67601,22,n to 1
67602,22,n to 1
67701,22,n to 1
67702,22,n to 1
67704,22,n to 1
67705,22,n to 1
6781,22,n to 1
6782,22,n to 1
6783,22,n to 1
6784,22,n to 1
6785,22,n to 1
6793,22,n to n
6793,41,n to n
67941,22,n to n
67941,41,n to n
67942,22,n to n
67942,41,n to n
68112,22,n to 1
68113,22,n to 1
68114,22,n to 1
68122,22,n to 1
68123,22,n to 1
68124,22,n to 1
68125,22,n to 1
68211,22,n to 1
68212,22,n to 1
68213,22,n to 1
68221,22,n to 1
68222,22,n to 1
68223,22,n to 1
68224,22,n to 1
68225,22,n to 1
68226,22,n to 1
6831,22,n to 1
68321,22,n to 1
68322,22,n to 1
68323,22,n to 1
68324,22,n to 1
6841,22,n to 1
68421,22,n to 1
68422,22,n to 1
68423,22,n to 1
68424,22,n to 1
68425,22,n to 1
68426,22,n to 1
68511,22,n to 1
68512,22,n to 1
68513,22,n to 1
68521,22,n to 1
68522,22,n to 1
68523,22,n to 1
68524,22,n to 1
6861,22,n to 1
68631,22,n to 1
68632,22,n to 1
68633,22,n to 1
68634,22,n to 1
6871,22,n to 1
68721,22,n to 1
68722,22,n to 1
68723,22,n to 1
68724,22,n to 1
6880,22,n to 1
68911,21,n to n
68911,22,n to n
68912,21,n to n
68912,22,n to n
68913,21,n to n
68913,22,n to n
68914,21,n to 1
68915,22,n to 1
68991,21,n to n
68991,22,n to n
68999,21,n to n
68999,22,n to n
6911,22,n to 1
6912,22,n to 1
69211,41,n to 1
69213,41,n to 1
69241,41,n to 1
69242,41,n to 1
69243,41,n to 1
69244,41,n to 1
69311,22,n to 1
69312,22,n to 1
69313,22,n to 1
6932,22,n to 1
69351,22,n to 1
69352,22,n to n
69352,61,n to n
69401,22,n to 1
69402,22,n to 1
69403,22,n to 1
6951,41,n to 1
69531,41,n to n
69531,42,n to n
69532,41,n to 1
69533,41,n to 1
69534,41,n to 1
69539,41,n to n
69539,62,n to n
69541,41,n to n
69541,42,n to n
69542,42,n to 1
69543,42,n to 1
69603,22,n to n
69603,63,n to n
69604,62,n to 1
69605,22,n to n
69605,41,n to n
69605,62,n to n
69606,62,n to 1
69607,42,n to n
69607,62,n to n
69608,42,n to n
69608,62,n to n
69731,61,n to 1
69732,61,n to 1
69733,22,n to 1
69734,22,n to n
69734,61,n to n
69734,62,n to n
69735,41,n to n
69735,42,n to n
69741,22,n to n
69741,41,n to n
69741,62,n to n
69742,61,n to n
69742,62,n to n
69743,62,n to 1
69751,22,n to 1
69752,22,n to 1
69753,22,n to 1
69781,61,n to 1
69782,41,n to n
69782,62,n to n
69782,63,n to n
69911,22,n to 1
69912,41,n to 1
69913,22,n to n
69913,53,n to n
6992,22,n to 1
69931,63,n to 1
69932,62,n to n
69932,63,n to n
69933,22,n to 1
69941,22,n to 1
69942,22,n to n
69942,61,n to n
69961,22,n to 1
69962,22,n to 1
69963,22,n to 1
69964,22,n to 1
69965,22,n to 1
69971,53,n to 1
69979,22,n to n
69979,41,n to n
69979,62,n to n
69979,63,n to n
69981,22,n to n
69981,41,n to n
69981,61,n to n
69981,62,n to n
69981,63,n to n
69982,22,n to n
69982,41,n to n
69982,62,n to n
69982,63,n to n
69983,22,n to n
69983,41,n to n
69983,62,n to n
69983,63,n to n
69984,22,n to n
69984,41,n to n
69984,62,n to n
69985,22,n to n
69985,41,n to n
69985,62,n to n
69985,63,n to n
69986,22,n to n
69986,41,n to n
69991,22,n to 1
69992,22,n to 1
69993,22,n to 1
69994,22,n to 1
69995,22,n to 1
69999,21,n to n
69999,22,n to n
7111,41,n to 1
7112,41,n to 1
71191,42,n to 1
71199,42,n to 1
7126,41,n to 1
7129,42,n to 1
71311,53,n to 1
71319,53,n to 1
7132,41,n to n
7132,53,n to n
71331,522,n to 1
71332,53,n to 1
7138,41,n to 1
7139,53,n to 1
7144,53,n to 1
71481,53,n to 1
71488,53,n to 1
71491,42,n to n
71491,53,n to n
71499,42,n to n
71499,53,n to n
7161,41,n to 1
71621,41,n to 1
71622,41,n to 1
71623,41,n to 1
7163,41,n to 1
7169,42,n to 1
7187,41,n to n
7187,42,n to n
71881,41,n to 1
71882,41,n to 1
71888,41,n to 1
71889,42,n to 1
72111,41,n to 1
72112,41,n to 1
72113,41,n to 1
72118,41,n to 1
72119,42,n to 1
72121,61,n to 1
72122,41,n to 1
72123,41,n to 1
72124,41,n to 1
72129,42,n to 1
72131,41,n to 1
72138,41,n to 1
72139,42,n to 1
72191,41,n to 1
72197,41,n to 1
72198,42,n to 1
72199,42,n to 1
7223,41,n to 1
7224,41,n to 1
7233,41,n to n
7233,42,n to n
72341,41,n to 1
72342,41,n to 1
72343,41,n to 1
72344,41,n to 1
72345,41,n to 1
72346,41,n to 1
72348,41,n to 1
7239,22,n to n
7239,42,n to n
72431,41,n to n
72431,61,n to n
72439,42,n to 1
72441,41,n to 1
72442,41,n to 1
72443,41,n to n
72443,42,n to n
72449,42,n to 1
72451,41,n to 1
72452,41,n to 1
72453,41,n to 1
72454,41,n to 1
72461,42,n to 1
72469,42,n to 1
72471,41,n to n
72471,61,n to n
72472,41,n to 1
72473,41,n to n
72473,61,n to n
72474,41,n to 1
72479,41,n to n
72479,42,n to n
7248,41,n to n
7248,42,n to n
72511,41,n to 1
72512,41,n to 1
7252,41,n to 1
72591,42,n to 1
72599,42,n to 1
72631,41,n to 1
72632,42,n to 1
72641,41,n to 1
72642,41,n to 1
72671,41,n to 1
72672,41,n to n
72672,42,n to n
72681,41,n to 1
72689,42,n to 1
72691,42,n to 1
72699,41,n to n
72699,42,n to n
72711,41,n to 1
72719,42,n to 1
72721,41,n to 1
72722,41,n to n
72722,42,n to n
72729,42,n to 1
72811,41,n to 1
72812,41,n to 1
72819,42,n to 1
72831,41,n to 1
72832,41,n to 1
72833,41,n to 1
72834,41,n to 1
72839,42,n to 1
72841,41,n to n
72841,42,n to n
72842,41,n to 1
72843,41,n to 1
72844,41,n to 1
72845,41,n to 1
72848,22,n to n
72848,41,n to n
72848,61,n to n
72848,62,n to n
72848,63,n to n
72849,22,n to n
72849,42,n to n
72849,63,n to n
73611,41,n to 1
73612,41,n to 1
73613,41,n to 1
73614,41,n to 1
73615,41,n to 1
73616,41,n to 1
73617,41,n to 1
73618,41,n to 1
73619,41,n to 1
73621,41,n to 1
73622,41,n to 1
73623,41,n to 1
73628,41,n to 1
7367,41,n to 1
7368,42,n to 1
7369,42,n to 1
73711,41,n to 1
73719,42,n to 1
73721,41,n to 1
73729,42,n to 1
73731,22,n to n
73731,41,n to n
73731,42,n to n
73731,61,n to n
73732,41,n to n
73732,42,n to n
7411,41,n to n
7411,42,n to n
7412,41,n to n
7412,42,n to n
74131,41,n to n
74131,42,n to n
74132,41,n to n
74132,42,n to n
74141,41,n to n
74141,61,n to n
74149,42,n to 1
7415,41,n to n
7415,42,n to n
7415,53,n to n
7415,61,n to n
7416,41,n to 1
7421,41,n to 1
7422,41,n to 1
7423,41,n to 1
74281,41,n to 1
74288,41,n to 1
7429,42,n to 1
7431,41,n to 1
7432,42,n to 1
7433,41,n to n
7433,42,n to n
7434,41,n to n
7434,42,n to n
7434,61,n to n
7435,41,n to 1
7436,41,n to 1
7439,41,n to n
7439,42,n to n
74411,41,n to 1
74419,22,n to n
74419,42,n to n
74419,63,n to n
74421,41,n to 1
74422,41,n to 1
74423,41,n to 1
74424,41,n to 1
74425,41,n to 1
74428,41,n to 1
7449,42,n to 1
74511,41,n to 1
74519,42,n to 1
74521,41,n to n
74521,42,n to n
74522,41,n to 1
74523,42,n to 1
74524,22,n to n
74524,41,n to n
74524,42,n to n
74524,61,n to n
74525,41,n to n
74525,62,n to n
74526,42,n to 1
74527,41,n to n
74527,42,n to n
7491,42,n to 1
7492,42,n to 1
7493,42,n to 1
74991,41,n to 1
74992,42,n to 1
74999,42,n to 1
75111,41,n to 1
75112,41,n to 1
75118,41,n to 1
75121,41,n to n
75121,62,n to n
75122,41,n to 1
75123,41,n to 1
75128,41,n to 1
75181,41,n to 1
75182,41,n to 1
75188,41,n to 1
7521,41,n to 1
7522,41,n to 1
7523,41,n to 1
7524,41,n to 1
7525,41,n to n
7525,61,n to n
7528,41,n to 1
75911,42,n to 1
75915,41,n to n
75915,42,n to n
75919,41,n to n
75919,42,n to n
7599,41,n to n
7599,42,n to n
7611,41,n to n
7611,61,n to n
7612,41,n to n
7612,61,n to n
7621,53,n to 1
7622,61,n to 1
7628,41,n to 1
76311,41,n to n
76311,61,n to n
76318,41,n to n
76318,61,n to n
76381,41,n to n
76381,61,n to n
76388,41,n to n
76388,61,n to n
76388,62,n to n
7641,41,n to n
7641,62,n to n
7642,41,n to 1
7643,41,n to n
7643,521,n to n
7643,62,n to n
76481,41,n to 1
76482,41,n to n
76482,61,n to n
76483,41,n to 1
76491,41,n to n
76491,42,n to n
76492,42,n to 1
76493,42,n to n
76493,53,n to n
76499,42,n to 1
77111,41,n to 1
77118,41,n to 1
77121,41,n to 1
77122,41,n to 1
77129,42,n to 1
7721,42,n to 1
7722,42,n to 1
7723,42,n to 1
7731,22,n to n
7731,53,n to n
77321,22,n to 1
77322,42,n to 1
77323,42,n to 1
77324,42,n to 1
77325,22,n to 1
77326,22,n to 1
77327,22,n to 1
7741,41,n to 1
7742,41,n to n
7742,42,n to n
77511,61,n to 1
77512,61,n to 1
77521,61,n to 1
77522,61,n to 1
7753,61,n to 1
7754,22,n to n
7754,61,n to n
77571,41,n to n
77571,61,n to n
77572,41,n to n
77572,61,n to n
77573,61,n to 1
77578,41,n to n
77578,61,n to n
77579,22,n to n
77579,42,n to n
77581,22,n to 1
77582,61,n to 1
77583,41,n to n
77583,61,n to n
77584,61,n to 1
77585,62,n to 1
77586,41,n to n
77586,61,n to n
77587,22,n to 1
77589,22,n to 1
7761,42,n to 1
7762,42,n to 1
7763,42,n to 1
7764,21,n to n
7764,41,n to n
7764,42,n to n
7764,62,n to n
77681,42,n to 1
77689,41,n to n
77689,42,n to n
77689,62,n to n
77811,22,n to n
77811,63,n to n
77812,21,n to n
77812,42,n to n
77812,53,n to n
77819,22,n to 1
77821,42,n to n
77821,53,n to n
77821,63,n to n
77822,42,n to 1
77824,42,n to 1
77829,22,n to 1
77831,53,n to 1
77832,22,n to n
77832,53,n to n
7784,41,n to n
7784,42,n to n
77881,41,n to 1
77882,41,n to n
77882,42,n to n
77883,41,n to n
77883,42,n to n
77884,41,n to n
77884,42,n to n
77885,41,n to n
77885,42,n to n
77885,62,n to n
77886,22,n to n
77886,41,n to n
77886,42,n to n
77886,62,n to n
77887,42,n to 1
77889,21,n to n
77889,42,n to n
7810,51,n to 1
7821,51,n to n
7821,521,n to n
7821,522,n to n
7822,521,n to 1
7831,521,n to 1
7832,521,n to 1
7841,53,n to 1
7842,53,n to 1
7849,22,n to n
7849,53,n to n
7849,63,n to n
7851,522,n to 1
7852,22,n to n
7852,522,n to n
7852,62,n to n
7852,63,n to n
78531,522,n to 1
78539,22,n to n
78539,53,n to n
78539,63,n to n
78611,522,n to 1
78612,521,n to 1
78613,521,n to 1
78681,41,n to n
78681,521,n to n
78689,22,n to n
78689,42,n to n
78689,53,n to n
78689,63,n to n
7911,521,n to 1
7912,521,n to 1
7913,521,n to 1
7914,521,n to 1
79151,521,n to 1
79152,521,n to 1
79191,22,n to n
79191,41,n to n
79191,63,n to n
79199,22,n to n
79199,53,n to n
79199,63,n to n
7921,521,n to 1
7922,522,n to 1
7923,521,n to 1
7924,521,n to 1
79281,521,n to n
79281,522,n to n
79281,7,n to n
79282,521,n to n
79282,522,n to n
79283,22,n to n
79283,63,n to n
79283,7,n to n
7929,22,n to n
7929,53,n to n
7929,63,n to n
7929,7,n to n
7931,7,n to 1
79321,522,n to 1
79322,521,n to 1
79323,521,n to 1
79324,521,n to 1
79328,521,n to n
79328,7,n to n
7933,21,n to 1
79381,521,n to 1
79382,41,n to 1
79383,21,n to n
79383,41,n to n
79383,522,n to n
8121,41,n to n
8121,42,n to n
8122,22,n to 1
81241,22,n to n
81241,62,n to n
81242,22,n to n
81242,62,n to n
81243,22,n to 1
82111,41,n to n
82111,53,n to n
82111,61,n to n
82111,62,n to n
82119,22,n to 1
82121,41,n to 1
82122,62,n to 1
82191,41,n to 1
82192,41,n to n
82192,61,n to n
82199,22,n to n
82199,61,n to n
83101,62,n to 1
83102,62,n to 1
83103,62,n to 1
83109,22,n to n
83109,62,n to n
84211,62,n to n
84211,63,n to n
84219,62,n to n
84219,63,n to n
84221,62,n to n
84221,63,n to n
84222,62,n to n
84222,63,n to n
84223,62,n to n
84223,63,n to n
84229,62,n to n
84229,63,n to n
84231,62,n to n
84231,63,n to n
84232,62,n to n
84232,63,n to n
84233,62,n to n
84233,63,n to n
84239,62,n to n
84239,63,n to n
84241,62,n to n
84241,63,n to n
84242,62,n to n
84242,63,n to n
84243,62,n to n
84243,63,n to n
84249,62,n to n
84249,63,n to n
84291,62,n to n
84291,63,n to n
84292,62,n to n
84292,63,n to n
84293,62,n to n
84293,63,n to n
84294,62,n to n
84294,63,n to n
84299,62,n to n
84299,63,n to n
84311,62,n to n
84311,63,n to n
84312,62,n to n
84312,63,n to n
84313,62,n to n
84313,63,n to n
84319,62,n to n
84319,63,n to n
84321,62,n to n
84321,63,n to n
84322,62,n to n
84322,63,n to n
84323,62,n to n
84323,63,n to n
84329,62,n to n
84329,63,n to n
84331,62,n to n
84331,63,n to n
84332,62,n to n
84332,63,n to n
84333,62,n to n
84333,63,n to n
84339,62,n to n
84339,63,n to n
84341,62,n to n
84341,63,n to n
84342,62,n to n
84342,63,n to n
84343,62,n to n
84343,63,n to n
84349,62,n to n
84349,63,n to n
84351,62,n to n
84351,63,n to n
84352,62,n to n
84352,63,n to n
84359,62,n to n
84359,63,n to n
84391,62,n to n
84391,63,n to n
84392,62,n to n
84392,63,n to n
84393,62,n to n
84393,63,n to n
84394,62,n to n
84394,63,n to n
84399,62,n to n
84399,63,n to n
84411,62,n to n
84411,63,n to n
84412,62,n to n
84412,63,n to n
84419,62,n to n
84419,63,n to n
84421,62,n to n
84421,63,n to n
84422,62,n to n
84422,63,n to n
84429,62,n to n
84429,63,n to n
84431,62,n to n
84431,63,n to n
84432,62,n to n
84432,63,n to n
84439,62,n to n
84439,63,n to n
84511,62,n to 1
84512,62,n to 1
84513,62,n to 1
84514,62,n to 1
84519,62,n to 1
84521,62,n to 1
84522,62,n to 1
84523,62,n to 1
84524,62,n to 1
84529,62,n to 1
84591,62,n to n
84591,63,n to n
84592,62,n to n
84592,63,n to n
84593,62,n to n
84593,63,n to n
84594,62,n to n
84594,63,n to n
84599,62,n to n
84599,63,n to n
84611,62,n to n
84611,63,n to n
84619,62,n to n
84619,63,n to n
84621,62,n to 1
84629,62,n to n
84629,63,n to n
84631,62,n to n
84631,63,n to n
84632,62,n to 1
84633,63,n to 1
84634,62,n to n
84634,63,n to n
84641,62,n to n
84641,63,n to n
84649,62,n to n
84649,63,n to n
84651,63,n to 1
84652,63,n to 1
84711,63,n to 1
84712,63,n to 1
84713,63,n to 1
84714,62,n to n
84714,63,n to n
84719,41,n to n
84719,62,n to n
84719,63,n to n
84721,62,n to n
84721,63,n to n
84722,62,n to n
84722,63,n to n
84723,62,n to n
84723,63,n to n
8481,62,n to 1
84821,63,n to 1
84822,22,n to n
84822,63,n to n
84831,22,n to n
84831,62,n to n
84832,62,n to 1
84841,62,n to 1
84842,62,n to 1
84843,62,n to 1
84848,22,n to 1
84849,62,n to 1
85101,62,n to 1
85102,62,n to 1
85103,62,n to 1
85104,62,n to 1
85105,62,n to n
85105,63,n to n
87101,41,n to n
87101,42,n to n
87101,61,n to n
87102,41,n to n
87102,42,n to n
87103,41,n to n
87103,42,n to n
87104,41,n to n
87104,42,n to n
87109,22,n to n
87109,41,n to n
87109,42,n to n
87109,53,n to n
87201,41,n to 1
87202,21,n to n
87202,22,n to n
87202,41,n to n
87203,41,n to 1
8731,41,n to 1
8732,41,n to 1
87411,41,n to n
87411,42,n to n
87412,41,n to n
87412,42,n to n
87421,41,n to 1
87429,42,n to 1
8743,41,n to 1
8744,41,n to 1
87451,41,n to 1
87452,41,n to 1
87453,41,n to n
87453,42,n to n
87454,41,n to 1
87481,41,n to 1
87482,41,n to n
87482,521,n to n
87483,41,n to 1
87484,41,n to 1
87489,41,n to 1
8749,41,n to n
8749,42,n to n
8749,53,n to n
88111,41,n to n
88111,61,n to n
88112,42,n to 1
88119,22,n to 1
88121,41,n to n
88121,61,n to n
88121,62,n to n
88122,41,n to n
88122,61,n to n
88122,62,n to n
88129,42,n to 1
88131,41,n to n
88131,42,n to n
88131,61,n to n
88139,41,n to n
88139,42,n to n
8821,22,n to 1
88221,22,n to 1
88222,22,n to n
88222,63,n to n
88223,22,n to n
88223,63,n to n
88224,22,n to 1
88225,22,n to 1
8830,22,n to 1
88411,22,n to n
88411,63,n to n
88412,22,n to 1
88421,22,n to 1
88422,62,n to 1
88511,61,n to 1
88512,61,n to 1
88513,22,n to 1
88514,22,n to 1
88521,53,n to 1
88522,61,n to 1
88523,41,n to 1
88524,41,n to 1
88525,22,n to 1
88526,22,n to 1
88529,22,n to 1
89211,63,n to 1
89212,63,n to 1
89213,62,n to n
89213,63,n to n
8922,63,n to 1
89241,22,n to n
89241,63,n to n
89242,63,n to 1
89281,22,n to 1
89282,22,n to n
89282,63,n to n
89283,22,n to 1
89284,63,n to 1
89285,62,n to 1
89286,22,n to n
89286,63,n to n
89289,22,n to n
89289,63,n to n
8931,22,n to 1
8932,22,n to n
8932,62,n to n
8933,21,n to n
8933,22,n to n
8933,62,n to n
8933,63,n to n
8935,21,n to n
8935,22,n to n
8935,62,n to n
8935,63,n to n
89391,22,n to 1
89392,22,n to 1
89393,22,n to n
89393,62,n to n
89394,22,n to 1
89399,21,n to n
89399,22,n to n
89399,41,n to n
89399,62,n to n
89399,63,n to n
8941,22,n to n
8941,61,n to n
8941,63,n to n
89421,22,n to n
89421,522,n to n
89421,53,n to n
89421,62,n to n
89421,63,n to n
89422,22,n to n
89422,62,n to n
89422,63,n to n
89423,22,n to n
89423,41,n to n
89423,42,n to n
89423,62,n to n
89423,63,n to n
89424,41,n to n
89424,62,n to n
89424,63,n to n
89425,63,n to 1
89461,41,n to n
89461,61,n to n
89462,61,n to 1
89463,22,n to n
89463,42,n to n
89463,7,n to n
89471,62,n to n
89471,63,n to n
89472,62,n to n
89472,63,n to n
89473,41,n to 1
89511,41,n to 1
89512,22,n to 1
89521,22,n to n
89521,63,n to n
89522,22,n to 1
89523,62,n to n
89523,63,n to n
89591,22,n to 1
89592,62,n to 1
89593,22,n to 1
89594,22,n to 1
89595,21,n to n
89595,22,n to n
89595,62,n to n
89595,63,n to n
89601,62,n to 1
89602,61,n to 1
89603,61,n to 1
89604,61,n to 1
89605,61,n to 1
89606,61,n to 1
8972,62,n to 1
89731,61,n to n
89731,62,n to n
89732,61,n to 1
89733,61,n to n
89733,62,n to n
8974,41,n to 1
89811,61,n to 1
89819,61,n to 1
89821,61,n to 1
89822,61,n to 1
89823,61,n to 1
89824,61,n to 1
89825,61,n to 1
89829,61,n to 1
89831,41,n to n
89831,42,n to n
89831,62,n to n
89832,41,n to n
89832,42,n to n
89832,62,n to n
8989,22,n to n
8989,61,n to n
89911,22,n to n
89911,62,n to n
89919,22,n to n
89919,62,n to n
89931,63,n to 1
89932,63,n to 1
89934,22,n to n
89934,62,n to n
89934,63,n to n
89935,62,n to 1
89939,22,n to n
89939,63,n to n
89941,62,n to 1
89942,62,n to 1
89949,22,n to 1
89961,61,n to 1
89962,61,n to n
89962,62,n to n
89971,22,n to n
89971,62,n to n
89972,22,n to n
89972,62,n to n
89972,63,n to n
89981,22,n to 1
89982,63,n to 1
89983,22,n to n
89983,62,n to n
89984,22,n to 1
89985,62,n to 1
89986,62,n to 1
89987,41,n to 1
89991,22,n to n
89991,62,n to n
89992,22,n to n
89992,63,n to n
89993,22,n to 1
89994,22,n to 1
89995,62,n to 1
89997,62,n to 1
89998,22,n to n
89998,63,n to n
89998,7,n to n
9410,111,n to n
9410,112,n to n
95101,22,n to n
95101,63,n to n
95101,7,n to n
95102,7,n to 1
95104,7,n to 1
95105,7,n to 1
95106,42,n to n
95106,7,n to n
95109,22,n to n
95109,7,n to n
9610,7,n to 1
97101,22,n to 1
97102,22,n to 1
97103,21,n to 1
