HS 2002 Product Code,HS 2002 Product Description,ISIC Revision 2 Product Code,ISIC Revision 2 Product Description
210410,Soups and broths and preparations therefor,3121,Manufacture of food products not elsewhere classified
210420,Homogenised composite food preparations,3121,Manufacture of food products not elsewhere classified
210500,"Ice cream and other edible ice, whether or not containing cocoa.",3121,Manufacture of food products not elsewhere classified
210610,Protein concentrates and textured protein substances,3121,Manufacture of food products not elsewhere classified
210690,Other,3121,Manufacture of food products not elsewhere classified
220110,Mineral waters and aerated waters,3134,Sort drings and carbonated waters industries
220190,Other,3134,Sort drings and carbonated waters industries
220210,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured",3134,Sort drings and carbonated waters industries
220290,Other,3134,Sort drings and carbonated waters industries
220300,Beer made from malt.,3133,Malt liqors and malt
220410,Sparkling wine,3132,Wine industries
220421,In containers holding 2 l or less,3132,Wine industries
220429,Other,3132,Wine industries
220430,Other grape must,3131,"Distilling, rectifying and blending spirits"
220510,In containers holding 2 l or less,3132,Wine industries
220590,Other,3132,Wine industries
220600,"Other fermented beverages (for example, cider, perry, mead); mixtures of fermented beverages and mixtures of fermented beverages and nonalcoholic beverages, not elsewhere specified or included.",3132,Wine industries
220710,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,3511,Manufacture of basic industrial chemicals except fertilizer
220720,"Ethyl alcohol and other spirits, denatured, of any strength",3511,Manufacture of basic industrial chemicals except fertilizer
220820,Spirits obtained by distilling grape wine or grape marc,3134,Sort drings and carbonated waters industries
220830,Whiskies,3134,Sort drings and carbonated waters industries
220840,Rum and tafia,3134,Sort drings and carbonated waters industries
220850,Gin and Geneva,3134,Sort drings and carbonated waters industries
220860,Vodka,3134,Sort drings and carbonated waters industries
220870,Liqueurs and cordials,3134,Sort drings and carbonated waters industries
220890,Other,3134,Sort drings and carbonated waters industries
220900,Vinegar and substitutes for vinegar obtained from acetic acid.,3121,Manufacture of food products not elsewhere classified
230110,"Flours, meals and pellets, of meat or meat offal; greaves",3111,"Slaughtering, preparing and preserving meat"
230120,"Flours, meals and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates",3114,"Canning, preserving and processing of fish, crustacea and similar foods"
230210,Of maize (corn),3116,Grain mill products
230220,Of rice,3116,Grain mill products
230230,Of wheat,3116,Grain mill products
230240,Of other cereals,3116,Grain mill products
230250,Of leguminous plants,3116,Grain mill products
230310,Residues of starch manufacture and similar residues,3118,Sugar factories and refineries
230320,"Beetpulp, bagasse and other waste of sugar manufacture",3118,Sugar factories and refineries
230330,Brewing or distilling dregs and waste,3118,Sugar factories and refineries
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soyabean oil.",3115,Manufacture of vegetable and animal oils and fats
230500,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of groundnut oil.",3115,Manufacture of vegetable and animal oils and fats
230610,Of cotton seeds,3115,Manufacture of vegetable and animal oils and fats
230620,Of linseed,3115,Manufacture of vegetable and animal oils and fats
230630,Of sunflower seeds,3115,Manufacture of vegetable and animal oils and fats
230641,Of low erucic acid rape or colza seeds,3115,Manufacture of vegetable and animal oils and fats
230649,Other,3115,Manufacture of vegetable and animal oils and fats
230650,Of coconut or copra,3115,Manufacture of vegetable and animal oils and fats
230660,Of palm nuts or kernels,3115,Manufacture of vegetable and animal oils and fats
230670,Of maize (corn) germ,3115,Manufacture of vegetable and animal oils and fats
230690,Other,3115,Manufacture of vegetable and animal oils and fats
230700,Wine lees; argol.,3132,Wine industries
230800,"Vegetable materials and vegetable waste, vegetable residues and byproducts, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included.",1110,Agricultural and livestock production
230910,"Dog or cat food, put up for retail sale",3122,Manufacture of prepared animal feeds
230990,Other,3122,Manufacture of prepared animal feeds
240110,"Tobacco, not stemmed/stripped",1110,Agricultural and livestock production
240120,"Tobacco, partly or wholly stemmed/stripped",1110,Agricultural and livestock production
240130,Tobacco refuse,1110,Agricultural and livestock production
240210,"Cigars, cheroots and cigarillos, containing tobacco",3140,Tobacco manufactures
240220,Cigarettes containing tobacco,3140,Tobacco manufactures
240290,Other,3140,Tobacco manufactures
240310,"Smoking tobacco, whether or not containing tobacco substitutes  in any proportion",3140,Tobacco manufactures
240391,Homogenised or reconstituted tobacco,3140,Tobacco manufactures
240399,Other,3140,Tobacco manufactures
250100,"Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anticaking or freeflowing agents; sea water.",2903,Salt mining
250200,Unroasted iron pyrites.,2902,Chemical and fertilizer mineral mining
250300,"Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur.",2902,Chemical and fertilizer mineral mining
250410,In powder or in flakes,2909,Mining and quarrying not elsewhere classified
250490,Other,2909,Mining and quarrying not elsewhere classified
250510,Silica sands and quartz sands,2901,"Stone quarrying, clay and sand pits"
250590,Other,2901,"Stone quarrying, clay and sand pits"
250610,Quartz,2909,Mining and quarrying not elsewhere classified
250621,Crude or roughly trimmed,2909,Mining and quarrying not elsewhere classified
250629,Other,2909,Mining and quarrying not elsewhere classified
250700,"Kaolin and other kaolinic clays, whether or not calcined.",2901,"Stone quarrying, clay and sand pits"
250810,Bentonite,2901,"Stone quarrying, clay and sand pits"
250820,Decolourising earths and fuller's earth,2901,"Stone quarrying, clay and sand pits"
250830,Fireclay,2901,"Stone quarrying, clay and sand pits"
250840,Other clays,2901,"Stone quarrying, clay and sand pits"
250850,"Andalusite, kyanite and sillimanite",2901,"Stone quarrying, clay and sand pits"
250860,Mullite,2901,"Stone quarrying, clay and sand pits"
250870,Chamotte or dinas earths,2901,"Stone quarrying, clay and sand pits"
250900,Chalk.,2901,"Stone quarrying, clay and sand pits"
251010,Unground,2902,Chemical and fertilizer mineral mining
251020,Ground,2902,Chemical and fertilizer mineral mining
251110,Natural barium sulphate (barytes),2902,Chemical and fertilizer mineral mining
251120,Natural barium carbonate (witherite),2902,Chemical and fertilizer mineral mining
251200,"Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less.",2909,Mining and quarrying not elsewhere classified
251311,"Crude or in irregular pieces, including crushed pumice (bimskies)",2909,Mining and quarrying not elsewhere classified
251319,Other,2909,Mining and quarrying not elsewhere classified
251320,"Emery, natural corundum, natural garnet and other natural abrasives",2909,Mining and quarrying not elsewhere classified
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.",2901,"Stone quarrying, clay and sand pits"
251511,Crude or roughly trimmed,2901,"Stone quarrying, clay and sand pits"
251512,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2901,"Stone quarrying, clay and sand pits"
251520,Ecaussine and other calcareous monumental or building stone; alabaster,2901,"Stone quarrying, clay and sand pits"
251611,Crude or roughly trimmed,2901,"Stone quarrying, clay and sand pits"
251612,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2901,"Stone quarrying, clay and sand pits"
251621,Crude or roughly trimmed,2901,"Stone quarrying, clay and sand pits"
251622,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2901,"Stone quarrying, clay and sand pits"
251690,Other monumental or building stone,2901,"Stone quarrying, clay and sand pits"
251710,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heattreated",2901,"Stone quarrying, clay and sand pits"
251720,"- Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in subheading 2517.10",2901,"Stone quarrying, clay and sand pits"
251730,Tarred macadam,2901,"Stone quarrying, clay and sand pits"
251741,Of marble,2901,"Stone quarrying, clay and sand pits"
251749,Other,2901,"Stone quarrying, clay and sand pits"
251810,"Dolomite, not calcined or sintered",2901,"Stone quarrying, clay and sand pits"
251820,Calcined or sintered dolomite,2901,"Stone quarrying, clay and sand pits"
251830,Dolomite ramming mix,2901,"Stone quarrying, clay and sand pits"
251910,Natural magnesium carbonate (magnesite),2901,"Stone quarrying, clay and sand pits"
251990,Other,2901,"Stone quarrying, clay and sand pits"
252010,Gypsum; anhydrite,2901,"Stone quarrying, clay and sand pits"
252020,Plasters,2901,"Stone quarrying, clay and sand pits"
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement.",2901,"Stone quarrying, clay and sand pits"
252210,Quicklime,3692,"Manufacture of cement, lime and plaster"
252220,Slaked lime,3692,"Manufacture of cement, lime and plaster"
252230,Hydraulic lime,3692,"Manufacture of cement, lime and plaster"
252310,Cement clinkers,3692,"Manufacture of cement, lime and plaster"
252321,"White cement, whether or not artificially coloured",3692,"Manufacture of cement, lime and plaster"
252329,Other,3692,"Manufacture of cement, lime and plaster"
252330,Aluminous cement,3692,"Manufacture of cement, lime and plaster"
252390,Other hydraulic cements,3692,"Manufacture of cement, lime and plaster"
252400,Asbestos.,2909,Mining and quarrying not elsewhere classified
252510,Crude mica and mica rifted into sheets or splittings,2909,Mining and quarrying not elsewhere classified
252520,Mica powder,2909,Mining and quarrying not elsewhere classified
252530,Mica waste,2909,Mining and quarrying not elsewhere classified
252610,"Not crushed, not powdered",2909,Mining and quarrying not elsewhere classified
252620,Crushed or powdered,2909,Mining and quarrying not elsewhere classified
252810,Natural sodium borates and concentrates thereof (whether or not calcined),2902,Chemical and fertilizer mineral mining
252890,Other,2902,Chemical and fertilizer mineral mining
252910,Felspar,2909,Mining and quarrying not elsewhere classified
252921,Containing by weight 97 % or less of calcium fluoride,2909,Mining and quarrying not elsewhere classified
252922,Containing by weight more than 97 % of calcium fluoride,2909,Mining and quarrying not elsewhere classified
252930,Leucite; nepheline and nepheline syenite,2909,Mining and quarrying not elsewhere classified
253010,"Vermiculite, perlite and chlorites, unexpanded",2902,Chemical and fertilizer mineral mining
253020,"Kieserite, epsomite (natural magnesium sulphates)",2902,Chemical and fertilizer mineral mining
253090,Other,2902,Chemical and fertilizer mineral mining
260111,Nonagglomerated,2301,Iron ore mining
260112,Agglomerated,2301,Iron ore mining
260120,Roasted iron pyrites,3511,Manufacture of basic industrial chemicals except fertilizer
260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20 % or more, calculated on the dry weight.",2302,Non-ferrous metal ore mining
260300,Copper ores and concentrates.,2302,Non-ferrous metal ore mining
260400,Nickel ores and concentrates.,2302,Non-ferrous metal ore mining
260500,Cobalt ores and concentrates.,2302,Non-ferrous metal ore mining
260600,Aluminium ores and concentrates.,2302,Non-ferrous metal ore mining
260700,Lead ores and concentrates.,2302,Non-ferrous metal ore mining
260800,Zinc ores and concentrates.,2302,Non-ferrous metal ore mining
260900,Tin ores and concentrates.,2302,Non-ferrous metal ore mining
261000,Chromium ores and concentrates.,2302,Non-ferrous metal ore mining
261100,Tungsten ores and concentrates.,2302,Non-ferrous metal ore mining
261210,Uranium ores and concentrates,2302,Non-ferrous metal ore mining
261220,Thorium ores and concentrates,2302,Non-ferrous metal ore mining
261310,Roasted,2302,Non-ferrous metal ore mining
261390,Other,2302,Non-ferrous metal ore mining
261400,Titanium ores and concentrates.,2302,Non-ferrous metal ore mining
261510,Zirconium ores and concentrates,2302,Non-ferrous metal ore mining
261590,Other,2302,Non-ferrous metal ore mining
261610,Silver ores and concentrates,2302,Non-ferrous metal ore mining
261690,Other,2302,Non-ferrous metal ore mining
261710,Antimony ores and concentrates,2302,Non-ferrous metal ore mining
261790,Other,2302,Non-ferrous metal ore mining
261800,Granulated slag (slag sand) from the manufacture of iron or steel.,3710,Iron and steel basic industries
261900,"Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.",3710,Iron and steel basic industries
262011,Hard zinc spelter,3720,Non-ferrous metal basic industries
262019,Other,3720,Non-ferrous metal basic industries
262021,Leaded gasoline sludges and leaded antiknock compound sludges,3720,Non-ferrous metal basic industries
262029,Other,3720,Non-ferrous metal basic industries
262030,Containing mainly copper,3720,Non-ferrous metal basic industries
262040,Containing mainly aluminium,3720,Non-ferrous metal basic industries
262060,"Containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds",3720,Non-ferrous metal basic industries
262091,"Containing antimony, beryllium, cadmium, chromium or their mixtures",3720,Non-ferrous metal basic industries
262099,Other,3720,Non-ferrous metal basic industries
262110,Ash and residues from the incineration of municipal waste,3710,Iron and steel basic industries
262190,Other,3710,Iron and steel basic industries
270111,Anthracite,2100,Coal mining
270112,Bituminous coal,2100,Coal mining
270119,Other coal,2100,Coal mining
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",2100,Coal mining
270210,"Lignite, whether or not pulverised, but not agglomerated",2100,Coal mining
270220,Agglomerated lignite,2100,Coal mining
270300,"Peat (including peat litter), whether or not agglomerated.",2909,Mining and quarrying not elsewhere classified
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon.",3540,Manufacture of miscellaneous products of petroleum and coal
270500,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons.",9999,Goods not elsewhere classified
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars.",3530,Petroleum refineries
270710,Benzol (benzene),3530,Petroleum refineries
270720,Toluol (toluene),3530,Petroleum refineries
270730,Xylol (xylenes),3530,Petroleum refineries
270740,Naphthalene,3530,Petroleum refineries
270750,Other aromatic hydrocarbon mixtures of which 65 % or more by volume (including losses) distils at 250 °C by the ASTM D 86 method,3530,Petroleum refineries
270760,Phenols,3530,Petroleum refineries
270791,Creosote oils,3530,Petroleum refineries
270799,Other,3530,Petroleum refineries
270810,Pitch,3530,Petroleum refineries
270820,Pitch coke,3540,Manufacture of miscellaneous products of petroleum and coal
270900,"Petroleum oils and oils obtained from bituminous minerals, crude.",2200,Crude Petroleum and Natural Gas Production
271011,Light oils and preparations,3530,Petroleum refineries
271019,Other,3530,Petroleum refineries
271091,"Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",3530,Petroleum refineries
271099,Other,3530,Petroleum refineries
271111,Natural gas,2200,Crude Petroleum and Natural Gas Production
271112,Propane,2200,Crude Petroleum and Natural Gas Production
271113,Butanes,2200,Crude Petroleum and Natural Gas Production
271114,"Ethylene, propylene, butylene et butadiene",2200,Crude Petroleum and Natural Gas Production
271119,Other,2200,Crude Petroleum and Natural Gas Production
271121,Natural gas,2200,Crude Petroleum and Natural Gas Production
271129,Other,2200,Crude Petroleum and Natural Gas Production
271210,Petroleum jelly,3530,Petroleum refineries
271220,Paraffin wax containing by weight less than 0.75 % of oil,3530,Petroleum refineries
271290,Other,3530,Petroleum refineries
271311,Not calcined,3530,Petroleum refineries
271312,Calcined,3530,Petroleum refineries
271320,Petroleum bitumen,3530,Petroleum refineries
271390,Other residues of petroleum oils or of oils obtained from bituminous minerals,3530,Petroleum refineries
271410,Bituminous or oil shale and tar sands,2909,Mining and quarrying not elsewhere classified
271490,Other,2909,Mining and quarrying not elsewhere classified
271500,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cutbacks).",3530,Petroleum refineries
271600,Electrical energy. (optional heading),4101,Electric light and power
280110,Chlorine,3511,Manufacture of basic industrial chemicals except fertilizer
280120,Iodine,3511,Manufacture of basic industrial chemicals except fertilizer
280130,Fluorine; bromine,3511,Manufacture of basic industrial chemicals except fertilizer
280200,"Sulphur, sublimed or precipitated; colloidal sulphur.",3511,Manufacture of basic industrial chemicals except fertilizer
280300,Carbon (carbon blacks and other forms of carbon not elsewhere specified or included).,3529,Manufacture of chemical products not elsewhere classified
280410,Hydrogen,3511,Manufacture of basic industrial chemicals except fertilizer
280421,Argon,3511,Manufacture of basic industrial chemicals except fertilizer
280429,Other,3511,Manufacture of basic industrial chemicals except fertilizer
280430,Nitrogen,3511,Manufacture of basic industrial chemicals except fertilizer
280440,Oxygen,3511,Manufacture of basic industrial chemicals except fertilizer
280450,Boron; tellurium,3511,Manufacture of basic industrial chemicals except fertilizer
280461,Containing by weight not less than 99.99 % of silicon,3511,Manufacture of basic industrial chemicals except fertilizer
280469,Other,3511,Manufacture of basic industrial chemicals except fertilizer
280470,Phosphorus,3511,Manufacture of basic industrial chemicals except fertilizer
280480,Arsenic,3511,Manufacture of basic industrial chemicals except fertilizer
280490,Selenium,3511,Manufacture of basic industrial chemicals except fertilizer
280511,Sodium,3511,Manufacture of basic industrial chemicals except fertilizer
280512,Calcium,3511,Manufacture of basic industrial chemicals except fertilizer
280519,Other,3511,Manufacture of basic industrial chemicals except fertilizer
280530,"Rareearth metals, scandium and yttrium, whether or not intermixed or interalloyed",3511,Manufacture of basic industrial chemicals except fertilizer
280540,Mercury,3511,Manufacture of basic industrial chemicals except fertilizer
280610,Hydrogen chloride (hydrochloric acid),3511,Manufacture of basic industrial chemicals except fertilizer
280620,Chlorosulphuric acid,3511,Manufacture of basic industrial chemicals except fertilizer
280700,Sulphuric acid; oleum.,3511,Manufacture of basic industrial chemicals except fertilizer
280800,Nitric acid; sulphonitric acids.,3511,Manufacture of basic industrial chemicals except fertilizer
280910,Diphosphorus pentaoxide,3511,Manufacture of basic industrial chemicals except fertilizer
280920,Phosphoric acid and polyphosphoric acids,3511,Manufacture of basic industrial chemicals except fertilizer
281000,Oxides of boron; boric acids.,3511,Manufacture of basic industrial chemicals except fertilizer
281111,Hydrogen fluoride (hydrofluoric acid),3511,Manufacture of basic industrial chemicals except fertilizer
281119,Other,3511,Manufacture of basic industrial chemicals except fertilizer
281121,Carbon dioxide,3511,Manufacture of basic industrial chemicals except fertilizer
281122,Silicon dioxide,3511,Manufacture of basic industrial chemicals except fertilizer
281123,Sulphur dioxide,3511,Manufacture of basic industrial chemicals except fertilizer
281129,Other,3511,Manufacture of basic industrial chemicals except fertilizer
281210,Chlorides and chloride oxides,3511,Manufacture of basic industrial chemicals except fertilizer
281290,Other,3511,Manufacture of basic industrial chemicals except fertilizer
281310,Carbon disulphide,3511,Manufacture of basic industrial chemicals except fertilizer
281390,Other,3511,Manufacture of basic industrial chemicals except fertilizer
281410,Anhydrous ammonia,3511,Manufacture of basic industrial chemicals except fertilizer
281420,Ammonia in aqueous solution,3511,Manufacture of basic industrial chemicals except fertilizer
281511,Solid,3511,Manufacture of basic industrial chemicals except fertilizer
281512,In aqueous solution (soda lye or liquid soda),3511,Manufacture of basic industrial chemicals except fertilizer
281520,Potassium hydroxide (caustic potash),3511,Manufacture of basic industrial chemicals except fertilizer
281530,Peroxides of sodium or potassium,3511,Manufacture of basic industrial chemicals except fertilizer
281610,Hydroxide and peroxide of magnesium,3511,Manufacture of basic industrial chemicals except fertilizer
281640,"Oxides, hydroxides and peroxides, of strontium or barium",3511,Manufacture of basic industrial chemicals except fertilizer
281700,Zinc oxide; zinc peroxide.,3511,Manufacture of basic industrial chemicals except fertilizer
281810,"Artificial corundum, whether or not chemically defined",3511,Manufacture of basic industrial chemicals except fertilizer
281820,"Aluminium oxide, other than artificial corundum",3511,Manufacture of basic industrial chemicals except fertilizer
281830,Aluminium hydroxide,3511,Manufacture of basic industrial chemicals except fertilizer
281910,Chromium trioxide,3511,Manufacture of basic industrial chemicals except fertilizer
281990,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282010,Manganese dioxide,3511,Manufacture of basic industrial chemicals except fertilizer
282090,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282110,Iron oxides and hydroxides,3511,Manufacture of basic industrial chemicals except fertilizer
282120,Earth colours,3511,Manufacture of basic industrial chemicals except fertilizer
282200,Cobalt oxides and hydroxides; commercial cobalt oxides.,3511,Manufacture of basic industrial chemicals except fertilizer
282300,Titanium oxides.,3511,Manufacture of basic industrial chemicals except fertilizer
282410,"Lead monoxide (litharge, massicot)",3511,Manufacture of basic industrial chemicals except fertilizer
282420,Red lead and orange lead,3511,Manufacture of basic industrial chemicals except fertilizer
282490,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282510,Hydrazine and hydroxylamine and their inorganic salts,3511,Manufacture of basic industrial chemicals except fertilizer
282520,Lithium oxide and hydroxide,3511,Manufacture of basic industrial chemicals except fertilizer
282530,Vanadium oxides and hydroxides,3511,Manufacture of basic industrial chemicals except fertilizer
282540,Nickel oxides and hydroxides,3511,Manufacture of basic industrial chemicals except fertilizer
282550,Copper oxides and hydroxides,3511,Manufacture of basic industrial chemicals except fertilizer
282560,Germanium oxides and zirconium dioxide,3511,Manufacture of basic industrial chemicals except fertilizer
282570,Molybdenum oxides and hydroxides,3511,Manufacture of basic industrial chemicals except fertilizer
282580,Antimony oxides,3511,Manufacture of basic industrial chemicals except fertilizer
282590,    Other,3511,Manufacture of basic industrial chemicals except fertilizer
282611,Of ammonium or of sodium,3511,Manufacture of basic industrial chemicals except fertilizer
282612,Of aluminium,3511,Manufacture of basic industrial chemicals except fertilizer
282619,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282620,Fluorosilicates of sodium or of potassium,3511,Manufacture of basic industrial chemicals except fertilizer
282630,Sodium hexafluoroaluminate (synthetic cryolite),3511,Manufacture of basic industrial chemicals except fertilizer
282690,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282710,Ammonium chloride,3511,Manufacture of basic industrial chemicals except fertilizer
282720,Calcium chloride,3511,Manufacture of basic industrial chemicals except fertilizer
282731,Of magnesium,3511,Manufacture of basic industrial chemicals except fertilizer
282732,Of aluminium,3511,Manufacture of basic industrial chemicals except fertilizer
282733,Of iron,3511,Manufacture of basic industrial chemicals except fertilizer
282734,Of cobalt,3511,Manufacture of basic industrial chemicals except fertilizer
282735,Of nickel,3511,Manufacture of basic industrial chemicals except fertilizer
282736,Of zinc,3511,Manufacture of basic industrial chemicals except fertilizer
282739,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282741,Of copper,3511,Manufacture of basic industrial chemicals except fertilizer
282749,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282751,Bromides of sodium or of potassium,3511,Manufacture of basic industrial chemicals except fertilizer
282759,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282760,Iodides and iodide oxides,3511,Manufacture of basic industrial chemicals except fertilizer
282810,Commercial calcium hypochlorite and other calcium hypochlorites,3511,Manufacture of basic industrial chemicals except fertilizer
282890,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282911,Of sodium,3511,Manufacture of basic industrial chemicals except fertilizer
282919,Other,3511,Manufacture of basic industrial chemicals except fertilizer
282990,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283010,Sodium sulphides,3511,Manufacture of basic industrial chemicals except fertilizer
283020,Zinc sulphide,3511,Manufacture of basic industrial chemicals except fertilizer
283030,Cadmium sulphide,3511,Manufacture of basic industrial chemicals except fertilizer
283090,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283110,Of sodium,3511,Manufacture of basic industrial chemicals except fertilizer
283190,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283210,Sodium sulphites,3511,Manufacture of basic industrial chemicals except fertilizer
283220,Other sulphites,3511,Manufacture of basic industrial chemicals except fertilizer
283230,Thiosulphates,3511,Manufacture of basic industrial chemicals except fertilizer
283311,Disodium sulphate,3511,Manufacture of basic industrial chemicals except fertilizer
283319,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283321,Of magnesium,3511,Manufacture of basic industrial chemicals except fertilizer
283322,Of aluminium,3511,Manufacture of basic industrial chemicals except fertilizer
283323,Of chromium,3511,Manufacture of basic industrial chemicals except fertilizer
283324,Of nickel,3511,Manufacture of basic industrial chemicals except fertilizer
283325,Of copper,3511,Manufacture of basic industrial chemicals except fertilizer
283326,Of zinc,3511,Manufacture of basic industrial chemicals except fertilizer
283327,Of barium,3511,Manufacture of basic industrial chemicals except fertilizer
283329,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283330,Alums,3511,Manufacture of basic industrial chemicals except fertilizer
283340,Peroxosulphates (persulphates),3511,Manufacture of basic industrial chemicals except fertilizer
283410,Nitrites,3511,Manufacture of basic industrial chemicals except fertilizer
283421,Of potassium,3511,Manufacture of basic industrial chemicals except fertilizer
283429,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283510,Phosphinates (hypophosphites) and phosphonates (phosphites),3511,Manufacture of basic industrial chemicals except fertilizer
283522,Of mono or disodium,3511,Manufacture of basic industrial chemicals except fertilizer
283523,Of trisodium,3511,Manufacture of basic industrial chemicals except fertilizer
283524,Of potassium,3511,Manufacture of basic industrial chemicals except fertilizer
283525,Calcium hydrogenorthophosphate (dicalcium phosphate),3511,Manufacture of basic industrial chemicals except fertilizer
283526,Other phosphates of calcium,3511,Manufacture of basic industrial chemicals except fertilizer
283529,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283531,Sodium triphosphate (sodium tripolyphosphate),3511,Manufacture of basic industrial chemicals except fertilizer
283539,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283610,Commercial ammonium carbonate and other ammonium carbonates,3511,Manufacture of basic industrial chemicals except fertilizer
283620,Disodium carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283630,Sodium hydrogencarbonate (sodium bicarbonate),3511,Manufacture of basic industrial chemicals except fertilizer
283640,Potassium carbonates,3511,Manufacture of basic industrial chemicals except fertilizer
283650,Calcium carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283660,Barium carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283670,Lead carbonates,3511,Manufacture of basic industrial chemicals except fertilizer
283691,Lithium carbonates,3511,Manufacture of basic industrial chemicals except fertilizer
283692,Strontium carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283699,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283711,Of sodium,3511,Manufacture of basic industrial chemicals except fertilizer
283719,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283720,Complex cyanides,3511,Manufacture of basic industrial chemicals except fertilizer
283800,"Fulminates, cyanates and thiocyanates.",3511,Manufacture of basic industrial chemicals except fertilizer
283911,Sodium metasilicates,3511,Manufacture of basic industrial chemicals except fertilizer
283919,Other,3511,Manufacture of basic industrial chemicals except fertilizer
283920,Of potassium,3511,Manufacture of basic industrial chemicals except fertilizer
283990,Other,3511,Manufacture of basic industrial chemicals except fertilizer
284011,Anhydrous,3511,Manufacture of basic industrial chemicals except fertilizer
284019,Other,3511,Manufacture of basic industrial chemicals except fertilizer
284020,Other borates,3511,Manufacture of basic industrial chemicals except fertilizer
284030,Peroxoborates (perborates),3511,Manufacture of basic industrial chemicals except fertilizer
284110,Aluminates,3511,Manufacture of basic industrial chemicals except fertilizer
284120,Chromates of zinc or of lead,3511,Manufacture of basic industrial chemicals except fertilizer
284130,Sodium dichromate,3511,Manufacture of basic industrial chemicals except fertilizer
284150,Other chromates and dichromates; peroxochromates,3511,Manufacture of basic industrial chemicals except fertilizer
284161,Potassium permanganate,3511,Manufacture of basic industrial chemicals except fertilizer
284169,Other,3511,Manufacture of basic industrial chemicals except fertilizer
284170,Molybdates,3511,Manufacture of basic industrial chemicals except fertilizer
284180,Tungstates (wolframates),3511,Manufacture of basic industrial chemicals except fertilizer
284190,Other,3511,Manufacture of basic industrial chemicals except fertilizer
284210,"Double or complex silicates, including aluminosilicates whether or not chemically defined",3511,Manufacture of basic industrial chemicals except fertilizer
284290,Other,3511,Manufacture of basic industrial chemicals except fertilizer
284310,Colloidal precious metals,3511,Manufacture of basic industrial chemicals except fertilizer
284321,Silver nitrate,3511,Manufacture of basic industrial chemicals except fertilizer
284329,Other,3511,Manufacture of basic industrial chemicals except fertilizer
284330,Gold compounds,3511,Manufacture of basic industrial chemicals except fertilizer
