HS - Combined  Product Code,HS - Combined  Product Description,SITC Revision 2 Product Code,SITC Revision 2 Product Description
293499,(2002-) Other,51569,Other heterocyclic compounds;nucleic acids
293500,Sulphonamides.,51571,Sulphonamides
293610,"(-2006) Provitamins, unmixed",5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293621,Vitamins A and their derivatives,5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293622,Vitamin B1 and its derivatives,5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293623,Vitamin B2 and its derivatives,5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293624,D- or DL-Pantothenic acid (Vitamin B3 or Vitamin B5) and its derivatives,5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293625,Vitamin B6 and its derivatives,5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293626,Vitamin B12 and its derivatives,5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293627,Vitamin C and its derivatives,5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293628,Vitamin E and its derivatives,5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293629,Other vitamins and their derivatives,5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293690,"Other, including natural concentrates",5411,"Provitamins & vitamins,narural/reprod.by synthesis"
293710,"(-2001) Pituitary (anterior) or similar hormones, and thei",54152,"Pituitary (anterior) and similar hormones,no 541.7"
293711,"(2002-) Somatotropin, its derivatives and structural analogues",54152,"Pituitary (anterior) and similar hormones,no 541.7"
293712,(2002-) Insulin and its salts,54151,"Insulin n.e.s.,not incl. in 541.7"
293719,(2002-) Other,54152,"Pituitary (anterior) and similar hormones,no 541.7"
293721,"Cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)",54153,"Adrenal cortical hormones n.e.s., no 541.7"
293722,Halogenated derivatives of corticosteroidal hormones,54153,"Adrenal cortical hormones n.e.s., no 541.7"
293723,(2002-) Oestrogens and progestogens,54159,"Other hormones,hormon.derivatives & other steroids"
293729,Other,54153,"Adrenal cortical hormones n.e.s., no 541.7"
293731,(2002-) Epinephrine,54159,"Other hormones,hormon.derivatives & other steroids"
293739,(2002-) Other,54159,"Other hormones,hormon.derivatives & other steroids"
293740,(2002-) Aminoacid derivatives,54159,"Other hormones,hormon.derivatives & other steroids"
293750,"(2002-) Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",54159,"Other hormones,hormon.derivatives & other steroids"
293790,(2002-) Other,54159,"Other hormones,hormon.derivatives & other steroids"
293791,(-2001) Other hormones and their derivatives; other steroi,54151,"Insulin n.e.s.,not incl. in 541.7"
293792,(-2001) Other hormones and their derivatives; other steroi,54159,"Other hormones,hormon.derivatives & other steroids"
293799,(-2001) Other hormones and their derivatives; other steroi,54159,"Other hormones,hormon.derivatives & other steroids"
293810,Rutoside (rutin) and its derivatives,54161,"Glycosid.,natur./reprod.by synthesis,& their salts"
293890,Other,54161,"Glycosid.,natur./reprod.by synthesis,& their salts"
293910,(-2001) Alkaloids of opium and their derivatives; salts th,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293911,"(2002-) Concentrates of poppy straw; buprenorphine (INN), codeine, dihydrocodeine (INN), ethylmorphine, etorphine (INN), heroin, hydrocodone (INN), hydromorphone (INN), morphine, nicomorphine (INN), oxycodone (INN), oxymorphone (INN), pholcodine (INN), th",5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293919,(2002-) Other,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293921,(-2006) Quinine and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293929,(-2006) Other,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293930,Caffeine and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293940,(-1995) Ephedrines and their salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293941,(1996-) Ephedrine and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293942,(1996-) Pseudoephedrine (INN) and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293943,(2002-) Cathine (INN) and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293949,(1996-) Other,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293950,(-2001) Theophylline and aminophylline (theophylline- ethy,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293951,(2002-) Fenetylline (INN) and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293959,(2002-) Other,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293960,(-1995) Alkaloids of rye ergot and their derivativ,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293961,(1996-) Ergometrine (INN) and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293962,(1996-) Ergotamine (INN) and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293963,(1996-) Lysergic acid and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293969,(1996-) Other,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293970,(-2001) Nicotine and its salts,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293990,(-2001) Other,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293991,"(2002-) Cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives thereof",5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
293999,(2002-) Other,5414,"Vegetab.alkaloids,natural/reproduced by synthesis"
294000,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 29.37, 29.38 or 29.39.",51692,"Sugars,chemically pure(other than sucrose,glucose)"
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,54131,"Penicillins,their derivatives,not incl.in 541.7"
294120,Streptomycins and their derivatives; salts thereof,54132,"Streptomycins,their derivatives,not incl.in 541.7"
294130,Tetracyclines and their derivatives; salts thereof,54133,"Tetracyclines,their derivatives,not incl.in 541.7"
294140,Chloramphenicol and its derivatives; salts thereof,54139,"Other antibiotics n.e.s.,not incl. in 541.7"
294150,Erythromycin and its derivatives; salts thereof,54139,"Other antibiotics n.e.s.,not incl. in 541.7"
294190,Other,54139,"Other antibiotics n.e.s.,not incl. in 541.7"
294200,Other organic compounds.,51699,Other organic compounds
300110,"(-2006) Glands and other organs, dried, whether or not powdered",54162,"Organo-therapeutic glands or other organs,dried"
300120,Extracts of glands or other organs or of their secretions,54162,"Organo-therapeutic glands or other organs,dried"
300190,Other,54162,"Organo-therapeutic glands or other organs,dried"
300210,"Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",54164,Antisera and microbial vaccines
300220,Vaccines for human medicine,54164,Antisera and microbial vaccines
300230,(1996-) Vaccines for veterinary medicine,54164,Antisera and microbial vaccines
300231,(-1995) Vaccines against foot-and-mouth disease,54164,Antisera and microbial vaccines
300239,(-1995) Other vaccines for veterinary medicine (ex,54164,Antisera and microbial vaccines
300290,Other,54162,"Organo-therapeutic glands or other organs,dried"
300310,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",54171,Medicaments contain.antibiotics/derivativ.thereof
300320,Containing other antibiotics,54171,Medicaments contain.antibiotics/derivativ.thereof
300331,Containing insulin,54172,Medicaments contain.hormones but not antibiotics
300339,Other,54172,Medicaments contain.hormones but not antibiotics
300340,Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,54173,Medic.cont.alkaloids but neith.hormon.nor antibio.
300390,Other,54179,Medicaments containing other substances
300410,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",54171,Medicaments contain.antibiotics/derivativ.thereof
300420,Containing other antibiotics,54171,Medicaments contain.antibiotics/derivativ.thereof
300431,Containing insulin,54172,Medicaments contain.hormones but not antibiotics
300432,"Containing corticosteroid hormones, their derivatives and  structural analogues",54172,Medicaments contain.hormones but not antibiotics
300439,Other,54172,Medicaments contain.hormones but not antibiotics
300440,"Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",54173,Medic.cont.alkaloids but neith.hormon.nor antibio.
300450,Other medicaments containing vitamins or other products of heading 29.36,54179,Medicaments containing other substances
300490,Other,54179,Medicaments containing other substances
300510,Adhesive dressings and other articles having an adhesive layer,54191,"Wadding,gauze,bandages and similar articles"
300590,Other,54191,"Wadding,gauze,bandages and similar articles"
300610,"Sterile surgical catgut, similar sterile suture materials and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics",54199,Other pharmaceutical goods
300620,Bloodgrouping reagents,54199,Other pharmaceutical goods
300630,Opacifying preparations for Xray examinations; diagnostic reagents designed to be administered to the patient,54199,Other pharmaceutical goods
300640,Dental cements and other dental fillings; bone reconstruction cements,54199,Other pharmaceutical goods
300650,Firstaid boxes and kits,54199,Other pharmaceutical goods
300660,"Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",54199,Other pharmaceutical goods
300670,(2002-) Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,59899,"Other chemical products and preparations,n.e.s"
300680,(2002-2006) Waste pharmaceuticals,54199,Other pharmaceutical goods
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers produced by the mixing or chemical treatment of animal or vegetable products.",2711,Guano & other natural animal/vegetable fertilizers
310210,"Urea, whether or not in aqueous solution",56216,Urea
310221,Ammonium sulphate,56213,Ammonium sulphate
310229,Other,56212,Ammonium sulphonitrate
310230,"Ammonium nitrate, whether or not in aqueous solution",56211,Ammonium nitrate
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic nonfertilising substances,56219,"Mineral or chemical fertilizers,nitrogenous,n.e.s."
310250,Sodium nitrate,2712,"Sodium nitrate,natural,contain.<16.3% of nitrogen"
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate,56219,"Mineral or chemical fertilizers,nitrogenous,n.e.s."
310270,(-2006) Calcium cyanamide,56215,Calcium cyanamide:not more than 25% wt.of nitrogen
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution,56219,"Mineral or chemical fertilizers,nitrogenous,n.e.s."
310290,"Other, including mixtures not specified in the foregoing subheadings",56219,"Mineral or chemical fertilizers,nitrogenous,n.e.s."
310310,Superphosphates,56222,Superphosphates
310320,(-2006) Basic slag,56221,Basic slag (thomas slag)
310390,Other,56229,"Mineral or chemical fertilizers,phosphatic,n.e.s."
310410,"(-2006) Carnallite, sylvite and other crude natural potassium salts",2714,"Potassium salts,natural,crude"
310420,Potassium chloride,56231,Potassium chloride
310430,Potassium sulphate,56232,Potassium sulphate ;not more than 52% by wt.of k20
310490,Other,56239,"Mineral or chemical fertilizers,potassic,n.e.s."
310510,Goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg,56299,"Other fertilizers,n.e.s.;in tablets,lozenges etc."
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium",56291,"Fertiliz.nes.contain.:nitrog.,phosphorus,potassium"
310530,Diammonium hydrogenorthophosphate (diammonium phosphate),56292,"Fertilizers,n.e.s.containing:nitrogen & phosphorus"
310540,Ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate),56292,"Fertilizers,n.e.s.containing:nitrogen & phosphorus"
310551,Containing nitrates and phosphates,56292,"Fertilizers,n.e.s.containing:nitrogen & phosphorus"
310559,Other,56292,"Fertilizers,n.e.s.containing:nitrogen & phosphorus"
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium,56299,"Other fertilizers,n.e.s.;in tablets,lozenges etc."
310590,Other,56299,"Other fertilizers,n.e.s.;in tablets,lozenges etc."
320110,Quebracho extract,53221,Tanning extracts of vegetable origin;tannins
320120,Wattle extract,53221,Tanning extracts of vegetable origin;tannins
320130,(-1995) Oak or chestnut extract,53221,Tanning extracts of vegetable origin;tannins
320190,Other,53221,Tanning extracts of vegetable origin;tannins
320210,Synthetic organic tanning substances,5323,"Synth.org.tanning substances,& inorg.tanning subst"
320290,Other,5323,"Synth.org.tanning substances,& inorg.tanning subst"
320300,"Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal origin.",53222,Colouring matter of veget.origin/of animal origin
320411,Disperse dyes and preparations based thereon,5311,Synthetic organic dyestuffs
320412,"Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon",5311,Synthetic organic dyestuffs
320413,Basic dyes and preparations based thereon,5311,Synthetic organic dyestuffs
320414,Direct dyes and preparations based thereon,5311,Synthetic organic dyestuffs
320415,Vat dyes (including those usable in that state as pigments)  and preparations based thereon,5311,Synthetic organic dyestuffs
320416,Reactive dyes and preparations based thereon,5311,Synthetic organic dyestuffs
320417,Pigments and preparations based thereon,5311,Synthetic organic dyestuffs
320419,"Other, including mixtures of colouring matter of two or more  of the subheadings 3204.11 to 3204.19",5311,Synthetic organic dyestuffs
320420,Synthetic organic products of a kind used as fluorescent rightening agents,53121,"Synth.organ.products used as luminophores,indigo"
320490,Other,53121,"Synth.organ.products used as luminophores,indigo"
320500,Colour lakes; preparations as specified in Note 3 to this Chapter based on colour lakes.,53122,Colour lakes
320610,(-1995) Pigments and preparations based on titaniu,5331,"Other colouring matter,inorganic products"
320611,(1996-) Containing 80 % or more by weight of titanium dioxide  calculated on the dry matter,5331,"Other colouring matter,inorganic products"
320619,(1996-) Other,5331,"Other colouring matter,inorganic products"
320620,Pigments and preparations based on chromium compounds,5331,"Other colouring matter,inorganic products"
320630,(-2006) Pigments and preparations based on cadmium compounds,5331,"Other colouring matter,inorganic products"
320641,Ultramarine and preparations based thereon,5331,"Other colouring matter,inorganic products"
320642,Lithopone and other pigments and preparations based on zinc  sulphide,5331,"Other colouring matter,inorganic products"
320643,(-2006) Pigments and preparations based on hexacyanoferrates (ferrocyanides and ferricyanides),5331,"Other colouring matter,inorganic products"
320649,Other,5331,"Other colouring matter,inorganic products"
320650,Inorganic products of a kind used as luminophores,5331,"Other colouring matter,inorganic products"
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations",53351,"Prepared pigments,prepar.opacifiers & prep.colours"
320720,"Vitrifiable enamels and glazes, engobes (slips) and similar preparations",53351,"Prepared pigments,prepar.opacifiers & prep.colours"
320730,Liquid lustres and similar preparations,53351,"Prepared pigments,prepar.opacifiers & prep.colours"
320740,"Glass frit and other glass, in the form of powder, granules or flakes",53351,"Prepared pigments,prepar.opacifiers & prep.colours"
320810,Based on polyesters,53342,Other paints & enamels;varnishes & lacquers;n.e.s.
320820,Based on acrylic or vinyl polymers,53342,Other paints & enamels;varnishes & lacquers;n.e.s.
320890,Other,53342,Other paints & enamels;varnishes & lacquers;n.e.s.
320910,Based on acrylic or vinyl polymers,53341,Water-thinned paints
320990,Other,53341,Water-thinned paints
321000,"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather.",53342,Other paints & enamels;varnishes & lacquers;n.e.s.
321100,Prepared driers.,53353,Prepared driers
321210,Stamping foils,53344,Distempers;prepared water pigments;stamping foils
321290,Other,53344,Distempers;prepared water pigments;stamping foils
321310,Colours in sets,53352,"Artists',students'and signboard painters'colours"
321390,Other,53352,"Artists',students'and signboard painters'colours"
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings",53354,Glaziers'putty;grafting putty;painters'fillings
321490,Other,53354,Glaziers'putty;grafting putty;painters'fillings
321511,Black,5332,Printing ink
321519,Other,5332,Printing ink
321590,Other,89591,Writing and other inks
330111,(-2006) Of bergamot,5513,"Essential oils,concretes & absolutes;resinoids"
330112,Of orange,5513,"Essential oils,concretes & absolutes;resinoids"
330113,Of lemon,5513,"Essential oils,concretes & absolutes;resinoids"
330114,(-2006) Of lime,5513,"Essential oils,concretes & absolutes;resinoids"
330119,Other,5513,"Essential oils,concretes & absolutes;resinoids"
330121,(-2006) Of geranium,5513,"Essential oils,concretes & absolutes;resinoids"
330122,(-2006) Of jasmin,5513,"Essential oils,concretes & absolutes;resinoids"
330123,(-2006) Of lavender or of lavandin,5513,"Essential oils,concretes & absolutes;resinoids"
330124,Of peppermint (Mentha piperita),5513,"Essential oils,concretes & absolutes;resinoids"
330125,Of other mints,5513,"Essential oils,concretes & absolutes;resinoids"
330126,(-2006) Of vetiver,5513,"Essential oils,concretes & absolutes;resinoids"
330129,Other,5513,"Essential oils,concretes & absolutes;resinoids"
330130,Resinoids,5513,"Essential oils,concretes & absolutes;resinoids"
330190,Other,5513,"Essential oils,concretes & absolutes;resinoids"
330210,Of a kind used in the food or drink industries,5514,Mixtures of two or more odoriferous substances
330290,Other,5514,Mixtures of two or more odoriferous substances
330300,Perfumes and toilet waters.,5530,"Perfumery,cosmetics and toilet preparations"
330410,Lip makeup preparations,5530,"Perfumery,cosmetics and toilet preparations"
330420,Eye makeup preparations,5530,"Perfumery,cosmetics and toilet preparations"
330430,Manicure or pedicure preparations,5530,"Perfumery,cosmetics and toilet preparations"
330491,"Powders, whether or not compressed",5530,"Perfumery,cosmetics and toilet preparations"
330499,Other,5530,"Perfumery,cosmetics and toilet preparations"
330510,Shampoos,5530,"Perfumery,cosmetics and toilet preparations"
330520,Preparations for permanent waving or straightening,5530,"Perfumery,cosmetics and toilet preparations"
330530,Hair lacquers,5530,"Perfumery,cosmetics and toilet preparations"
330590,Other,5530,"Perfumery,cosmetics and toilet preparations"
330610,Dentifrices,5530,"Perfumery,cosmetics and toilet preparations"
330620,(1996-) Yarn used to clean between the teeth (dental floss),65142,"Yarn non-textured of contin.polyamide fibres,n.e.s"
330690,Other,5530,"Perfumery,cosmetics and toilet preparations"
330710,"Preshave, shaving or aftershave preparations",5530,"Perfumery,cosmetics and toilet preparations"
330720,Personal deodorants and antiperspirants,5530,"Perfumery,cosmetics and toilet preparations"
330730,Perfumed bath salts and other bath preparations,5530,"Perfumery,cosmetics and toilet preparations"
330741,Agarbatti and other odoriferous preparations which operate by burning,5530,"Perfumery,cosmetics and toilet preparations"
330749,Other,5530,"Perfumery,cosmetics and toilet preparations"
330790,Other,5530,"Perfumery,cosmetics and toilet preparations"
340111,For toilet use (including medicated products),5541,Soap;organic surface-active products & preparatns
340119,Other,5541,Soap;organic surface-active products & preparatns
340120,Soap in other forms,5541,Soap;organic surface-active products & preparatns
340130,"(2002-) Organic surfaceactive products and preparations for washing the  skin,  in  the  form  of  liquid or cream and put up for retail sale, whether or not containing soap",5542,"Organic surface-active agents,n.e.s."
340211,Anionic,5542,"Organic surface-active agents,n.e.s."
340212,Cationic,5542,"Organic surface-active agents,n.e.s."
340213,Non-ionic,5542,"Organic surface-active agents,n.e.s."
340219,Other,5542,"Organic surface-active agents,n.e.s."
340220,Preparations put up for retail sale,5542,"Organic surface-active agents,n.e.s."
340290,Other,5542,"Organic surface-active agents,n.e.s."
340311,"Preparations for the treatment of textile materials, leather, furskins or other materials",33452,Lubricating preparations
340319,Other,33452,Lubricating preparations
340391,"Preparations for the treatment of textile materials, leather, furskins or other materials",33452,Lubricating preparations
340399,Other,33452,Lubricating preparations
340410,(-2006) Of chemically modified lignite,59831,Artificial waxes (including water-soluble waxes)
340420,Of poly(oxyethylene) (polyethylene glycol),59831,Artificial waxes (including water-soluble waxes)
340490,Other,59831,Artificial waxes (including water-soluble waxes)
340510,"Polishes, creams and similar preparations for footwear or leather",5543,"Polishes & creams,for footwear,furniture or floors"
340520,"Polishes, creams and similar preparations for the maintenance of wooden furniture, floors or other woodwork",5543,"Polishes & creams,for footwear,furniture or floors"
340530,"Polishes and similar preparations for coachwork, other than metal polishes",5543,"Polishes & creams,for footwear,furniture or floors"
340540,Scouring pastes and powders and other scouring preparations,5543,"Polishes & creams,for footwear,furniture or floors"
340590,Other,5543,"Polishes & creams,for footwear,furniture or floors"
340600,"Candles, tapers and the like.",89931,"Candles,tapers,night-lights and the like"
340700,"Modelling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparati",59895,Modelling pastes(inc.those for children's amusent)
350110,Casein,59221,"Casein,caseinates and other casein derivatives"
350190,Other,59221,"Casein,caseinates and other casein derivatives"
350210,(-1995) Egg albumin,59222,"Albumins,albuminates and other albumin derivatives"
350211,(1996-) Dried,59222,"Albumins,albuminates and other albumin derivatives"
350219,(1996-) Other,59222,"Albumins,albuminates and other albumin derivatives"
350220,"(1996-) Milk albumin, including concentrates of two or more whey proteins",59222,"Albumins,albuminates and other albumin derivatives"
350290,Other,59222,"Albumins,albuminates and other albumin derivatives"
350300,"Gelatin (including gelatin in rectangular (including square) sheets, whether or not surfaceworked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 35.01.",59223,Gelatin & gelat.derivatives;glues deriv.from bones
350400,"Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed.",59224,Peptones & other protein substanc.& their derivat.
350510,Dextrins and other modified starches,59225,Dextrins & dextrin glues;soluble/roasted starches
350520,Glues,59225,Dextrins & dextrin glues;soluble/roasted starches
350610,"Products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg",59229,"Prepared glues,n.e.s."
350691,Adhesives based on polymers of headings 39.01 to 39.13 or on rubber,59229,"Prepared glues,n.e.s."
350699,Other,59229,"Prepared glues,n.e.s."
350710,Rennet and concentrates thereof,51691,Enzymes
350790,Other,51691,Enzymes
360100,Propellent powders.,57211,Propellent powders
360200,"Prepared explosives, other than propellent powders.",57212,Prepared explosives(other than propellent powders)
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators.,5722,"Safety fuses,detonating fus.;percussion & det.caps"
360410,Fireworks,5723,"Pyrotechnic articles:(firework,railway fog etc.)"
360490,Other,5723,"Pyrotechnic articles:(firework,railway fog etc.)"
360500,"Matches, other than pyrotechnic articles of heading 36.04.",89932,"Matches,excl. bengal matches"
360610,Liquid or liquefiedgas fuels in containers of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300 cm3,89939,Ferro-cerium & other pyrophoric alloys
360690,Other,89939,Ferro-cerium & other pyrophoric alloys
370110,For Xray,88221,"Photographic plates,sensitized,unexposed"
370120,Instant print film,88221,"Photographic plates,sensitized,unexposed"
370130,"Other plates and film, with any side exceeding 255 mm",88221,"Photographic plates,sensitized,unexposed"
370191,For colour photography (polychrome),88221,"Photographic plates,sensitized,unexposed"
370199,Other,88221,"Photographic plates,sensitized,unexposed"
370210,For Xray,88222,"Film in rolls,sensitized,unexposed"
370220,(-2006) Instant print film,88222,"Film in rolls,sensitized,unexposed"
370231,For colour photography (polychrome),88222,"Film in rolls,sensitized,unexposed"
370232,"Other, with silver halide emulsion",88222,"Film in rolls,sensitized,unexposed"
370239,Other,88222,"Film in rolls,sensitized,unexposed"
370241,"Of a width exceeding 610 mm and of a length exceeding   200 m, for colour photography (polychrome)",88222,"Film in rolls,sensitized,unexposed"
370242,"Of a width exceeding 610 mm and of a length exceeding   200 m, other than for colour photography",88222,"Film in rolls,sensitized,unexposed"
370243,Of a width exceeding 610 mm and of a length not exceeding 200 m,88222,"Film in rolls,sensitized,unexposed"
370244,Of a width exceeding 105 mm but not exceeding 610 mm,88222,"Film in rolls,sensitized,unexposed"
370251,Of a width not exceeding 16 mm and of a length not exceeding 14 m,88222,"Film in rolls,sensitized,unexposed"
370252,Of a width not exceeding 16 mm and of a length exceeding  14 m,88222,"Film in rolls,sensitized,unexposed"
370253,"Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, for slides",88222,"Film in rolls,sensitized,unexposed"
370254,"Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, other than for slides",88222,"Film in rolls,sensitized,unexposed"
370255,Of a width exceeding 16 mm but not exceeding 35 mm and of a length exceeding 30 m,88222,"Film in rolls,sensitized,unexposed"
370256,Of a width exceeding 35 mm,88222,"Film in rolls,sensitized,unexposed"
370291,Of a width not exceeding 16 mm,88222,"Film in rolls,sensitized,unexposed"
370292,(-2001) Other :-- Of a width not exceeding 16 mm and of a ,88222,"Film in rolls,sensitized,unexposed"
370293,Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m,88222,"Film in rolls,sensitized,unexposed"
370294,Of a width exceeding 16 mm but not exceeding 35 mm and of a length exceeding 30 m,88222,"Film in rolls,sensitized,unexposed"
370295,Of a width exceeding 35 mm,88222,"Film in rolls,sensitized,unexposed"
370310,In rolls of a width exceeding 610 mm,88223,"Paper,paperboard & cloth,unexposed,sensitized"
370320,"Other, for colour photography (polychrome)",88223,"Paper,paperboard & cloth,unexposed,sensitized"
370390,Other,88223,"Paper,paperboard & cloth,unexposed,sensitized"
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed.",88223,"Paper,paperboard & cloth,unexposed,sensitized"
370510,For offset reproduction,88225,"Plates,un-/perforated film exposed & developed"
370520,(-2006) Microfilms,88225,"Plates,un-/perforated film exposed & developed"
370590,Other,88225,"Plates,un-/perforated film exposed & developed"
370610,Of a width of 35 mm or more,8830,"Cinematograph film,exposed-developed,neg.or pos."
370690,Other,8830,"Cinematograph film,exposed-developed,neg.or pos."
370710,Sensitising emulsions,8821,Chemical products & flashlight materials
370790,Other,8821,Chemical products & flashlight materials
380110,Artificial graphite,59832,Artificial graphite ;colloidal graphite
380120,Colloidal or semicolloidal graphite,59832,Artificial graphite ;colloidal graphite
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,59832,Artificial graphite ;colloidal graphite
380190,Other,59832,Artificial graphite ;colloidal graphite
380210,Activated carbon,59892,Activated carbon;activat.natural mineral products
380290,Other,59892,Activated carbon;activat.natural mineral products
380300,"Tall oil, whether or not refined.",59811,Tall oil
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading 38.03.",59812,Concentrated sulphite lye
380510,"Gum, wood or sulphate turpentine oils",59813,Spirits of turpentine and other terpenic solvents
380520,(-2006) Pine oil,59813,Spirits of turpentine and other terpenic solvents
380590,Other,59813,Spirits of turpentine and other terpenic solvents
380610,Rosin and resin acids,59814,"Rosin and resin acids,and derivatives thereof"
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts",59814,"Rosin and resin acids,and derivatives thereof"
380630,Ester gums,59814,"Rosin and resin acids,and derivatives thereof"
380690,Other,59814,"Rosin and resin acids,and derivatives thereof"
380700,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch.",59819,Wood tar ; wood tar oils
380810,(-2006) Insecticides,5911,Insecticides packed for sale etc.
380820,(-2006) Fungicides,5912,Fungicides packed for sale etc.
380830,"(-2006) Herbicides, antisprouting products and plantgrowth regulators",5913,Weed killers (herbicides)packed for sale etc.
380840,(-2006) Disinfectants,59141,Disinfectants packed for sale etc.
380890,(-2006) Other,59149,Anti-sprout.prod.rat poisons etc.packed for sale
380910,With a basis of amylaceous substances,59891,"Prepared glazings,prepared dressings,prep.mordants"
380991,Of a kind used in the textile or like industries,59891,"Prepared glazings,prepared dressings,prep.mordants"
380992,Of a kind used in the paper or like industries,59891,"Prepared glazings,prepared dressings,prep.mordants"
380993,Of a kind used in the leather or like industries,59891,"Prepared glazings,prepared dressings,prep.mordants"
