HS 1988/92 Product Code,HS 1988/92 Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
350691,Adhesives based on rubber or plastic (incl. art,2429,Manufacture of other chemical products n.e.c.
350699,"Prepared glues and other prepared adhesives, ne",2429,Manufacture of other chemical products n.e.c.
350710,Rennet and concentrates thereof,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
350790,Enzymes; prepared enzymes (not elsewhere specif,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
360100,Propellent powders,2429,Manufacture of other chemical products n.e.c.
360200,"Prepared explosives, (excl. propellent powders)",2429,Manufacture of other chemical products n.e.c.
360300,Safety fuses; detonating fuses; caps; igniters;,2429,Manufacture of other chemical products n.e.c.
360410,Fireworks,2429,Manufacture of other chemical products n.e.c.
360490,Signalling flares... and other pyrotechnic arti,2429,Manufacture of other chemical products n.e.c.
360500,Matches (excl. pyrotechnic articles of 36.04),3699,Other manufacturing n.e.c.
360610,"Liquid or liquefied-gas fuels in containers, fo",3699,Other manufacturing n.e.c.
360690,"Ferro-cerium, pyrophoric alloys; articles of co",3699,Other manufacturing n.e.c.
370110,"Photographic plates... for X-ray, in the flat,",2429,Manufacture of other chemical products n.e.c.
370120,"Instant print flat film, unexposed",2429,Manufacture of other chemical products n.e.c.
370130,"Plates and film, in the flat with any side >255",2429,Manufacture of other chemical products n.e.c.
370191,"Photographic plates..., in the flat for colour",2429,Manufacture of other chemical products n.e.c.
370199,"Photographic plates and film, in the flat (excl",2429,Manufacture of other chemical products n.e.c.
370210,"Photographic film in rolls, for X-ray, unexpose",2429,Manufacture of other chemical products n.e.c.
370220,"Instant print film in rolls, unexposed",2429,Manufacture of other chemical products n.e.c.
370231,"Polychrome film, in rolls, non-perforated, of w",2429,Manufacture of other chemical products n.e.c.
370232,"Film, in rolls, non-perforated, with silver...",2429,Manufacture of other chemical products n.e.c.
370239,"Film, in rolls, non-perforated, of width =<105m",2429,Manufacture of other chemical products n.e.c.
370241,"Polychrome film, in rolls, non-perforated, widt",2429,Manufacture of other chemical products n.e.c.
370242,"Film, in rolls, non-perforated, width >610mm le",2429,Manufacture of other chemical products n.e.c.
370243,"Film, in rolls, non-perforated, width >610mm an",2429,Manufacture of other chemical products n.e.c.
370244,"Film, in rolls, non-perforated, width >105mm bu",2429,Manufacture of other chemical products n.e.c.
370251,"Polychrome film, in rolls, width =<16mm and len",2429,Manufacture of other chemical products n.e.c.
370252,"Polychrome film, in rolls, width =<16mm and len",2429,Manufacture of other chemical products n.e.c.
370253,"Polychrome slide film, in rolls, width >16mm bu",2429,Manufacture of other chemical products n.e.c.
370254,"Polychrome film, in rolls, width >16mm but =<35",2429,Manufacture of other chemical products n.e.c.
370255,"Polychrome film, in rolls, width >16mm but =<35",2429,Manufacture of other chemical products n.e.c.
370256,"Polychrome film, in rolls, width >35mm",2429,Manufacture of other chemical products n.e.c.
370291,"Film, in rolls, width =<16mm and length =<14m (",2429,Manufacture of other chemical products n.e.c.
370292,"Film, in rolls, width =<16mm and length >14m (e",2429,Manufacture of other chemical products n.e.c.
370293,"Film, in rolls, width >16mm but =<35mm and leng",2429,Manufacture of other chemical products n.e.c.
370294,"Film, in rolls, width >16mm but =<35mm and leng",2429,Manufacture of other chemical products n.e.c.
370295,"Film, in rolls, width >35mm (excl. colour)",2429,Manufacture of other chemical products n.e.c.
370310,"Photographic paper, paperboard and textilles, i",2429,Manufacture of other chemical products n.e.c.
370320,"Photographic paper, paperboard and textilles fo",2429,Manufacture of other chemical products n.e.c.
370390,"Photographic paper, paperboard and textilles, n",2429,Manufacture of other chemical products n.e.c.
370400,"Photographic plates, film, paper..., exposed bu",7494,Photographic activities
370510,"Photographic plates..., exposed and developed,",7494,Photographic activities
370520,"Microfilms, exposed and developed",7494,Photographic activities
370590,"Photographic plates..., exposed and developed,",7494,Photographic activities
370610,"Cinematographic film, exposed and developed, wi",9211,Motion picture and video production and distribution
370690,"Cinematographic film, exposed and developed, wi",9211,Motion picture and video production and distribution
370710,Sensitising emulsions for photographic uses,2429,Manufacture of other chemical products n.e.c.
370790,"Chemical preparations for photograpic use, nes",2429,Manufacture of other chemical products n.e.c.
380110,Artificial graphite,2699,Manufacture of other non-metallic mineral products n.e.c.
380120,Colloidal graphite or semi-colloidal graphite,2699,Manufacture of other non-metallic mineral products n.e.c.
380130,Carbonaceous pastes for electrodes and pastes f,2699,Manufacture of other non-metallic mineral products n.e.c.
380190,Preparations based on graphite or carbon in the,2699,Manufacture of other non-metallic mineral products n.e.c.
380210,Activated carbon,2429,Manufacture of other chemical products n.e.c.
380290,Activated natural mineral products; animal blac,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380300,"Tall oil, whether or not refined",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380400,Residual lyes from the manufacture of wood pulp,9999,Goods not elsewhere classified
380510,"Gum, wood or sulphate turpentine oils",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380520,Pine oil containing alpha-terpined as the main,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380590,"Other turpenic oils, nes; crude dipentene, etc",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380610,Rosin and resin acids,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380620,Salts of rosin or of resin acids,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380630,Ester gums,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380690,"Derivatives of rosin and resin acids, nes; rosi",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380700,Wood tar; wood tar oils; wood creosote; wood na,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
380810,"Insecticides, put up for retail sale",2421,Manufacture of pesticides and other agro-chemical products
380820,"Fungicides, put up for retail sale",2421,Manufacture of pesticides and other agro-chemical products
380830,"Herbicides, anti-sprouting products and plant g",2421,Manufacture of pesticides and other agro-chemical products
380840,"Disinfectants, put up for retail sale",2421,Manufacture of pesticides and other agro-chemical products
380890,"Rodenticides and similar products, put up for r",2421,Manufacture of pesticides and other agro-chemical products
380910,"Finishing agents, etc, with amylaceous basis",2429,Manufacture of other chemical products n.e.c.
380991,"Finishing agents, etc, of a kind used in the te",2429,Manufacture of other chemical products n.e.c.
380992,"Finishing agents, etc, of a kind used in the pa",2429,Manufacture of other chemical products n.e.c.
380993,"Finishing agents, etc, of a kind used in the le",2429,Manufacture of other chemical products n.e.c.
381010,Pickling preparations for metal surfaces; solde,2429,Manufacture of other chemical products n.e.c.
381090,"Preparations such as fluxes for soldering..., e",2429,Manufacture of other chemical products n.e.c.
381111,Anti-knock preparations based on lead compounds,2429,Manufacture of other chemical products n.e.c.
381119,Anti-knock preparations (excl. based on lead),2429,Manufacture of other chemical products n.e.c.
381121,Additives for lubricating oils with petroleum o,2429,Manufacture of other chemical products n.e.c.
381129,Additives for lubricating oils (excl. with petr,2429,Manufacture of other chemical products n.e.c.
381190,Other additives other than for lubricating oils,2429,Manufacture of other chemical products n.e.c.
381210,Prepared rubber accelerators,2429,Manufacture of other chemical products n.e.c.
381220,"Compound plasticisers for rubber or plastics, n",2429,Manufacture of other chemical products n.e.c.
381230,Anti-oxidising preparations and stabilisers for,2429,Manufacture of other chemical products n.e.c.
381300,Preparations for fire-extinguishers; charged fi,2429,Manufacture of other chemical products n.e.c.
381400,"Organic composite solvents and thinners, nes; p",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
381511,Supported catalysts with nickel or its compound,2429,Manufacture of other chemical products n.e.c.
381512,Supported catalysts with precious metal or its,2429,Manufacture of other chemical products n.e.c.
381519,"Supported catalysts, nes",2429,Manufacture of other chemical products n.e.c.
381590,"Reaction initiators, accelerators and catalytic",2429,Manufacture of other chemical products n.e.c.
381600,"Refractory cements, mortars, concretes and simi",2692,Manufacture of refractory ceramic products
381710,"Mixed alkylbenzenes, nes",2429,Manufacture of other chemical products n.e.c.
381720,"Mixed alkylnaphthalenes, nes",2429,Manufacture of other chemical products n.e.c.
381800,"Chemical elements in disk form and compounds, d",2429,Manufacture of other chemical products n.e.c.
381900,Hydraulic brake fluids and similar liquids with,2429,Manufacture of other chemical products n.e.c.
382000,Anti-freezing preparations and prepared de-icin,2429,Manufacture of other chemical products n.e.c.
382100,Prepared culture media for development of micro,2429,Manufacture of other chemical products n.e.c.
382200,"Composite diagnostic or laboratory reagents, ne",2429,Manufacture of other chemical products n.e.c.
382310,Prepared binders for foundry moulds or cores,2429,Manufacture of other chemical products n.e.c.
382320,"Naphthenic acids, their water-insoluble salts a",2429,Manufacture of other chemical products n.e.c.
382330,Non-agglomerated metal carbides mixed together,2429,Manufacture of other chemical products n.e.c.
382340,"Prepared additives for cements, mortars or conc",2429,Manufacture of other chemical products n.e.c.
382350,Non-refractory mortars and concretes,2695,"Manufacture of articles of concrete, cement and plaster"
382360,Sorbitol (excl. that of 2905.44),2429,Manufacture of other chemical products n.e.c.
382390,Chemical products and residual products of chem,2429,Manufacture of other chemical products n.e.c.
390110,"Polyethylene having a specific gravity <0.94, i",2413,Manufacture of plastics in primary forms and of synthetic rubber
390120,"Polyethylene having a specific gravity >=0.94,",2413,Manufacture of plastics in primary forms and of synthetic rubber
390130,"Ethylene-vinyl acetate copolymers, in primary f",2413,Manufacture of plastics in primary forms and of synthetic rubber
390190,"Other polymers of ethylene, in primary forms, n",2413,Manufacture of plastics in primary forms and of synthetic rubber
390210,"Polypropylene, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390220,"Polyisobutylene, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390230,"Propylene copolymers, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390290,"Other polymers of propylene or other olefins, i",2413,Manufacture of plastics in primary forms and of synthetic rubber
390311,"Expansible polystyrene, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390319,"Polystyrene (excl. expansible), in primary form",2413,Manufacture of plastics in primary forms and of synthetic rubber
390320,"Styrene-acrylonitrile (SAN) copolymers, in prim",2413,Manufacture of plastics in primary forms and of synthetic rubber
390330,Acrylonitrile-butadiene-styrene (ABS) copolymer,2413,Manufacture of plastics in primary forms and of synthetic rubber
390390,"Polymers of styrene, in primary forms, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
390410,"Polyvinyl chloride, not mixed with other substa",2413,Manufacture of plastics in primary forms and of synthetic rubber
390421,"Non-plasticised polyvinyl chloride mixed, in pr",2413,Manufacture of plastics in primary forms and of synthetic rubber
390422,"Plasticised polyvinyl chloride mixed, in primar",2413,Manufacture of plastics in primary forms and of synthetic rubber
390430,"Vinyl chloride-vinyl acetate copolymers, in pri",2413,Manufacture of plastics in primary forms and of synthetic rubber
390440,"Vinyl chloride copolymers (excl. acetate), in p",2413,Manufacture of plastics in primary forms and of synthetic rubber
390450,"Vinylidene chloride polymers, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390461,"Polytetrafluoroethylene, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390469,Fluoro-polymers (excl. polytetrafluoroethylene),2413,Manufacture of plastics in primary forms and of synthetic rubber
390490,"Polymers of halogenated olefins, in primary for",2413,Manufacture of plastics in primary forms and of synthetic rubber
390511,"Polymers of vinyl acetate, in aqueous dispersio",2413,Manufacture of plastics in primary forms and of synthetic rubber
390519,Polymers of vinyl acetate (excl. aqueous disper,2413,Manufacture of plastics in primary forms and of synthetic rubber
390520,"Polyvinyl alcohols, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390590,"Polymers of vinyl esters or vinyl polymers, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
390610,"Polymethyl methacrylate, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390690,"Acrylic polymers prepared,in primary forms, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
390710,"Polyacetals, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390720,"Other polyethers, in primary forms, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
390730,"Epoxide resins, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390740,"Polycarbonates, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390750,"Alkyd resins, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390760,"Polyethylene terephthalate, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390791,"Unsaturated polyesters, in primary forms, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
390799,"Polyesters, in primary forms, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
390810,"Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6",2413,Manufacture of plastics in primary forms and of synthetic rubber
390890,"Other polymides, in primary forms, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
390910,"Urea resins; thiourea resins, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390920,"Melamine resins, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390930,"Other amino resins, in primary forms, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
390940,"Phenolic resins, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
390950,"Polyurethanes, in primary forms",2413,Manufacture of plastics in primary forms and of synthetic rubber
391000,Silicones in primary forms,2413,Manufacture of plastics in primary forms and of synthetic rubber
391110,Petroleum resins... other resins and polyterpen,2413,Manufacture of plastics in primary forms and of synthetic rubber
391190,"Polysulphides, polysulphones and other products",2413,Manufacture of plastics in primary forms and of synthetic rubber
391211,"Non-plasticised cellulose acetates, in primary",2413,Manufacture of plastics in primary forms and of synthetic rubber
391212,"Plasticised cellulose acetates, in primary form",2413,Manufacture of plastics in primary forms and of synthetic rubber
391220,"Cellulose nitrates (incl. collodions), in prima",2413,Manufacture of plastics in primary forms and of synthetic rubber
391231,"Carboxymethylcellulose and its salts, in primar",2413,Manufacture of plastics in primary forms and of synthetic rubber
391239,"Other cellulose ethers, in primary forms, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
391290,"Cellulose and its chemical derivatives, in prim",2413,Manufacture of plastics in primary forms and of synthetic rubber
391310,"Alginic acid, its salts and esters, in primary",2413,Manufacture of plastics in primary forms and of synthetic rubber
391390,"Natural and modified natural polymers, in prima",2413,Manufacture of plastics in primary forms and of synthetic rubber
391400,Ion-exchangers based on polymers of 39.01 to 39,2413,Manufacture of plastics in primary forms and of synthetic rubber
391510,"Waste, parings and scrap, of polymers of ethyle",9999,Goods not elsewhere classified
391520,"Waste, parings and scrap, of polymers of styren",9999,Goods not elsewhere classified
391530,"Waste, parings and scrap, of polymers of vinyl",9999,Goods not elsewhere classified
391590,"Waste, parings and scrap, of other plastics, ne",9999,Goods not elsewhere classified
391610,"Monofilament >1mm, rods... and profile shapes,",2520,Manufacture of plastics products
391620,"Monofilament >1mm, rods..., etc, of polymers of",2520,Manufacture of plastics products
391690,"Monofilament >1mm, rods... and profile shapes,",2520,Manufacture of plastics products
391710,Artificial guts of hardened proteins or cellulo,2520,Manufacture of plastics products
391721,"Tubes, pipes and hoses, rigid, of polymers of e",2520,Manufacture of plastics products
391722,"Tubes, pipes and hoses, rigid, of polymers of p",2520,Manufacture of plastics products
391723,"Tubes, pipes and hoses, rigid, of polymers of v",2520,Manufacture of plastics products
391729,"Tubes, pipes and hoses, rigid, of other plastic",2520,Manufacture of plastics products
391731,"Flexible tubes, pipes and hoses, with a burst p",2520,Manufacture of plastics products
391732,"Tubes, pipes and hoses, not reinforced, without",2520,Manufacture of plastics products
391733,"Tubes, pipes and hoses, not reinforced, with fi",2520,Manufacture of plastics products
391739,"Other tubes, pipes and hoses, nes",2520,Manufacture of plastics products
391740,"Fittings, for tubes, pipes and hoses, of plasti",2520,Manufacture of plastics products
391810,Floor... coverings of polymers of vinyl chlorid,2520,Manufacture of plastics products
391890,"Floor, wall or ceiling coverings of plastics, n",2520,Manufacture of plastics products
391910,"Self-adhesive tape, plates, strip..., in rolls,",2520,Manufacture of plastics products
391990,"Other self-adhesive plates, tape, strip, foil..",2520,Manufacture of plastics products
392010,"Plates..., of polymers of ethylene, not reinfor",2520,Manufacture of plastics products
392020,"Plates..., of polymers of propylene, not reinfo",2520,Manufacture of plastics products
392030,"Plates..., of polymers of styrene, not reinforc",2520,Manufacture of plastics products
392041,"Plates..., of polymers of vinyl chloride, rigid",2520,Manufacture of plastics products
392042,"Plates..., of polymers of vinyl chloride, flexi",2520,Manufacture of plastics products
392051,"Plates..., of polymethyl methacrylate, not rein",2520,Manufacture of plastics products
392059,"Plates..., of other acrylic polymers, not reinf",2520,Manufacture of plastics products
392061,"Plates..., of polycarbonates, not reinforced, e",2520,Manufacture of plastics products
392062,"Plates..., of polyethylene terephthalate, not r",2520,Manufacture of plastics products
392063,"Plates..., of unsaturated polyesters, not reinf",2520,Manufacture of plastics products
392069,"Plates..., of other polyesters, not reinforced,",2520,Manufacture of plastics products
392071,"Plates..., of regenerated cellulose, not reinfo",2520,Manufacture of plastics products
392072,"Plates..., of vulcanised fibre, not reinforced,",2520,Manufacture of plastics products
392073,"Plates..., of cellulose acetate, not reinforced",2520,Manufacture of plastics products
392079,"Plates..., of other cellulose derivatives, not",2520,Manufacture of plastics products
392091,"Plates..., of polyvinyl butyral, not reinforced",2520,Manufacture of plastics products
392092,"Plates..., of polyamides, not reinforced, etc",2520,Manufacture of plastics products
392093,"Plates..., of amino-resins, not reinforced, etc",2520,Manufacture of plastics products
392094,"Plates..., of phenolic resins, not reinforced,",2520,Manufacture of plastics products
392099,"Plates..., of other plastics, not reinforced, e",2520,Manufacture of plastics products
392111,"Cellular plates, strips... of polymers of styre",2520,Manufacture of plastics products
392112,"Cellular plates, strips... of polymers of vinyl",2520,Manufacture of plastics products
392113,"Cellular plates, strips... of polymers of polyu",2520,Manufacture of plastics products
392114,"Cellular plates, strips... of polymers of regen",2520,Manufacture of plastics products
392119,"Cellular plates, strips... of other plastics, n",2520,Manufacture of plastics products
392190,"Other cellular plates, strips..., of plastics,",2520,Manufacture of plastics products
392210,"Baths, shower-baths and wash-basins, of plastic",2520,Manufacture of plastics products
392220,Lavatory seats and covers of plastics,2520,Manufacture of plastics products
392290,"Bidets, lavatory pans... and other sanitary war",2520,Manufacture of plastics products
392310,"Boxes, cases, crates and similar articles of pl",2520,Manufacture of plastics products
392321,Sacks and bags (incl. cones) of polymers of eth,2520,Manufacture of plastics products
392329,Sacks and bags (incl. cones) of other plastics,2520,Manufacture of plastics products
392330,"Carboys, bottles, flasks and similar articles o",2520,Manufacture of plastics products
392340,"Spools, cops, bobbins and similar supports of p",2520,Manufacture of plastics products
392350,"Stoppers, lids, caps and other closures of plas",2520,Manufacture of plastics products
392390,"Articles for the packing of goods, of plastics,",2520,Manufacture of plastics products
392410,Tableware and kitchenware of plastics,2520,Manufacture of plastics products
392490,"Household and toilet articles of plastics, nes",2520,Manufacture of plastics products
392510,"Reservoirs... and similar containers, capacity",2520,Manufacture of plastics products
392520,"Doors, windows and their frames and thresholds",2520,Manufacture of plastics products
392530,"Shutters, blinds and similar articles and parts",2520,Manufacture of plastics products
392590,"Builders' ware of plastics, nes",2520,Manufacture of plastics products
392610,Office or school supplies of plastics,2520,Manufacture of plastics products
392620,Articles of apparel and clothing accessories of,2520,Manufacture of plastics products
392630,"Fittings for furniture, coachwork or the like o",2520,Manufacture of plastics products
392640,Statuettes and other ornamental articles of pla,2520,Manufacture of plastics products
392690,"Other articles of plastics, nes",2520,Manufacture of plastics products
400110,"Natural rubber latex, in primary forms or in pl",0111,Growing of cereals and other crops n.e.c.
400121,Smoked sheets of natural rubber,0111,Growing of cereals and other crops n.e.c.
400122,"Technically specified natural rubber, in primar",0111,Growing of cereals and other crops n.e.c.
400129,"Other natural rubber, in primary forms or in pl",0111,Growing of cereals and other crops n.e.c.
400130,"Balata, gutta-percha... and similar gums, in pr",0200,"Forestry, logging and related service activities"
400211,Latex of styrene-butadiene or carboxylated styr,2413,Manufacture of plastics in primary forms and of synthetic rubber
400219,Styrene-butadiene rubber; carboxylated styrene-,2413,Manufacture of plastics in primary forms and of synthetic rubber
400220,"Butadiene rubber, in primary forms or in plates",2413,Manufacture of plastics in primary forms and of synthetic rubber
400231,Isobutene-isoprene (butyl) rubber,2413,Manufacture of plastics in primary forms and of synthetic rubber
400239,Halo-isobutene-isoprene rubber,2413,Manufacture of plastics in primary forms and of synthetic rubber
400241,Latex of chloroprene (chlorobutadiene) rubber,2413,Manufacture of plastics in primary forms and of synthetic rubber
400249,Chloroprene (chlorobutadiene) rubber (excl. lat,2413,Manufacture of plastics in primary forms and of synthetic rubber
400251,Latex of acrylonitrile-butadiene rubber,2413,Manufacture of plastics in primary forms and of synthetic rubber
400259,Acrylonitrile-butadiene rubber (excl. latex),2413,Manufacture of plastics in primary forms and of synthetic rubber
400260,Isoprene rubber,2413,Manufacture of plastics in primary forms and of synthetic rubber
400270,Ethylene-propylene-non-conjugated diene rubber,2413,Manufacture of plastics in primary forms and of synthetic rubber
400280,Mixtures of any product of 40.01 with any produ,2413,Manufacture of plastics in primary forms and of synthetic rubber
400291,"Latex of synthetic rubber, nes",2413,Manufacture of plastics in primary forms and of synthetic rubber
400299,"Other synthetic rubber products (excl. latex),",2413,Manufacture of plastics in primary forms and of synthetic rubber
400300,"Reclaimed rubber in primary forms or in plates,",2519,Manufacture of other rubber products
400400,"Waste, parings and scrap of rubber (excl. hard",9999,Goods not elsewhere classified
400510,"Rubber compounded with carbon black or silica,",2519,Manufacture of other rubber products
400520,"Rubber solutions; dispersions, unvulcanized, ne",2519,Manufacture of other rubber products
400591,"Plates, sheets and strip of unvulcanized, compo",2519,Manufacture of other rubber products
400599,"Compounded rubber, unvulcanized, in primary for",2519,Manufacture of other rubber products
400610,Camel-back strips for retreading rubber tyres,2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
400690,Other forms and articles of unvulcanized rubber,2519,Manufacture of other rubber products
400700,Vulcanized rubber thread and cord,2519,Manufacture of other rubber products
400811,"Plates, sheets and strip of cellular vulcanized",2519,Manufacture of other rubber products
400819,Rods and profile shapes of cellular vulcanized,2519,Manufacture of other rubber products
400821,"Plates, sheets and strip of non-cellular, vulca",2519,Manufacture of other rubber products
400829,"Rods and profile shapes of non-cellular, vulcan",2519,Manufacture of other rubber products
400910,"Tubes..., of vulcanized rubber, not reinforced,",2519,Manufacture of other rubber products
400920,"Tubes..., of vulcanized rubber, reinforced with",2519,Manufacture of other rubber products
400930,"Tubes..., of vulcanized rubber, reinforced with",2519,Manufacture of other rubber products
400940,"Tubes..., of vulcanized rubber, reinforced with",2519,Manufacture of other rubber products
400950,"Tubes, pipes and hoses, of vulcanized rubber wi",2519,Manufacture of other rubber products
401010,"Conveyor... belting, of vulcanized rubber of tr",2519,Manufacture of other rubber products
401091,"Conveyor... belting, of vulcanized rubber of a",2519,Manufacture of other rubber products
401099,"Conveyor... belting, of vulcanized rubber of a",2519,Manufacture of other rubber products
401110,"New pneumatic tyres, of rubber of a kind used o",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401120,"New pneumatic tyres, of rubber of a kind used o",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401130,"New pneumatic tyres, of rubber for aircraft",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401140,"New pneumatic tyres, of rubber of a kind used o",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401150,"New pneumatic tyres, of rubber of a kind used o",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401191,"New pneumatic tyres, of rubber, nes, of herring",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401199,"New pneumatic tyres, of rubber, nes (excl. of h",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401210,Retreaded tyres of rubber,2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401220,Used pneumatic tyres of rubber,9999,Goods not elsewhere classified
401290,"Solid... tyres, interchangeable tyre treads and",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401310,"Inner tubes, of rubber of a kind used on motor",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401320,"Inner tubes, of rubber of a kind used on bicycl",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401390,"Inner tubes, of rubber, nes",2511,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres
401410,Sheath contraceptives,2519,Manufacture of other rubber products
401490,Hygienic or pharmaceutical articles of vulcaniz,2519,Manufacture of other rubber products
401511,Surgical gloves,2519,Manufacture of other rubber products
401519,Gloves of vulcanized rubber (excl. surgical glo,2519,Manufacture of other rubber products
401590,Articles of apparel and clothing accessories of,2519,Manufacture of other rubber products
401610,Articles of vulcanized rubber of cellular rubbe,2519,Manufacture of other rubber products
401691,"Floor coverings and mats of vulcanized rubber,",2519,Manufacture of other rubber products
401692,"Erasers, of vulcanized rubber",2519,Manufacture of other rubber products
401693,"Gaskets, washers and other seals, of vulcanized",2519,Manufacture of other rubber products
401694,"Boat or dock fenders, of vulcanized rubber",2519,Manufacture of other rubber products
401695,"Inflatable articles, of vulcanized rubber, nes",2519,Manufacture of other rubber products
401699,"Articles of vulcanized rubber, nes",2519,Manufacture of other rubber products
401700,Hard rubber (eg. ebonite) in all forms; article,2519,Manufacture of other rubber products
410110,"Whole hides and skins of bovine animals, =<8kg",1511,"Production, processing and preserving of meat and meat products"
410121,"Whole hides and skins of bovine animals, nes, f",1511,"Production, processing and preserving of meat and meat products"
410122,"Butts and bends of bovine animal hide, fresh or",1511,"Production, processing and preserving of meat and meat products"
410129,"Hides and skins of bovine animals, fresh or wet",1511,"Production, processing and preserving of meat and meat products"
410130,Hides and skins of bovine animals preserved but,1511,"Production, processing and preserving of meat and meat products"
410140,"Hides and skins of equine animal (fresh, or sal",1511,"Production, processing and preserving of meat and meat products"
410210,"Raw skins of sheep or lambs, with wool on",1511,"Production, processing and preserving of meat and meat products"
410221,"Pickled skins of sheep or lambs, without wool,",1511,"Production, processing and preserving of meat and meat products"
410229,"Skins of sheep or lambs, without wool, not pick",1511,"Production, processing and preserving of meat and meat products"
410310,"Hides and skins of goats or kids, fresh or pres",1511,"Production, processing and preserving of meat and meat products"
410320,"Hides and skins of reptiles, fresh or preserved",0122,Other animal farming; production of animal products n.e.c.
410390,"Other hides and skins, fresh or preserved, not",0122,Other animal farming; production of animal products n.e.c.
410410,"Whole bovine skin leather, of surface area =<2.",1911,Tanning and dressing of leather
410421,"Bovine leather, vegetable pre-tanned (excl. fur",1911,Tanning and dressing of leather
410422,"Bovine leather, non-vegetable pre-tanned (excl.",1911,Tanning and dressing of leather
410429,"Other bovine and equine leather, tanned (excl.",1911,Tanning and dressing of leather
410431,"Full-grains, splits of bovine and equine leathe",1911,Tanning and dressing of leather
410439,"Bovine and equine leather, prepared after tanni",1911,Tanning and dressing of leather
410511,"Sheep, lamb skin leather, vegetable pre-tanned",1911,Tanning and dressing of leather
410512,"Sheep, lamb skin leather, non-veg. pre-tanned (",1911,Tanning and dressing of leather
410519,"Sheep or lamb skin leather, (excl. further prep",1911,Tanning and dressing of leather
410520,"Sheep or lamb skin leather, prepared after tann",1911,Tanning and dressing of leather
410611,"Goat or kid skin leather, vegetable pre-tanned,",1911,Tanning and dressing of leather
410612,"Goat or kid skin leather, pre-tanned, (excl. fu",1911,Tanning and dressing of leather
410619,"Goat or kid skin leather, (excl. further prepar",1911,Tanning and dressing of leather
410620,"Goat or kid skin leather, prepared after tannin",1911,Tanning and dressing of leather
