HS 1988/92 Product Code,HS 1988/92 Product Description,ISIC Revision 2 Product Code,ISIC Revision 2 Product Description
283529,Phosphates (excl. polyphosphates),3511,Manufacture of basic industrial chemicals except fertilizer
283531,Sodium triphosphate (sodium tripolyphosphates),3511,Manufacture of basic industrial chemicals except fertilizer
283539,"Polyphosphates, nes",3511,Manufacture of basic industrial chemicals except fertilizer
283610,Commercial ammonium carbonate and other ammoniu,3511,Manufacture of basic industrial chemicals except fertilizer
283620,Disodium carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283630,Sodium hydrogencarbonate (sodium bicarbonate),3511,Manufacture of basic industrial chemicals except fertilizer
283640,Potassium carbonates,3511,Manufacture of basic industrial chemicals except fertilizer
283650,Calcium carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283660,Barium carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283670,Lead carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283691,Lithium carbonates,3511,Manufacture of basic industrial chemicals except fertilizer
283692,Strontium carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283693,Bismuth carbonate,3511,Manufacture of basic industrial chemicals except fertilizer
283699,Other carbonates; peroxocarbonates,3511,Manufacture of basic industrial chemicals except fertilizer
283711,Cyanides and cyanide oxides of sodium,3511,Manufacture of basic industrial chemicals except fertilizer
283719,"Cyanides, cyanide oxides (excl. sodium)",3511,Manufacture of basic industrial chemicals except fertilizer
283720,Complex cyanides,3511,Manufacture of basic industrial chemicals except fertilizer
283800,Fulminates; cyanates and thiocyanates,3511,Manufacture of basic industrial chemicals except fertilizer
283911,Sodium metasilicates,3511,Manufacture of basic industrial chemicals except fertilizer
283919,Silicates of sodium (excl. metasilicates),3511,Manufacture of basic industrial chemicals except fertilizer
283920,Silicates of potassium,3511,Manufacture of basic industrial chemicals except fertilizer
283990,Other silicates (excl. of sodium and potassium),3511,Manufacture of basic industrial chemicals except fertilizer
284011,Anhydrous disodium tetraborate (refined borax),3511,Manufacture of basic industrial chemicals except fertilizer
284019,"Disodium tetraborate, not anhydrous",3511,Manufacture of basic industrial chemicals except fertilizer
284020,"Other borates, nes",3511,Manufacture of basic industrial chemicals except fertilizer
284030,Peroxoborates,3511,Manufacture of basic industrial chemicals except fertilizer
284110,Aluminates,3511,Manufacture of basic industrial chemicals except fertilizer
284120,Chromates of zinc or of lead,3511,Manufacture of basic industrial chemicals except fertilizer
284130,Sodium dichromate,3511,Manufacture of basic industrial chemicals except fertilizer
284140,Potassium dichromate,3511,Manufacture of basic industrial chemicals except fertilizer
284150,"Other chromates and dichromates, nes; peroxochr",3511,Manufacture of basic industrial chemicals except fertilizer
284160,"Manganites, manganates and permanganates",3511,Manufacture of basic industrial chemicals except fertilizer
284170,Molybdates,3511,Manufacture of basic industrial chemicals except fertilizer
284180,Tungstates (wolframates),3511,Manufacture of basic industrial chemicals except fertilizer
284190,Other salts of oxometallic and peroxometallic a,3511,Manufacture of basic industrial chemicals except fertilizer
284210,Double or complex silicates,3511,Manufacture of basic industrial chemicals except fertilizer
284290,Other salts of inorganic acids or peroxoacids (,3511,Manufacture of basic industrial chemicals except fertilizer
284310,Colloidal precious metals,3511,Manufacture of basic industrial chemicals except fertilizer
284321,Silver nitrate,3511,Manufacture of basic industrial chemicals except fertilizer
284329,Silver compounds (excl. silver nitrate),3511,Manufacture of basic industrial chemicals except fertilizer
284330,Gold compounds,3511,Manufacture of basic industrial chemicals except fertilizer
284390,"Other compounds, nes, and amalgams of precious",3511,Manufacture of basic industrial chemicals except fertilizer
284410,"Natural uranium and its compounds, etc",3511,Manufacture of basic industrial chemicals except fertilizer
284420,Enriched uranium and plutonium and their compou,3511,Manufacture of basic industrial chemicals except fertilizer
284430,Depleted uranium and thorium and their compound,3720,Non-ferrous metal basic industries
284440,Radioactive elements/isotopes and their compoun,3511,Manufacture of basic industrial chemicals except fertilizer
284450,Spent (irradiated) fuel elements (cartridges) o,3511,Manufacture of basic industrial chemicals except fertilizer
284510,Heavy water (deuterium oxide),3511,Manufacture of basic industrial chemicals except fertilizer
284590,Other isotopes and their inorganic or organic c,3511,Manufacture of basic industrial chemicals except fertilizer
284610,Cerium compounds,3511,Manufacture of basic industrial chemicals except fertilizer
284690,"Compounds, inorganic or organic, of rare-earth",3511,Manufacture of basic industrial chemicals except fertilizer
284700,Hydrogen peroxide,3511,Manufacture of basic industrial chemicals except fertilizer
284810,"Phosphides of copper (phosphor copper), contain",3511,Manufacture of basic industrial chemicals except fertilizer
284890,"Phosphides of other metals, nes, or of non-meta",3511,Manufacture of basic industrial chemicals except fertilizer
284910,Carbides of calcium,3511,Manufacture of basic industrial chemicals except fertilizer
284920,Carbides of silicon,3511,Manufacture of basic industrial chemicals except fertilizer
284990,Other carbides (excl. of calcium and silicon),3511,Manufacture of basic industrial chemicals except fertilizer
285000,"Hydrides, nitrides, azides, silicides and borid",3511,Manufacture of basic industrial chemicals except fertilizer
285100,Other inorganic compounds; liquid air; compress,3511,Manufacture of basic industrial chemicals except fertilizer
290110,"Acyclic hydrocarbons, saturated",3511,Manufacture of basic industrial chemicals except fertilizer
290121,Ethylene,3511,Manufacture of basic industrial chemicals except fertilizer
290122,Propene (propylene),3511,Manufacture of basic industrial chemicals except fertilizer
290123,Butene (butylene) and isomers thereof,3511,Manufacture of basic industrial chemicals except fertilizer
290124,"Buta-1,3-diene and isoprene",3511,Manufacture of basic industrial chemicals except fertilizer
290129,"Unsaturated acyclic hydrocarbons, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290211,Cyclohexane,3511,Manufacture of basic industrial chemicals except fertilizer
290219,"Cyclanes, cyclenes and cycloterpenes",3511,Manufacture of basic industrial chemicals except fertilizer
290220,Benzene,3511,Manufacture of basic industrial chemicals except fertilizer
290230,Toluene,3511,Manufacture of basic industrial chemicals except fertilizer
290241,o-Xylene,3511,Manufacture of basic industrial chemicals except fertilizer
290242,m-Xylene,3511,Manufacture of basic industrial chemicals except fertilizer
290243,p-Xylene,3511,Manufacture of basic industrial chemicals except fertilizer
290244,Mixed xylene isomers,3511,Manufacture of basic industrial chemicals except fertilizer
290250,Styrene,3511,Manufacture of basic industrial chemicals except fertilizer
290260,Ethylbenzene,3511,Manufacture of basic industrial chemicals except fertilizer
290270,Cumene,3511,Manufacture of basic industrial chemicals except fertilizer
290290,"Other cyclic hydrocarbons, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290311,Chloromethane (methyl chloride) and chloroethan,3511,Manufacture of basic industrial chemicals except fertilizer
290312,Dichloromethane (methylene chloride),3511,Manufacture of basic industrial chemicals except fertilizer
290313,Chloroform (trichloromethane),3511,Manufacture of basic industrial chemicals except fertilizer
290314,Carbon tetrachloride,3511,Manufacture of basic industrial chemicals except fertilizer
290315,"1,2-Dichloroethane (ethylene dichloride)",3511,Manufacture of basic industrial chemicals except fertilizer
290316,"1,2-Dichloropropane (propylene dichloride) and",3511,Manufacture of basic industrial chemicals except fertilizer
290319,Saturated chlorinated derivatives of acyclic hy,3511,Manufacture of basic industrial chemicals except fertilizer
290321,Vinyl chloride (chloroethylene),3511,Manufacture of basic industrial chemicals except fertilizer
290322,Trichloroethylene,3511,Manufacture of basic industrial chemicals except fertilizer
290323,Tetrachloroethylene (perchloroethylene),3511,Manufacture of basic industrial chemicals except fertilizer
290329,Unsaturated chlorinated derivatives of acyclic,3511,Manufacture of basic industrial chemicals except fertilizer
290330,"Fluorinated, brominated or iodinated derivitive",3511,Manufacture of basic industrial chemicals except fertilizer
290340,Halogenated derivatives of acyclic hydrocarbons,3511,Manufacture of basic industrial chemicals except fertilizer
290351,"1,2,3,4,5,6-Hexachlorocyclohexane",3511,Manufacture of basic industrial chemicals except fertilizer
290359,Halogenated derivatives of cyclanic... cycloter,3511,Manufacture of basic industrial chemicals except fertilizer
290361,"Chlorobenzene, o-dichlorobenzene and p-dichloro",3511,Manufacture of basic industrial chemicals except fertilizer
290362,"Hexachlorobenzene and DDT(1,1,1-trichloro-2,2-b",3511,Manufacture of basic industrial chemicals except fertilizer
290369,Halogenated derivatives of aromatic hydrocarbon,3511,Manufacture of basic industrial chemicals except fertilizer
290410,Hydrocarbon derivatives containing only sulpho,3511,Manufacture of basic industrial chemicals except fertilizer
290420,Hydrocarbon derivatives containing only nitro/n,3511,Manufacture of basic industrial chemicals except fertilizer
290490,"Sulphonated, nitrated or nitrosated derivatives",3511,Manufacture of basic industrial chemicals except fertilizer
290511,Methanol (methyl alcohol),3511,Manufacture of basic industrial chemicals except fertilizer
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (i,3511,Manufacture of basic industrial chemicals except fertilizer
290513,Butan-1-ol (n-butyl alcohol),3511,Manufacture of basic industrial chemicals except fertilizer
290514,"Other butanols, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290515,Pentanol (amyl alcohol) and isomers thereof,3511,Manufacture of basic industrial chemicals except fertilizer
290516,Octanol (octyl alcohol) and isomers thereof,3511,Manufacture of basic industrial chemicals except fertilizer
290517,"Dodecan-1-ol, hexadecan-1-ol and octadecan-1-ol",3511,Manufacture of basic industrial chemicals except fertilizer
290519,"Saturated monohydric alcohols, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290521,Allyl alcohol,3511,Manufacture of basic industrial chemicals except fertilizer
290522,Acyclic terpene alcohols,3511,Manufacture of basic industrial chemicals except fertilizer
290529,"Unsaturated monohydric alcohols, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290531,Ethylene glycol (ethanediol),3511,Manufacture of basic industrial chemicals except fertilizer
290532,"Propylene glycol (propane-1,2-diol)",3511,Manufacture of basic industrial chemicals except fertilizer
290539,"Other diols, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trim",3511,Manufacture of basic industrial chemicals except fertilizer
290542,Pentaerythritol,3511,Manufacture of basic industrial chemicals except fertilizer
290543,Mannitol,3511,Manufacture of basic industrial chemicals except fertilizer
290544,D-glucitol (sorbitol),3511,Manufacture of basic industrial chemicals except fertilizer
290549,"Other polyhydric alcohols, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290550,Halogenated... or nitrosated derivatives of acy,3511,Manufacture of basic industrial chemicals except fertilizer
290611,Menthol,3511,Manufacture of basic industrial chemicals except fertilizer
290612,"Cyclohexanol, methylcyclohexanols and dimethylc",3511,Manufacture of basic industrial chemicals except fertilizer
290613,Sterols and inositols,3511,Manufacture of basic industrial chemicals except fertilizer
290614,Terpineols,3511,Manufacture of basic industrial chemicals except fertilizer
290619,"Cyclanic, cyclenic or cycloterpenic alcohols an",3511,Manufacture of basic industrial chemicals except fertilizer
290621,Benzyl alcohol,3511,Manufacture of basic industrial chemicals except fertilizer
290629,"Aromatic alcohols and their derivatives, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290711,Phenol (hydroxybenzene) and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
290712,Cresols and their salts,3511,Manufacture of basic industrial chemicals except fertilizer
290713,"Octylphenol, nonylphenol and their isomers; sal",3511,Manufacture of basic industrial chemicals except fertilizer
290714,Xylenols and their salts,3511,Manufacture of basic industrial chemicals except fertilizer
290715,Naphthols and their salts,3511,Manufacture of basic industrial chemicals except fertilizer
290719,"Other monophenols, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290721,Resorcinol and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
290722,Hydroquinone (quinol) and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
290723,"4,4-Isopropylidenediphenol (bisphenol A, diphen",3511,Manufacture of basic industrial chemicals except fertilizer
290729,"Other polyphenols, nes",3511,Manufacture of basic industrial chemicals except fertilizer
290730,Phenol-alcohols,3511,Manufacture of basic industrial chemicals except fertilizer
290810,Phenol or phenol-alcohol derivatives containing,3511,Manufacture of basic industrial chemicals except fertilizer
290820,Phenol or phenol-alcohol derivatives containing,3511,Manufacture of basic industrial chemicals except fertilizer
290890,Other halogenated... or nitrosated derivatives,3511,Manufacture of basic industrial chemicals except fertilizer
290911,Diethyl ether,3511,Manufacture of basic industrial chemicals except fertilizer
290919,Other acyclic ethers and their halogenated... d,3511,Manufacture of basic industrial chemicals except fertilizer
290920,"Cyclanic, cyclenic... ethers and their halogena",3511,Manufacture of basic industrial chemicals except fertilizer
290930,Aromatic ethers and their halogenated... deriva,3511,Manufacture of basic industrial chemicals except fertilizer
290941,"2,2-Oxydiethanol (diethylene glycol, digol)",3511,Manufacture of basic industrial chemicals except fertilizer
290942,Monomethyl ethers of ethylene glycol or of diet,3511,Manufacture of basic industrial chemicals except fertilizer
290943,Monobutyl ethers of ethylene glycol or of dieth,3511,Manufacture of basic industrial chemicals except fertilizer
290944,Other monoalkylethers of ethylene glycol or of,3511,Manufacture of basic industrial chemicals except fertilizer
290949,Other acyclic ether-alcohols and their halogena,3511,Manufacture of basic industrial chemicals except fertilizer
290950,"Ether-phenols, ether-alcohol-phenols and haloge",3511,Manufacture of basic industrial chemicals except fertilizer
290960,"Alcohol, ether and ketone peroxides and their..",3511,Manufacture of basic industrial chemicals except fertilizer
291010,Oxirane (ethylene oxide),3511,Manufacture of basic industrial chemicals except fertilizer
291020,Methyloxirane (propylene oxide),3511,Manufacture of basic industrial chemicals except fertilizer
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",3511,Manufacture of basic industrial chemicals except fertilizer
291090,Epoxides... with a three-membered ring and deri,3511,Manufacture of basic industrial chemicals except fertilizer
291100,Acetals and hemiacetals and their halogenated..,3511,Manufacture of basic industrial chemicals except fertilizer
291211,Methanal (formaldehyde),3511,Manufacture of basic industrial chemicals except fertilizer
291212,Ethanal (acetaldehyde),3511,Manufacture of basic industrial chemicals except fertilizer
291213,"Butanal (butyaldehyde, normal isomer)",3511,Manufacture of basic industrial chemicals except fertilizer
291219,"Other acyclic aldehydes, without oxygen functio",3511,Manufacture of basic industrial chemicals except fertilizer
291221,Benzaldehyde,3511,Manufacture of basic industrial chemicals except fertilizer
291229,"Other cyclic aldehydes, without oxygen function",3511,Manufacture of basic industrial chemicals except fertilizer
291230,Aldehyde-alcohols,3511,Manufacture of basic industrial chemicals except fertilizer
291241,Vanillin (4-hydroxy-3-methoxybenzaldehyde),3511,Manufacture of basic industrial chemicals except fertilizer
291242,Ethylvanillin (3-ethoxy-4-methoxybenzaldehyde),3511,Manufacture of basic industrial chemicals except fertilizer
291249,"Aldehyde-ethers, aldehyde-phenols, aldehydes, w",3511,Manufacture of basic industrial chemicals except fertilizer
291250,Cyclic polymers of aldehydes,3511,Manufacture of basic industrial chemicals except fertilizer
291260,Paraformaldehyde,3511,Manufacture of basic industrial chemicals except fertilizer
291300,"Halogenated, sulphonated, nitrated or nitrosate",3511,Manufacture of basic industrial chemicals except fertilizer
291411,Acetone,3511,Manufacture of basic industrial chemicals except fertilizer
291412,Butanone (methyl ethyl ketone),3511,Manufacture of basic industrial chemicals except fertilizer
291413,4-Methylpentan-2-one (methyl isobutyl ketone),3511,Manufacture of basic industrial chemicals except fertilizer
291419,"Other acyclic ketones, without oxygen function,",3511,Manufacture of basic industrial chemicals except fertilizer
291421,Camphor,3511,Manufacture of basic industrial chemicals except fertilizer
291422,Cyclohexanone and methylcyclohexanones,3511,Manufacture of basic industrial chemicals except fertilizer
291423,Ionones and methylionones,3511,Manufacture of basic industrial chemicals except fertilizer
291429,"Cyclanic, cyclenic or cycloterpenic ketones wit",3511,Manufacture of basic industrial chemicals except fertilizer
291430,Aromatic ketones without oxygen function,3511,Manufacture of basic industrial chemicals except fertilizer
291441,4-Hydroxy-4-methylpentan-2-one (diacetone alcoh,3511,Manufacture of basic industrial chemicals except fertilizer
291449,Ketone-alcohols and ketone-aldehydes (excl. dia,3511,Manufacture of basic industrial chemicals except fertilizer
291450,Ketone-phenols and ketones with oxygen function,3511,Manufacture of basic industrial chemicals except fertilizer
291461,Anthraquinone,3511,Manufacture of basic industrial chemicals except fertilizer
291469,Quinones (excl. anthraquinone),3511,Manufacture of basic industrial chemicals except fertilizer
291470,Halogenated... or nitrosated derivatives of ket,3511,Manufacture of basic industrial chemicals except fertilizer
291511,Formic acid,3511,Manufacture of basic industrial chemicals except fertilizer
291512,Salts of formic acid,3511,Manufacture of basic industrial chemicals except fertilizer
291513,Esters of formic acid,3511,Manufacture of basic industrial chemicals except fertilizer
291521,Acetic acid,3511,Manufacture of basic industrial chemicals except fertilizer
291522,Sodium acetate,3511,Manufacture of basic industrial chemicals except fertilizer
291523,Cobalt acetates,3511,Manufacture of basic industrial chemicals except fertilizer
291524,Acetic anhydride,3511,Manufacture of basic industrial chemicals except fertilizer
291529,Salts of acetic acid (excl. of sodium and cobal,3511,Manufacture of basic industrial chemicals except fertilizer
291531,Ethyl acetate,3511,Manufacture of basic industrial chemicals except fertilizer
291532,Vinyl acetate,3511,Manufacture of basic industrial chemicals except fertilizer
291533,n-Butyl acetate,3511,Manufacture of basic industrial chemicals except fertilizer
291534,Isobutyl acetate,3511,Manufacture of basic industrial chemicals except fertilizer
291535,2-Ethoxyethyl acetate,3511,Manufacture of basic industrial chemicals except fertilizer
291539,"Other esters of acetic acids, nes",3511,Manufacture of basic industrial chemicals except fertilizer
291540,"Mono-, di- or trichloroacetic acids, their salt",3511,Manufacture of basic industrial chemicals except fertilizer
291550,"Propionic acid, its salts and esters",3511,Manufacture of basic industrial chemicals except fertilizer
291560,"Butyric acids, valeric acids, their salts and e",3511,Manufacture of basic industrial chemicals except fertilizer
291570,"Palmitic acid, stearic acid, their salts and es",3511,Manufacture of basic industrial chemicals except fertilizer
291590,Saturated acyclic monocarboxylic acids and thei,3511,Manufacture of basic industrial chemicals except fertilizer
291611,Acrylic acid and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
291612,Esters of acrylic acid,3511,Manufacture of basic industrial chemicals except fertilizer
291613,Methacrylic acid and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
291614,Esters of methacrylic acid,3511,Manufacture of basic industrial chemicals except fertilizer
291615,"Oleic, linoleic or linolenic acids, their salts",3511,Manufacture of basic industrial chemicals except fertilizer
291619,Unsaturated acyclic monocarboxylic acids and th,3511,Manufacture of basic industrial chemicals except fertilizer
291620,"Cyclanic...cycloterpenic monocarboxylic acids,",3511,Manufacture of basic industrial chemicals except fertilizer
291631,"Benzoic acid, its salts and esters",3511,Manufacture of basic industrial chemicals except fertilizer
291632,Benzoyl peroxide and benzoyl chloride,3511,Manufacture of basic industrial chemicals except fertilizer
291633,"Phenylacetic acid, its salts and esters",3511,Manufacture of basic industrial chemicals except fertilizer
291639,"Aromatic monocarboxylic acids, etc, their... de",3511,Manufacture of basic industrial chemicals except fertilizer
291711,"Oxalic acid, its salts and esters",3511,Manufacture of basic industrial chemicals except fertilizer
291712,"Adipic acid, its salts and esters",3511,Manufacture of basic industrial chemicals except fertilizer
291713,"Azelaic acid, sebacic acid, their salts and est",3511,Manufacture of basic industrial chemicals except fertilizer
291714,Maleic anhydride,3511,Manufacture of basic industrial chemicals except fertilizer
291719,"Acyclic polycarboxylic acids, etc, their... der",3511,Manufacture of basic industrial chemicals except fertilizer
291720,"Cyclanic... cycloterpenic polycarboxylic acids,",3511,Manufacture of basic industrial chemicals except fertilizer
291731,Dibutyl orthophthalates,3511,Manufacture of basic industrial chemicals except fertilizer
291732,Dioctyl orthophthalates,3511,Manufacture of basic industrial chemicals except fertilizer
291733,Dinonyl or didecyl orthophthalates,3511,Manufacture of basic industrial chemicals except fertilizer
291734,"Other esters of orthophthalic acid, nes",3511,Manufacture of basic industrial chemicals except fertilizer
291735,Phthalic anhydride,3511,Manufacture of basic industrial chemicals except fertilizer
291736,Terephthalic acid and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
291737,Dimethyl terephthalate,3511,Manufacture of basic industrial chemicals except fertilizer
291739,"Aromatic polycarboxylic acids, etc, their... de",3511,Manufacture of basic industrial chemicals except fertilizer
291811,"Lactic acid, its salts and esters",3511,Manufacture of basic industrial chemicals except fertilizer
291812,Tartaric acid,3511,Manufacture of basic industrial chemicals except fertilizer
291813,Salts and esters of tartaric acid,3511,Manufacture of basic industrial chemicals except fertilizer
291814,Citric acid,3511,Manufacture of basic industrial chemicals except fertilizer
291815,Salts and esters of citric acid,3511,Manufacture of basic industrial chemicals except fertilizer
291816,"Gluconic acid, its salts and esters",3511,Manufacture of basic industrial chemicals except fertilizer
291817,"Phenylglycolic acid (mandelic acid), its salts",3511,Manufacture of basic industrial chemicals except fertilizer
291819,"Carboxylic acids with alcohol function, without",3511,Manufacture of basic industrial chemicals except fertilizer
291821,Salicylic acid and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
291822,"O-Acetylsalicylic acid, its salts and esters",3511,Manufacture of basic industrial chemicals except fertilizer
291823,Other esters of salicylic acid and their salts,3511,Manufacture of basic industrial chemicals except fertilizer
291829,"Carboxylic acids with phenol function, without",3511,Manufacture of basic industrial chemicals except fertilizer
291830,"Carboxylic acids with aldehyde, ketone but with",3511,Manufacture of basic industrial chemicals except fertilizer
291890,"Carboxylic acids with oxygen function, etc, the",3511,Manufacture of basic industrial chemicals except fertilizer
291900,"Phosphoric esters, etc (incl. lactophosphates);",3511,Manufacture of basic industrial chemicals except fertilizer
292010,Triophosphoric esters (phosphorothioates) their,3511,Manufacture of basic industrial chemicals except fertilizer
292090,Esters of other inorganic acids (excl. of hydro,3511,Manufacture of basic industrial chemicals except fertilizer
292111,"Methylamine, di- or trimethylamine and their sa",3511,Manufacture of basic industrial chemicals except fertilizer
292112,Diethylamine and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292119,"Acylic monoamines and their derivatives, nes; s",3511,Manufacture of basic industrial chemicals except fertilizer
292121,Ethylenediamine and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292122,Hexamethylenediamine and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292129,"Acyclic polyamines and their derivatives, nes;",3511,Manufacture of basic industrial chemicals except fertilizer
292130,Cyclanic...or cycloterpenic mono- or polyamines,3511,Manufacture of basic industrial chemicals except fertilizer
292141,Aniline and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292142,Aniline derivatives and their salts,3511,Manufacture of basic industrial chemicals except fertilizer
292143,Toluidines and derivatives; salts thereof,3511,Manufacture of basic industrial chemicals except fertilizer
292144,Diphenylamine and its derivatives; salts thereo,3511,Manufacture of basic industrial chemicals except fertilizer
292145,"1-Naphthylamine, 2-naphthylamine and their deri",3511,Manufacture of basic industrial chemicals except fertilizer
292149,"Aromatic monoamines and their derivatives, nes;",3511,Manufacture of basic industrial chemicals except fertilizer
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, et",3511,Manufacture of basic industrial chemicals except fertilizer
292159,"Aromatic polyamines and their derivatives, nes;",3511,Manufacture of basic industrial chemicals except fertilizer
292211,Monoethanolamine and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292212,Diethanolamine and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292213,Triethanolamine and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292219,"Amino-alcohols, their ethers and esters with on",3511,Manufacture of basic industrial chemicals except fertilizer
292221,Aminohydroxynaphthalenesulphonic acids and thei,3511,Manufacture of basic industrial chemicals except fertilizer
292222,"Anisidines, dianisidines, phenetidines, and the",3511,Manufacture of basic industrial chemicals except fertilizer
292229,"Amino-naphthols and -phenols, etc... one oxygen",3511,Manufacture of basic industrial chemicals except fertilizer
292230,"Amino-aldehydes, ketones quinones, not >1 oxyge",3511,Manufacture of basic industrial chemicals except fertilizer
292241,Lysine and its esters; salts thereof,3511,Manufacture of basic industrial chemicals except fertilizer
292242,Glutamic acid and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292249,"Amino-acids and their esters, not >1 oxygen fun",3511,Manufacture of basic industrial chemicals except fertilizer
292250,Amino-alcohol/acid-phenols; amino-compounds wit,3511,Manufacture of basic industrial chemicals except fertilizer
292310,Choline and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292320,Lecithins and other phosphoaminolipids,3511,Manufacture of basic industrial chemicals except fertilizer
292390,"Quaternary ammonium salts and hydroxides, nes",3511,Manufacture of basic industrial chemicals except fertilizer
292410,Acyclic amides (incl. acyclic carbamates) and d,3511,Manufacture of basic industrial chemicals except fertilizer
292421,Ureines and their derivatives; salts thereof,3511,Manufacture of basic industrial chemicals except fertilizer
292429,Cyclic amides (incl. carbamates) and derivative,3511,Manufacture of basic industrial chemicals except fertilizer
292511,Saccharin and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
292519,Imides and their derivatives; salts thereof (ex,3511,Manufacture of basic industrial chemicals except fertilizer
292520,Imines and their derivatives; salts thereof,3511,Manufacture of basic industrial chemicals except fertilizer
292610,Acrylonitrile,3511,Manufacture of basic industrial chemicals except fertilizer
292620,1-Cyanoguanidine (dicyanidiamide),3511,Manufacture of basic industrial chemicals except fertilizer
292690,"Nitrile-function compounds, nes",3511,Manufacture of basic industrial chemicals except fertilizer
292700,"Diazo-, azo- or azoxy-compounds",3511,Manufacture of basic industrial chemicals except fertilizer
292800,Organic derivatives of hydrazine or of hydroxyi,3511,Manufacture of basic industrial chemicals except fertilizer
292910,Isocyanates,3511,Manufacture of basic industrial chemicals except fertilizer
292990,"Compounds with other nitrogen function, nes",3511,Manufacture of basic industrial chemicals except fertilizer
293010,Dithiocarbonates (xanthates),3511,Manufacture of basic industrial chemicals except fertilizer
293020,Thiocarbamates and dithiocarbamates,3511,Manufacture of basic industrial chemicals except fertilizer
293030,"Thiuram mono-, di- or tetrasulphides",3511,Manufacture of basic industrial chemicals except fertilizer
293040,Methionine,3511,Manufacture of basic industrial chemicals except fertilizer
293090,"Other organo-sulphur compounds, nes",3511,Manufacture of basic industrial chemicals except fertilizer
293100,Other organo-inorganic compounds,3511,Manufacture of basic industrial chemicals except fertilizer
293211,Tetrahydrofuran,3511,Manufacture of basic industrial chemicals except fertilizer
293212,2-Furaldehyde (furfuraldehyde),3511,Manufacture of basic industrial chemicals except fertilizer
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,3511,Manufacture of basic industrial chemicals except fertilizer
293219,Compounds containing an unfused furan ring in t,3511,Manufacture of basic industrial chemicals except fertilizer
293221,"Coumarin, methylcoumarins and ethylcoumarins",3511,Manufacture of basic industrial chemicals except fertilizer
293229,"Lactones, nes",3511,Manufacture of basic industrial chemicals except fertilizer
293290,Heterocyclic compounds with oxygen hetero-atom(,3511,Manufacture of basic industrial chemicals except fertilizer
293311,Phenazone (antipyrin) and its derivatives,3511,Manufacture of basic industrial chemicals except fertilizer
293319,Compounds containing an unfused pyrazole ring i,3511,Manufacture of basic industrial chemicals except fertilizer
293321,Hydantoin and its derivatives,3511,Manufacture of basic industrial chemicals except fertilizer
293329,Compounds containing an unfused imidazole ring,3511,Manufacture of basic industrial chemicals except fertilizer
293331,Pyridine and its salts,3511,Manufacture of basic industrial chemicals except fertilizer
293339,Compounds containing an unfused pyridine ring i,3511,Manufacture of basic industrial chemicals except fertilizer
293340,Compounds with quinoline or isoquinoline ring-s,3511,Manufacture of basic industrial chemicals except fertilizer
293351,Malonylurea (barbituric acid) and its derivativ,3511,Manufacture of basic industrial chemicals except fertilizer
293359,Compounds with pyrimidine or piperazine ring; n,3511,Manufacture of basic industrial chemicals except fertilizer
293361,Melamine,3511,Manufacture of basic industrial chemicals except fertilizer
293369,Compounds containing an unfused triazine ring i,3511,Manufacture of basic industrial chemicals except fertilizer
293371,6-Hexanelactam (epsilon-caprolactam),3511,Manufacture of basic industrial chemicals except fertilizer
293379,Lactams (excl. epsilon-caprolactam),3511,Manufacture of basic industrial chemicals except fertilizer
293390,Heterocyclic compounds with nitrogen hetero-ato,3511,Manufacture of basic industrial chemicals except fertilizer
