HS 1988/92 Product Code,HS 1988/92 Product Description,ISIC Revision 2 Product Code,ISIC Revision 2 Product Description
020423,Fresh or chilled boneless meat of sheep,3111,"Slaughtering, preparing and preserving meat"
020430,Frozen lamb carcasses and half carcasses,3111,"Slaughtering, preparing and preserving meat"
020441,Frozen sheep carcasses and half carcasses (excl,3111,"Slaughtering, preparing and preserving meat"
020442,Frozen unboned meat of sheep,3111,"Slaughtering, preparing and preserving meat"
020443,Frozen boned meat of sheep,3111,"Slaughtering, preparing and preserving meat"
020450,"Fresh, chilled or frozen goat meat",3111,"Slaughtering, preparing and preserving meat"
020500,"Meat of horses, asses, mules or hinnies, fresh,",3111,"Slaughtering, preparing and preserving meat"
020610,Fresh or chilled edible bovine offal,3111,"Slaughtering, preparing and preserving meat"
020621,Frozen bovine tongues,3111,"Slaughtering, preparing and preserving meat"
020622,Frozen bovine livers,3111,"Slaughtering, preparing and preserving meat"
020629,Frozen edible bovine offal (excl. tongues and l,3111,"Slaughtering, preparing and preserving meat"
020630,Fresh or chilled edible swine offal,3111,"Slaughtering, preparing and preserving meat"
020641,Frozen swine livers,3111,"Slaughtering, preparing and preserving meat"
020649,Frozen edible swine offal (excl. livers),3111,"Slaughtering, preparing and preserving meat"
020680,"Fresh or chilled edible offal of sheep, goats,",3111,"Slaughtering, preparing and preserving meat"
020690,"Frozen edible offal of sheep, goats, horses...",3111,"Slaughtering, preparing and preserving meat"
020710,Fresh or chilled whole poultry,3111,"Slaughtering, preparing and preserving meat"
020721,Frozen whole chickens,3111,"Slaughtering, preparing and preserving meat"
020722,Frozen whole turkeys,3111,"Slaughtering, preparing and preserving meat"
020723,"Frozen whole ducks, geese and guinea fowls",3111,"Slaughtering, preparing and preserving meat"
020731,Fresh or chilled fatty livers of geese or ducks,3111,"Slaughtering, preparing and preserving meat"
020739,Fresh or chilled poultry cuts and offal (excl.,3111,"Slaughtering, preparing and preserving meat"
020741,Frozen cuts and offal of chicken (excl. livers),3111,"Slaughtering, preparing and preserving meat"
020742,Frozen cuts and offal of turkey (excl. livers),3111,"Slaughtering, preparing and preserving meat"
020743,"Frozen cuts and offal of geese, ducks and guine",3111,"Slaughtering, preparing and preserving meat"
020750,Frozen poultry livers,3111,"Slaughtering, preparing and preserving meat"
020810,"Fresh, chilled or frozen meat and edible offal",3111,"Slaughtering, preparing and preserving meat"
020820,"Fresh, chilled or frozen frogs' legs",3111,"Slaughtering, preparing and preserving meat"
020890,"Fresh, chilled or frozen meat and edible offal,",3111,"Slaughtering, preparing and preserving meat"
020900,"Pig and poultry fat, fresh, chilled, frozen, sa",3111,"Slaughtering, preparing and preserving meat"
021011,"Unboned swine hams, shoulders and cuts thereof,",3111,"Slaughtering, preparing and preserving meat"
021012,"Bellies and cuts thereof of swine, salted... or",3111,"Slaughtering, preparing and preserving meat"
021019,"Meat of swine, salted... or smoked, nes",3111,"Slaughtering, preparing and preserving meat"
021020,"Meat of bovine animals, salted... or smoked",3111,"Slaughtering, preparing and preserving meat"
021090,"Other meat, nes, salted... or smoked; flours an",3111,"Slaughtering, preparing and preserving meat"
030110,Live ornamental fish,1301,Ocean and coastal fishing
030191,Live trout,1301,Ocean and coastal fishing
030192,Live eels,1301,Ocean and coastal fishing
030193,Live carp,1301,Ocean and coastal fishing
030199,Other live fish,1301,Ocean and coastal fishing
030211,Fresh or chilled trout,1301,Ocean and coastal fishing
030212,"Fresh or chilled Pacific, Atlantic and Danube s",1301,Ocean and coastal fishing
030219,Fresh or chilled salmonidae (excl. 0302.11 and,1301,Ocean and coastal fishing
030221,Fresh or chilled halibut,1301,Ocean and coastal fishing
030222,Fresh or chilled plaice,1301,Ocean and coastal fishing
030223,Fresh or chilled sole,1301,Ocean and coastal fishing
030229,"Fresh or chilled flat fish (excl. halibut, plai",1301,Ocean and coastal fishing
030231,Fresh or chilled albacore or longfinned tunas,1301,Ocean and coastal fishing
030232,Fresh or chilled yellowfin tunas,1301,Ocean and coastal fishing
030233,Fresh or chilled skipjack or stripe-bellied bon,1301,Ocean and coastal fishing
030239,"Fresh or chilled tunas, nes",1301,Ocean and coastal fishing
030240,Fresh or chilled herrings (excl. livers and roe,1301,Ocean and coastal fishing
030250,Fresh or chilled cod (excl. livers and roes),1301,Ocean and coastal fishing
030261,"Fresh or chilled sardines, brisling or sparts",1301,Ocean and coastal fishing
030262,Fresh or chilled haddock,1301,Ocean and coastal fishing
030263,Fresh or chilled coalfish,1301,Ocean and coastal fishing
030264,Fresh or chilled mackerel,1301,Ocean and coastal fishing
030265,Fresh or chilled dogfish and other sharks,1301,Ocean and coastal fishing
030266,Fresh or chilled eels,1301,Ocean and coastal fishing
030269,"Fresh or chilled fish, nes",1301,Ocean and coastal fishing
030270,Fresh or chilled fish livers and roes,1301,Ocean and coastal fishing
030310,Frozen Pacific salmon,1301,Ocean and coastal fishing
030321,Frozen trout,1301,Ocean and coastal fishing
030322,Frozen Atlantic and Danube salmon,1301,Ocean and coastal fishing
030329,"Frozen salmonidae (excl. Pacific, Atlantic, Dan",1301,Ocean and coastal fishing
030331,Frozen halibut,1301,Ocean and coastal fishing
030332,Frozen plaice,1301,Ocean and coastal fishing
030333,Frozen sole,1301,Ocean and coastal fishing
030339,"Frozen flat fish (excl. halibut, plaice and sol",1301,Ocean and coastal fishing
030341,Frozen albacore or longfinned tunas,1301,Ocean and coastal fishing
030342,Frozen yellowfin tunas,1301,Ocean and coastal fishing
030343,Frozen skipjack or stripe-bellied bonito,1301,Ocean and coastal fishing
030349,"Frozen tunas, nes",1301,Ocean and coastal fishing
030350,Frozen herrings (excl. livers and roes),1301,Ocean and coastal fishing
030360,Frozen cod (excl. livers and roes),1301,Ocean and coastal fishing
030371,"Frozen sardines, brisling or sprats",1301,Ocean and coastal fishing
030372,Frozen haddock,1301,Ocean and coastal fishing
030373,Frozen coalfish,1301,Ocean and coastal fishing
030374,Frozen mackerel,1301,Ocean and coastal fishing
030375,Frozen dogfish and sharks,1301,Ocean and coastal fishing
030376,Frozen eels,1301,Ocean and coastal fishing
030377,Frozen sea-bass,1301,Ocean and coastal fishing
030378,Frozen hake,1301,Ocean and coastal fishing
030379,"Frozen fish, nes",1301,Ocean and coastal fishing
030380,Frozen fish livers and roes,1301,Ocean and coastal fishing
030410,Fresh or chilled fish fillets,1301,Ocean and coastal fishing
030420,Frozen fish fillets,1301,Ocean and coastal fishing
030490,Frozen fish meat (excl. fillets),1301,Ocean and coastal fishing
030510,"Flours, meals and pellets of fish, fit for huma",1301,Ocean and coastal fishing
030520,"Livers and roes, dried, smoked, salted or in br",1301,Ocean and coastal fishing
030530,"Fish fillets, dried, salted or in brine, but no",1301,Ocean and coastal fishing
030541,"Smoked Pacific, Atlantic and Danube salmon (inc",1301,Ocean and coastal fishing
030542,Smoked herrings (incl. fillets),1301,Ocean and coastal fishing
030549,Smoked fish (excl. salmon and herrings),1301,Ocean and coastal fishing
030551,"Dried cod, not smoked",1301,Ocean and coastal fishing
030559,"Dried fish, not smoked (excl. cod)",1301,Ocean and coastal fishing
030561,Herrings salted or in brine but not dried or sm,1301,Ocean and coastal fishing
030562,Cod salted or in brine but not dried or smoked,1301,Ocean and coastal fishing
030563,Anchovies salted or in brine but not dried or s,1301,Ocean and coastal fishing
030569,Other fish salted or in brine but not dried or,1301,Ocean and coastal fishing
030611,Frozen rock lobster and other sea crawfish,1301,Ocean and coastal fishing
030612,Frozen lobsters,1301,Ocean and coastal fishing
030613,Frozen shrimps and prawns,1301,Ocean and coastal fishing
030614,Frozen crabs,1301,Ocean and coastal fishing
030619,"Frozen crustaceans,nes,including flours,meals &",1301,Ocean and coastal fishing
030621,Rock lobster and other sea crawfish (excl. froz,1301,Ocean and coastal fishing
030622,Lobsters (excl.frozen),1301,Ocean and coastal fishing
030623,Shrimps and prawns (excl. frozen),1301,Ocean and coastal fishing
030624,Crabs (excl.frozen),1301,Ocean and coastal fishing
030629,"Crustaceans not frozen,nes,includ.flours,meals,",1301,Ocean and coastal fishing
030710,Oysters,1301,Ocean and coastal fishing
030721,"Scallops, live, fresh or chilled",1301,Ocean and coastal fishing
030729,"Scallops (excl. live, fresh or chilled)",1301,Ocean and coastal fishing
030731,"Mussels, live, fresh or chilled",1301,Ocean and coastal fishing
030739,"Mussels (excl. live, fresh or chilled)",1301,Ocean and coastal fishing
030741,"Cuttle fish and squid, live, fresh or chilled",1301,Ocean and coastal fishing
030749,"Cuttle fish and squid (excl. live, fresh or chi",1301,Ocean and coastal fishing
030751,"Octopus live, fresh or chilled",1301,Ocean and coastal fishing
030759,"Octopus (excl. live, fresh or chilled)",1301,Ocean and coastal fishing
030760,Snails other than sea snails,3111,"Slaughtering, preparing and preserving meat"
030791,"Aquatic invertebrates, nes, live, fresh or chil",1301,Ocean and coastal fishing
030799,"Aquatic invertebrates,nes,includ.flours,meals,p",1301,Ocean and coastal fishing
040110,"Milk and cream of =<1% fat, not concentrated or",3112,Manufacture of dairy products
040120,"Milk and cream of >1% but =<6% fat, not concent",3112,Manufacture of dairy products
040130,"Milk and cream of >6% fat, not concentrated or",3112,Manufacture of dairy products
040210,Milk and cream in solid forms of =<1.5% fat,3112,Manufacture of dairy products
040221,"Milk and cream in solid forms of >1.5% fat, uns",3112,Manufacture of dairy products
040229,"Milk and cream in solid forms of >1.5% fat, swe",3112,Manufacture of dairy products
040291,"Concentrated milk and cream, unsweetened (excl.",3112,Manufacture of dairy products
040299,Sweetened milk and cream (excl. in solid form),3112,Manufacture of dairy products
040310,Yogurt,3112,Manufacture of dairy products
040390,"Buttermilk, curdled milk and cream, etc (excl.",3112,Manufacture of dairy products
040410,"Whey & modified whey, concentrated or not, or c",3112,Manufacture of dairy products
040490,Products consisting of natural milk constituent,3112,Manufacture of dairy products
040500,Butter and other fats and oils derived from mil,3112,Manufacture of dairy products
040610,"Fresh (unripened or uncured) cheese, including",3112,Manufacture of dairy products
040620,Grated or powdered cheese,3112,Manufacture of dairy products
040630,"Processed cheese, not grated or powdered",3112,Manufacture of dairy products
040640,Blue-veined cheese,3112,Manufacture of dairy products
040690,"Cheese, nes",3112,Manufacture of dairy products
040700,"Birds' eggs, in shell, fresh, preserved or cook",1110,Agricultural and livestock production
040811,Dried egg yolks,3112,Manufacture of dairy products
040819,Egg yolks (excl. dried),3112,Manufacture of dairy products
040891,"Dried birds' eggs, not in shell",3112,Manufacture of dairy products
040899,"Birds' eggs, not in shell (excl. dried)",3112,Manufacture of dairy products
040900,Natural honey,1110,Agricultural and livestock production
041000,"Edible products of animal origin, nes",1110,Agricultural and livestock production
050100,"Human hair and waste, unworked",9999,Goods not elsewhere classified
050210,"Pigs', hogs', or boars' bristles or hair",3111,"Slaughtering, preparing and preserving meat"
050290,Badger and other brush making hair,3111,"Slaughtering, preparing and preserving meat"
050300,Horsehair and waste,3211,"Spinning, weawing and finishing textiles"
050400,"Guts, bladders and stomachs of animals (excl. f",3111,"Slaughtering, preparing and preserving meat"
050510,Raw feathers for stuffing; down,1110,Agricultural and livestock production
050590,Skins and parts of birds (excl. feathers for st,1110,Agricultural and livestock production
050610,Ossein and bones treated with acid,3111,"Slaughtering, preparing and preserving meat"
050690,Bones and horn-cores (excl. ossein...),3111,"Slaughtering, preparing and preserving meat"
050710,"Ivory, its powder and waste, unworked",3111,"Slaughtering, preparing and preserving meat"
050790,"Tortoise-shell, whalebone and whalebone-hair, e",3111,"Slaughtering, preparing and preserving meat"
050800,"Coral; shells of molluscs, crustaceans, unworke",1302,Fishing not elsewhere classified
050900,Natural sponges of animal origin,1301,Ocean and coastal fishing
051000,"Ambergris, castoreum, civet and musk; cantharid",1130,"Hunting, trapping and game propagation"
051110,Bovine semen,3111,"Slaughtering, preparing and preserving meat"
051191,"Products of fish, etc; dead animals of Chapter",3114,"Canning, preserving and processing of fish, crustacea and similar foods"
051199,"Animal products, nes; dead animals of Chapter 1",3111,"Slaughtering, preparing and preserving meat"
060110,"Dormant bulbs, tubers... rhizomes",1110,Agricultural and livestock production
060120,"Bulbs, tubers... rhizomes in growth or flower;",1110,Agricultural and livestock production
060210,Unrooted cuttings and slips,1110,Agricultural and livestock production
060220,"Trees,shrubs,bushes,grafted or not,of kinds whi",1110,Agricultural and livestock production
060230,Rhododendrons and azaleas,1110,Agricultural and livestock production
060240,Roses,1110,Agricultural and livestock production
060291,Mushroom spawn,1110,Agricultural and livestock production
060299,"Other live plants, nes",1110,Agricultural and livestock production
060310,Fresh cut flowers and buds,1110,Agricultural and livestock production
060390,"Dried, dyed, bleached or otherwise prepared cut",1110,Agricultural and livestock production
060410,"Moses and lichens for ornamental purposes, fres",1110,Agricultural and livestock production
060491,"Fresh parts of plants, without flowers or buds,",1110,Agricultural and livestock production
060499,"Parts of plants, without flowers or buds, for o",1110,Agricultural and livestock production
070110,Seed potatoes,1110,Agricultural and livestock production
070190,"Other potatoes, fresh or chilled",1110,Agricultural and livestock production
070200,"Tomatoes, fresh or chilled",1110,Agricultural and livestock production
070310,"Onions and shallots, fresh or chilled",1110,Agricultural and livestock production
070320,"Garlic, fresh or chilled",1110,Agricultural and livestock production
070390,"Leeks and other alliaceous vegetables, nes",1110,Agricultural and livestock production
070410,"Cauliflowers and headed broccoli, fresh or chil",1110,Agricultural and livestock production
070420,"Brussels sprouts, fresh or chilled",1110,Agricultural and livestock production
070490,"White and red cabbages, kohlrabi, kale...etc, f",1110,Agricultural and livestock production
070511,"Cabbage lettuce, fresh or chilled",1110,Agricultural and livestock production
070519,"Lettuce, fresh or chilled, (excl. cabbage lettu",1110,Agricultural and livestock production
070521,"Witloof chicory, fresh or chilled",1110,Agricultural and livestock production
070529,"Chicory, fresh or chilled, (excl. witloof)",1110,Agricultural and livestock production
070610,"Carrots and turnips, fresh or chilled",1110,Agricultural and livestock production
070690,Beetroot...radishes and other similar edible ro,1110,Agricultural and livestock production
070700,"Cucumbers and gherkins, fresh or chilled",1110,Agricultural and livestock production
070810,"Peas, fresh or chilled",1110,Agricultural and livestock production
070820,"Beans, fresh or chilled",1110,Agricultural and livestock production
070890,"Leguminous vegetables, fresh or chilled, nes",1110,Agricultural and livestock production
070910,"Globe artichokes, fresh or chilled",1110,Agricultural and livestock production
070920,"Asparagus, fresh or chilled",1110,Agricultural and livestock production
070930,"Aubergines, fresh or chilled",1110,Agricultural and livestock production
070940,"Celery, fresh or chilled",1110,Agricultural and livestock production
070951,"Mushrooms, fresh or chilled",1110,Agricultural and livestock production
070952,"Truffles, fresh or chilled",1110,Agricultural and livestock production
070960,"Fruits of genus Capiscum or Pimenta, fresh or c",1110,Agricultural and livestock production
070970,"Spinach, fresh or chilled",1110,Agricultural and livestock production
070990,"Other vegetables, fresh or chilled, nes",1110,Agricultural and livestock production
071010,"Potatoes, frozen",3113,Canning and preserving of fruits and vegetables
071021,"Shelled or unshelled peas, frozen",3113,Canning and preserving of fruits and vegetables
071022,"Shelled or unshelled beans, frozen",3113,Canning and preserving of fruits and vegetables
071029,"Leguminous vegetables, shelled or unshelled, fr",3113,Canning and preserving of fruits and vegetables
071030,"Spinach, frozen",3113,Canning and preserving of fruits and vegetables
071040,"Sweet corn, frozen",3121,Manufacture of food products not elsewhere classified
071080,"Vegetables, frozen, nes",3113,Canning and preserving of fruits and vegetables
071090,"Mixtures of vegetables, frozen",3113,Canning and preserving of fruits and vegetables
071110,"Onions provisionally preserved, not for immedia",3113,Canning and preserving of fruits and vegetables
071120,"Olives provisionally preserved, not for immedia",3113,Canning and preserving of fruits and vegetables
071130,"Capers provisionally preserved, not for immedia",3113,Canning and preserving of fruits and vegetables
071140,Cucumbers and gherkins provisionally preserved,3113,Canning and preserving of fruits and vegetables
071190,Other vegetables and  mixture of vegetables pro,3113,Canning and preserving of fruits and vegetables
071210,Dried potatoes,3113,Canning and preserving of fruits and vegetables
071220,Dried onions,3113,Canning and preserving of fruits and vegetables
071230,Dried mushrooms and truffles,3113,Canning and preserving of fruits and vegetables
071290,"Dried vegetables, nes",3113,Canning and preserving of fruits and vegetables
071310,"Dried peas, shelled",1110,Agricultural and livestock production
071320,"Dried chickpeas, shelled",1110,Agricultural and livestock production
071331,"Dried beans, shelled",1110,Agricultural and livestock production
071332,"Dried adzuki beans, shelled",1110,Agricultural and livestock production
071333,"Dried kidney beans, incl. white pea beans, shel",1110,Agricultural and livestock production
071339,"Dried beans, shelled, nes",1110,Agricultural and livestock production
071340,"Dried lentils, shelled",1110,Agricultural and livestock production
071350,"Dried broad beans and horse beans, shelled",1110,Agricultural and livestock production
071390,"Dried leguminous vegetables, shelled, nes",1110,Agricultural and livestock production
071410,"Manioc, fresh or dried",1110,Agricultural and livestock production
071420,"Sweet potatoes, fresh or dried",1110,Agricultural and livestock production
071490,"Roots and tubers with high starch content, fres",1110,Agricultural and livestock production
080110,"Coconuts, fresh or dried",1110,Agricultural and livestock production
080120,"Brazil nuts, fresh or dried",1110,Agricultural and livestock production
080130,"Cashew nuts, fresh or dried",1110,Agricultural and livestock production
080211,"Almonds in shell, fresh or dried",1110,Agricultural and livestock production
080212,"Almonds without shells, fresh or dried",1110,Agricultural and livestock production
080221,"Hazlenuts in shell, fresh or dried",1110,Agricultural and livestock production
080222,"Hazlenuts without shells, fresh or dried",1110,Agricultural and livestock production
080231,"Walnuts in shell, fresh or dried",1110,Agricultural and livestock production
080232,"Walnuts without shells, fresh or dried",1110,Agricultural and livestock production
080240,"Chestnuts, fresh or dried",1110,Agricultural and livestock production
080250,"Pistachio, fresh or dried",1110,Agricultural and livestock production
080290,"Other nuts, fresh or dried, nes",1110,Agricultural and livestock production
080300,"Bananas, including plantains, fresh or dried",1110,Agricultural and livestock production
080410,"Dates, fresh or dried",1110,Agricultural and livestock production
080420,"Figs, fresh or dried",1110,Agricultural and livestock production
080430,"Pineapples, fresh or dried",1110,Agricultural and livestock production
080440,"Avocados, fresh or dried",1110,Agricultural and livestock production
080450,"Guavas, mangoes and mangosteens, fresh or dried",1110,Agricultural and livestock production
080510,"Oranges, fresh or dried",1110,Agricultural and livestock production
080520,"Mandarins, clementines, wilkings...etc, fresh o",1110,Agricultural and livestock production
080530,"Lemons and limes, fresh or dried",1110,Agricultural and livestock production
080540,"Grapefruit, fresh or dried",1110,Agricultural and livestock production
080590,"Citrus fruit, fresh or dried, nes",1110,Agricultural and livestock production
080610,Fresh grapes,1110,Agricultural and livestock production
080620,Dried grapes,1110,Agricultural and livestock production
080710,"Melons and watermelons, fresh",1110,Agricultural and livestock production
080720,"Papaws (papayas), fresh",1110,Agricultural and livestock production
080810,"Apples, fresh",1110,Agricultural and livestock production
080820,"Pears and quinces, fresh",1110,Agricultural and livestock production
080910,"Apricots, fresh",1110,Agricultural and livestock production
080920,"Cherries, fresh",1110,Agricultural and livestock production
080930,"Peaches, including nectarines, fresh",1110,Agricultural and livestock production
080940,"Plums and sloes, fresh",1110,Agricultural and livestock production
081010,"Strawberries, fresh",1110,Agricultural and livestock production
081020,"Raspberries, blackberries, mulberries and logan",1110,Agricultural and livestock production
081030,"Black, white or red currants and gooseberries,",1110,Agricultural and livestock production
081040,"Cranberries, milberries...etc, fresh",1110,Agricultural and livestock production
081090,"Other fruit, fresh, nes",1110,Agricultural and livestock production
081110,"Strawberries, frozen",3113,Canning and preserving of fruits and vegetables
081120,"Raspberries, blackberries...etc, frozen",3113,Canning and preserving of fruits and vegetables
081190,"Other fruit and nuts, frozen, nes",3113,Canning and preserving of fruits and vegetables
081210,"Cherries, provisionally preserved, not for imme",3113,Canning and preserving of fruits and vegetables
081220,"Strawberries, provisionally preserved, not for",3113,Canning and preserving of fruits and vegetables
081290,"Fruit and nuts, provisionally preserved, not fo",3113,Canning and preserving of fruits and vegetables
081310,Dried apricots,1110,Agricultural and livestock production
081320,Dried prunes,1110,Agricultural and livestock production
081330,Dried apples,1110,Agricultural and livestock production
081340,"Other dried fruit, nes",1110,Agricultural and livestock production
081350,"Mixtures of dried fruit and nuts, nes",1110,Agricultural and livestock production
081400,"Peel of citrus fruit or melons, fresh, frozen,",3113,Canning and preserving of fruits and vegetables
090111,"Coffee, not roasted or decaffeinated",1110,Agricultural and livestock production
090112,"Decaffeinated coffee, not roasted",1110,Agricultural and livestock production
090121,"Roasted coffee, not decaffeinated",3121,Manufacture of food products not elsewhere classified
090122,"Roasted, decaffeinated coffee",3121,Manufacture of food products not elsewhere classified
090130,Coffee husks and skins,1110,Agricultural and livestock production
090140,Coffee substitutes containing coffee,3121,Manufacture of food products not elsewhere classified
090210,Green tea in immediate packings,1110,Agricultural and livestock production
090220,"Green tea, nes",1110,Agricultural and livestock production
090230,Black tea (fermented) and partly fermented tea,1110,Agricultural and livestock production
090240,"Black tea (fermented) and partly fermented tea,",1110,Agricultural and livestock production
090300,Mate,1110,Agricultural and livestock production
090411,Dried pepper (excl. crushed or ground),1110,Agricultural and livestock production
090412,"Pepper, crushed or ground",1110,Agricultural and livestock production
090420,"Fruits of genus Capiscum or Pimenta, dried, cru",1110,Agricultural and livestock production
090500,Vanilla,1110,Agricultural and livestock production
090610,"Cinnamon and cinnamon-tree flowers, neither cru",1110,Agricultural and livestock production
090620,"Cinnamon and cinnamon-tree flowers, crushed or",1110,Agricultural and livestock production
090700,"Cloves (whole fruit, cloves and stems)",1110,Agricultural and livestock production
090810,Nutmeg,1110,Agricultural and livestock production
090820,Mace,1110,Agricultural and livestock production
090830,Cardamoms,1110,Agricultural and livestock production
090910,Seeds of anise or badian,1110,Agricultural and livestock production
090920,Seeds of coriander,1110,Agricultural and livestock production
090930,Seeds of cumin,1110,Agricultural and livestock production
090940,Seeds of caraway,1110,Agricultural and livestock production
090950,Seeds of fennel; juniper berries,1110,Agricultural and livestock production
091010,Ginger,1110,Agricultural and livestock production
091020,Saffron,1110,Agricultural and livestock production
091030,Turmeric (curcuma),1110,Agricultural and livestock production
091040,"Thyme, bay leaves",1110,Agricultural and livestock production
091050,Curry,1110,Agricultural and livestock production
091091,Spice mixtures,1110,Agricultural and livestock production
091099,"Other spices, nes",1110,Agricultural and livestock production
100110,Durum wheat,1110,Agricultural and livestock production
100190,"Spelt, common wheat and meslin",1110,Agricultural and livestock production
100200,Rye,1110,Agricultural and livestock production
100300,Barley,1110,Agricultural and livestock production
100400,Oats,1110,Agricultural and livestock production
100510,Maize seed,1110,Agricultural and livestock production
100590,Maize (excl. seed),1110,Agricultural and livestock production
100610,Rice in the husk (paddy or rough),1110,Agricultural and livestock production
100620,Husked (brown) rice,1110,Agricultural and livestock production
100630,Semi-milled or wholly milled rice,3116,Grain mill products
100640,Broken rice,3116,Grain mill products
100700,Grain sorghum,1110,Agricultural and livestock production
100810,Buckwheat,1110,Agricultural and livestock production
100820,Millet,1110,Agricultural and livestock production
100830,Canary seed,1110,Agricultural and livestock production
100890,"Other cereal, nes",1110,Agricultural and livestock production
110100,Wheat or meslin flour,3116,Grain mill products
110210,Rye flour,3116,Grain mill products
110220,Maize (corn) flour,3116,Grain mill products
110230,Rice flour,3116,Grain mill products
110290,"Other cereal flour, nes",3116,Grain mill products
110311,Groats and meal of wheat,3116,Grain mill products
110312,Groats and meal of oats,3116,Grain mill products
110313,Groats and meal of maize (corn),3116,Grain mill products
110314,Groats and meal of rice,3116,Grain mill products
110319,"Groats and meal of other cereals, nes",3116,Grain mill products
110321,Wheat pellets,3116,Grain mill products
110329,Pellets of other cereals (excl. wheat),3116,Grain mill products
110411,Rolled or flaked barley grains,3116,Grain mill products
110412,Rolled or flaked oat grains,3116,Grain mill products
110419,"Rolled or flaked grains of other cereals, nes",3116,Grain mill products
110421,"Other worked grains of barley, nes",3116,Grain mill products
110422,"Other worked grains of oats, nes",3116,Grain mill products
110423,"Other worked grains of maize (corn), nes",3116,Grain mill products
110429,"Other worked grains of other cereals, nes",3116,Grain mill products
110430,"Cereal germ, whole, rolled, flaked or ground",3116,Grain mill products
110510,Potato flour and meal,3116,Grain mill products
110520,"Potato flakes, granules and pellets",3116,Grain mill products
110610,Flour and meal of the dried leguminous vegetabl,3116,Grain mill products
110620,"Flour and meal of sago, roots or tubers of 0714",3116,Grain mill products
110630,"Flour, meal and powder of products of Chapter 8",3116,Grain mill products
110710,Malt not roasted,3133,Malt liqors and malt
110720,Roasted malt,3133,Malt liqors and malt
110811,Wheat starch,3121,Manufacture of food products not elsewhere classified
110812,Maize (corn) starch,3121,Manufacture of food products not elsewhere classified
110813,Potato starch,3121,Manufacture of food products not elsewhere classified
110814,Manioc (cassava) starch,3121,Manufacture of food products not elsewhere classified
110819,"Other starches, nes",3121,Manufacture of food products not elsewhere classified
110820,Inulin,3121,Manufacture of food products not elsewhere classified
110900,Wheat gluten,3121,Manufacture of food products not elsewhere classified
120100,Soya beans,1110,Agricultural and livestock production
120210,"Ground-nuts in shell, not roasted or otherwise",1110,Agricultural and livestock production
120220,"Shelled ground-nuts, not roasted or otherwise c",1110,Agricultural and livestock production
120300,Copra,1110,Agricultural and livestock production
120400,Linseed,1110,Agricultural and livestock production
120500,Rape or colza seeds,1110,Agricultural and livestock production
120600,Sunflower seeds,1110,Agricultural and livestock production
120710,Palm nuts and kernels,1110,Agricultural and livestock production
120720,Cotton seeds,3211,"Spinning, weawing and finishing textiles"
120730,Castor oil seeds,1110,Agricultural and livestock production
120740,Sesamum seeds,1110,Agricultural and livestock production
120750,Mustard seeds,1110,Agricultural and livestock production
120760,Safflower seeds,1110,Agricultural and livestock production
