HS 1996 Product Code,HS 1996 Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
030193,Other live fish :-- Carp,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030199,Other live fish :-- Other,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030211,"Salmonidae, excluding livers and roes :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030212,"Salmonidae, excluding livers and roes :-- Pacific salmon (Oncorhynchus nerka, Oncorhynchusgorbascha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhnchus rhodurus), Altantic salmon (Sa",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030219,"Salmonidae, excluding livers and roes :-- Other",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030221,"Salmonidae, excluding livers and roes :-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030222,"Salmonidae, excluding livers and roes :-- Plaice (Pleuronectes platessa)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030223,"Salmonidae, excluding livers and roes :-- Sole (Solea spp.)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030229,"Salmonidae, excluding livers and roes :-- Other",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030231,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Albacore or longfinned tunas (Thunnus alalunga)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030232,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Yellowfin tunas (Thunnus albacares)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030233,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Skipjack or stripe-bellied bonito",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030239,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Other",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030240,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030250,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030261,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030262,"Other fish, excluding livers and roes :-- Haddock (Melanogrammus aeglefinus)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030263,"Other fish, excluding livers and roes :-- Coalfish (Pollachius virens)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030264,"Other fish, excluding livers and roes :-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030265,"Other fish, excluding livers and roes :-- Dogfish and other sharks",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030266,"Other fish, excluding livers and roes :-- Eels (Anguilla spp.)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030269,"Other fish, excluding livers and roes :-- Other",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030270,Livers and roes,1512,Processing and preserving of fish and fish products
030310,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), excluding livers and roes",1512,Processing and preserving of fish and fish products
030321,"Other salmonidae, excluding livers and roes :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",1512,Processing and preserving of fish and fish products
030322,"Other salmonidae, excluding livers and roes :-- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",1512,Processing and preserving of fish and fish products
030329,"Other salmonidae, excluding livers and roes :-- Other",1512,Processing and preserving of fish and fish products
030331,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",1512,Processing and preserving of fish and fish products
030332,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Plaice (Pleuronectes platessa)",1512,Processing and preserving of fish and fish products
030333,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Sole (Solea spp.)",1512,Processing and preserving of fish and fish products
030339,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Other",1512,Processing and preserving of fish and fish products
030341,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Albacore or longfinned tunas (Thunnus alalunga)",1512,Processing and preserving of fish and fish products
030342,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Yellowfin tunas (Thunnus albacares)",1512,Processing and preserving of fish and fish products
030343,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Skipjack or strip-bellied bonito",1512,Processing and preserving of fish and fish products
030349,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Other",1512,Processing and preserving of fish and fish products
030350,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",1512,Processing and preserving of fish and fish products
030360,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",1512,Processing and preserving of fish and fish products
030371,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",1512,Processing and preserving of fish and fish products
030372,"Other fish, excluding livers and roes :-- Haddock (Melanogrammus aeglefinus)",1512,Processing and preserving of fish and fish products
030373,"Other fish, excluding livers and roes :-- Coalfish (Pollachius virens)",1512,Processing and preserving of fish and fish products
030374,"Other fish, excluding livers and roes :-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",1512,Processing and preserving of fish and fish products
030375,"Other fish, excluding livers and roes :- Other fish, excluding livers and roes :-- Dogfish and other sharks",1512,Processing and preserving of fish and fish products
030376,"Other fish, excluding livers and roes :-- Eels (Anguilla spp.)",1512,Processing and preserving of fish and fish products
030377,"Other fish, excluding livers and roes :-- Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",1512,Processing and preserving of fish and fish products
030378,"Other fish, excluding livers and roes :-- Hake (Merluccius spp., Urophycis spp.)",1512,Processing and preserving of fish and fish products
030379,Other,1512,Processing and preserving of fish and fish products
030380,Livers and roes,1512,Processing and preserving of fish and fish products
030410,Fresh or chilled,1512,Processing and preserving of fish and fish products
030420,Frozen fillets,1512,Processing and preserving of fish and fish products
030490,Other,1512,Processing and preserving of fish and fish products
030510,"Flours, meals and pellets of fish, fit for human consumption",1512,Processing and preserving of fish and fish products
030520,"Livers and roes, dried, smoked, salted or in brine",1512,Processing and preserving of fish and fish products
030530,"Fish fillets, dried, salted or in brine, but not smoked",1512,Processing and preserving of fish and fish products
030541,"Smoked fish, including fillets :-- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Altantic salmon (Salmo s",1512,Processing and preserving of fish and fish products
030542,"Smoked fish, including fillets :-- Herrings (Clupea harengus, Clupea pallasii)",1512,Processing and preserving of fish and fish products
030549,"Smoked fish, including fillets :-- Other",1512,Processing and preserving of fish and fish products
030551,"Dried fish, whether or not salted but not smoked :-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",1512,Processing and preserving of fish and fish products
030559,"Dried fish, whether or not salted but not smoked :-- Other",1512,Processing and preserving of fish and fish products
030561,"Fish, salted but not dried or smoked and fish in brine :-- Herrings (Clupea harengus, Clupea pallasii)",1512,Processing and preserving of fish and fish products
030562,"Fish, salted but not dried or smoked and fish in brine :-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",1512,Processing and preserving of fish and fish products
030563,"Fish, salted but not dried or smoked and fish in brine :-- Anchovies (Engraulis spp.)",1512,Processing and preserving of fish and fish products
030569,"Fish, salted but not dried or smoked and fish in brine :-- Other",1512,Processing and preserving of fish and fish products
030611,"Frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",1512,Processing and preserving of fish and fish products
030612,Frozen :-- Lobsters (Homarus spp.),1512,Processing and preserving of fish and fish products
030613,Frozen :-- Shrimps and prawns,1512,Processing and preserving of fish and fish products
030614,Frozen :-- Crabs,1512,Processing and preserving of fish and fish products
030619,"Frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption",1512,Processing and preserving of fish and fish products
030621,"Not frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030622,Not frozen :-- Lobsters (Homarus spp.),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030623,Not frozen :-- Shrimps and prawns,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030624,Not frozen :-- Crabs,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030629,"Not frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030710,Oysters,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030721,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030729,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Other",1512,Processing and preserving of fish and fish products
030731,"Mussels (Mytilus spp., Perna spp.) :-- Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030739,"Mussels (Mytilus spp., Perna spp.) :-- Other",1512,Processing and preserving of fish and fish products
030741,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030749,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Other",1512,Processing and preserving of fish and fish products
030751,"Octopus (Octopus spp.) :-- Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030759,Octopus (Octopus spp.) :-- Other,1512,Processing and preserving of fish and fish products
030760,"Snails, other than sea snails",0122,Other animal farming; production of animal products n.e.c.
030791,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other",1512,Processing and preserving of fish and fish products
040110,"Of a fat content, by weight, not exceeding 1 %",1520,Manufacture of dairy products
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",1520,Manufacture of dairy products
040130,"Of a fat content, by weight, exceeding 6 %",1520,Manufacture of dairy products
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",1520,Manufacture of dairy products
040221,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter",1520,Manufacture of dairy products
040229,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other",1520,Manufacture of dairy products
040291,Other :-- Not containing added sugar or other sweetening matter,1520,Manufacture of dairy products
040299,Other,1520,Manufacture of dairy products
040310,Yogurt,1520,Manufacture of dairy products
040390,Other,1520,Manufacture of dairy products
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",1520,Manufacture of dairy products
040490,Other,1520,Manufacture of dairy products
040510,Butter,1520,Manufacture of dairy products
040520,Dairy spreads,1520,Manufacture of dairy products
040590,Other,1520,Manufacture of dairy products
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",1520,Manufacture of dairy products
040620,"Grated or powdered cheese, of all kinds",1520,Manufacture of dairy products
040630,"Processed cheese, not grated or powdered",1520,Manufacture of dairy products
040640,Blue-veined cheese,1520,Manufacture of dairy products
040690,Other cheese,1520,Manufacture of dairy products
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",0122,Other animal farming; production of animal products n.e.c.
040811,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Dried",1549,Manufacture of other food products n.e.c.
040819,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other",1549,Manufacture of other food products n.e.c.
040891,Other :-- Dried,1549,Manufacture of other food products n.e.c.
040899,Other,1549,Manufacture of other food products n.e.c.
040900,Natural honey.,0122,Other animal farming; production of animal products n.e.c.
041000,"Edible products of animal origin, not elsewhere specified or included.",0122,Other animal farming; production of animal products n.e.c.
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",9302,Hairdressing and other beauty treatment
050210,"Pigs', hogs' or boars' bristles and hair and waste thereof",9999,Goods not elsewhere classified
050290,Other,9999,Goods not elsewhere classified
050300,"Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material.",0122,Other animal farming; production of animal products n.e.c.
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",9999,Goods not elsewhere classified
050510,Feathers of a kind used for stuffing; down,9999,Goods not elsewhere classified
050590,Other,9999,Goods not elsewhere classified
050610,Ossein and bones treated with acid,9999,Goods not elsewhere classified
050690,Other,9999,Goods not elsewhere classified
050710,Ivory; ivory powder and waste,9999,Goods not elsewhere classified
050790,Other,9999,Goods not elsewhere classified
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste there",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
050900,Natural sponges of animal origin.,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally prese",9999,Goods not elsewhere classified
051110,Bovine semen,0121,"Farming of cattle, sheep, goats, horses, asses, mules and  hinnies; dairy farming"
051191,"Other :- Egg yolks :-- Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",1512,Processing and preserving of fish and fish products
051199,Other,9999,Goods not elsewhere classified
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",0112,"Growing of vegetables, horticultural specialties and nursery products"
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",0112,"Growing of vegetables, horticultural specialties and nursery products"
060210,Unrooted cuttings and slips,0112,"Growing of vegetables, horticultural specialties and nursery products"
060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",0112,"Growing of vegetables, horticultural specialties and nursery products"
060230,"Rhododendrons and azaleas, grafted or not",0112,"Growing of vegetables, horticultural specialties and nursery products"
060240,"Roses, grafted or not",0112,"Growing of vegetables, horticultural specialties and nursery products"
060290,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
060310,Fresh,0112,"Growing of vegetables, horticultural specialties and nursery products"
060390,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
060410,Mosses and lichens,0200,"Forestry, logging and related service activities"
060491,Other :- Egg yolks :-- Fresh,0200,"Forestry, logging and related service activities"
060499,Other,0200,"Forestry, logging and related service activities"
070110,Seed,0111,Growing of cereals and other crops n.e.c.
070190,Other,0111,Growing of cereals and other crops n.e.c.
070200,"Tomatoes, fresh or chilled.",0112,"Growing of vegetables, horticultural specialties and nursery products"
070310,Onions and shallots,0112,"Growing of vegetables, horticultural specialties and nursery products"
070320,Garlic,0112,"Growing of vegetables, horticultural specialties and nursery products"
070390,Leeks and other alliaceous vegetables,0112,"Growing of vegetables, horticultural specialties and nursery products"
070410,Cauliflowers and headed broccoli,0112,"Growing of vegetables, horticultural specialties and nursery products"
070420,Brussels sprouts,0112,"Growing of vegetables, horticultural specialties and nursery products"
070490,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
070511,Lettuce :-- Cabbage lettuce (head lettuce),0112,"Growing of vegetables, horticultural specialties and nursery products"
070519,Lettuce :-- Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
070521,Chicory :-- Witloof chicory (Cichorium intybus var.foliosum),0112,"Growing of vegetables, horticultural specialties and nursery products"
070529,Chicory :-- Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
070610,Carrots and turnips,0112,"Growing of vegetables, horticultural specialties and nursery products"
070690,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
070700,"Cucumbers and gherkins, fresh or chilled.",0112,"Growing of vegetables, horticultural specialties and nursery products"
070810,Peas (Pisum sativum),0112,"Growing of vegetables, horticultural specialties and nursery products"
070820,"Beans (Vigna spp., Phaseolus spp.)",0112,"Growing of vegetables, horticultural specialties and nursery products"
070890,Other leguminous vegetables,0112,"Growing of vegetables, horticultural specialties and nursery products"
070910,Globe artichokes,0112,"Growing of vegetables, horticultural specialties and nursery products"
070920,Asparagus,0112,"Growing of vegetables, horticultural specialties and nursery products"
070930,Aubergines (egg-plants),0112,"Growing of vegetables, horticultural specialties and nursery products"
070940,Celery other than celeriac,0112,"Growing of vegetables, horticultural specialties and nursery products"
070951,Mushrooms and truffles :-- Mushrooms,0112,"Growing of vegetables, horticultural specialties and nursery products"
070952,Mushrooms and truffles :-- Truffles,0112,"Growing of vegetables, horticultural specialties and nursery products"
070960,Fruits of the genus Capsicum or of the genus Pimenta,0112,"Growing of vegetables, horticultural specialties and nursery products"
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",0112,"Growing of vegetables, horticultural specialties and nursery products"
070990,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
071010,Potatoes,1513,Processing and preserving of fruit and vegetables
071021,"Leguminous vegetables, shelled or unshelled :-- Peas (Pisum sativum)",1513,Processing and preserving of fruit and vegetables
071022,"Leguminous vegetables, shelled or unshelled :-- Beans (Vigna spp., Phaseolus spp.)",1513,Processing and preserving of fruit and vegetables
071029,"Leguminous vegetables, shelled or unshelled :-- Other",1513,Processing and preserving of fruit and vegetables
071030,"Spinach, New Zealand spinach and orache spinach (garden spinach)",1513,Processing and preserving of fruit and vegetables
071040,Sweet corn,1513,Processing and preserving of fruit and vegetables
071080,Other vegetables,1513,Processing and preserving of fruit and vegetables
071090,Mixtures of vegetables,1513,Processing and preserving of fruit and vegetables
071110,Onions,1513,Processing and preserving of fruit and vegetables
071120,Olives,1513,Processing and preserving of fruit and vegetables
071130,Capers,1513,Processing and preserving of fruit and vegetables
